fx,orientation,trans,win_e,win_w
133.6236283285624,-74.4,0.2775,5.728,5.727
146.4428380667644,-61.34,0.26,2.7769999999999997,4.292
147.79744504777088,-168.74,0.6027,3.1060000000000003,4.441
134.19542431492016,-79.14,0.285,5.841,5.562
134.0680549054347,-74.7,0.275,5.729,5.704
138.28314089197644,-104.07,0.6301,5.8660000000000005,4.596
138.79333602584393,-79.77,0.2952,3.395,5.843
134.73254494552972,95.7,0.3336,5.33,4.824
133.98257652656096,-72.49,0.2832,5.688,5.765
134.18422092688064,-88.06,0.2602,5.2360000000000015,5.894
134.8282067082483,-132.3,0.2605,5.9,5.195
145.34442100316642,-114.0,0.6598,4.4430000000000005,3.2680000000000002
134.80498734506762,99.3,0.4835,4.559,4.82
138.22826830082826,-17.13,0.3678,4.862,4.829
177.28804878939323,-67.03,0.7575,5.697,0.302
132.97528001858612,111.2,0.4479,5.284,5.769
136.1899841071631,108.12,0.4476,5.268,5.765
136.79924587372594,129.52,0.4493,5.391,5.771
136.2753986225924,107.88,0.4453,5.431,5.871
136.25038789130141,111.81,0.4383,5.268,5.774
135.1520315955995,111.01,0.4473,5.308,5.729
141.08563136176795,178.69,0.6662,4.041,5.19
139.69868850100843,-106.21,0.3012,4.539,3.689
138.3815466734867,-97.18,0.5523,4.918,5.867999999999999
137.07974296086334,-97.94,0.3932,5.015,4.664
134.9760253092259,111.8,0.4528,5.27,5.763999999999999
139.45911725526008,178.9,0.6859,5.513,3.3510000000000004
134.17189644917005,91.33,0.3496,5.875,5.847
147.48301247906969,-123.66,0.7684,4.713,4.791
138.03179760353044,133.75,0.5711,5.892,4.124
133.84386138094007,85.91,0.3514,5.797999999999999,5.86
134.66508044154082,117.39,0.4535,5.083,5.511
162.98957351686997,-0.47,0.7985,1.501,4.223
145.6518417384579,-85.56,0.4835,4.194,3.4539999999999997
134.31762201510352,84.22,0.3493,5.601,5.533
135.27358869274136,109.89,0.4482,5.275,5.773
135.37331486515612,110.55,0.4481,5.279,5.771
138.84265981405426,-103.42,0.6096,3.4160000000000004,5.815
134.23480852743907,73.22,0.3499,5.771,5.88
135.03172048932058,111.18,0.4479,5.284,5.768
167.88098881175492,177.35,0.5678,1.6909999999999998,3.743
138.443653661503,-178.03,0.3157,5.888,3.8689999999999998
133.8869749138612,82.96,0.3526,5.7429999999999986,5.8210000000000015
134.86792578811225,111.21,0.4479,5.2829999999999995,5.769
139.95960807035559,86.11,0.7406,5.8439999999999985,3.507
136.0867429465203,30.61,0.3367,5.88,4.258
134.19894399753926,82.14,0.3513,5.797999999999999,5.886
135.3324254717675,111.08,0.4502,5.2829999999999995,5.7620000000000005
135.1019355049633,111.17,0.4485,5.283,5.767
136.50416589971786,20.66,0.5048,4.614,4.5680000000000005
135.12014058362178,111.2,0.4479,5.284,5.769
145.99957852233308,153.68,0.2058,5.882999999999999,2.6460000000000004
133.9377234259792,84.1,0.3492,5.783,5.79
133.7265475484781,81.88,0.3491,5.728,5.877999999999999
148.33405952814718,143.35,0.6731,3.417,3.027
138.88517504766952,-179.35,0.3532,4.671,4.619
135.06942016470566,112.48,0.4472,5.291,5.766
135.05444456975738,111.52,0.4477,5.285,5.768
161.31596902920197,-41.5,0.2051,0.123,5.891
133.84007403357694,83.6,0.3501,5.79,5.86
146.51289517616613,-55.2,0.6595,2.515,4.38
134.56756353587738,76.92,0.3507,5.8,5.737
173.69775158417735,177.95,0.7996,5.452000000000001,0.128
137.79091624758664,-179.14,0.2006,5.765,5.862
134.36515689604022,-119.9,0.3002,5.893,5.895
166.57902869671716,-180.0,0.8,5.9,0.1
163.69625163823648,177.17,0.2012,0.8420000000000001,5.875
141.47779832363233,56.24,0.7373,5.8820000000000014,5.871
134.41999834263115,-75.83,0.3907,5.898,5.024
134.9788971777602,-60.86,0.3978,5.9,4.945
135.08063958435235,-61.47,0.3669,5.897,4.713
134.88732498933558,-61.43,0.3932,5.895,4.915
137.1363674207915,47.69,0.5045,5.847,5.885
141.5578614103147,-80.9,0.6112,5.845,5.869
134.2786388835617,-94.17,0.324,5.8889999999999985,5.305
137.98011313562,-116.34,0.4947,4.971,4.671
163.632586848433,1.37,0.8,5.9,0.1
164.89771697004474,-126.22,0.2039,1.099,5.86
137.92774673572956,-160.98,0.4268,5.869,5.415
134.98112078577844,-69.02,0.3846,5.776,5.004
133.6948792026915,-95.43,0.2816,5.9,5.115
135.56332130481752,10.21,0.3043,5.882999999999999,4.9319999999999995
134.1417217694477,-83.83,0.2791,5.895,4.965
134.26738305283044,-95.89,0.28300000000000003,5.9,5.099
134.8329113502243,-95.77,0.2797,5.9,5.109
134.77973196910534,-95.43,0.2816,5.857,5.115
141.9375938196227,90.03,0.3664,3.135,5.895
134.57420939547154,-75.62,0.3302,5.638999999999999,5.003
139.2312145975942,164.22,0.6155,4.203,5.895
136.2839037767609,121.67,0.4879,4.956,5.8
134.53143335820744,-62.34,0.2606,5.877000000000002,5.28
132.40957246277162,0.49,0.6098,3.5180000000000002,5.7929999999999975
118.8046845726798,39.96,0.5203,4.448,5.875
133.79919889324825,35.82,0.5164,4.405,5.8629999999999995
136.95211892844384,39.42,0.5183,4.489,5.86
145.26813411381642,-53.59,0.7924,4.791,3.177
139.56794055035422,17.16,0.6006,5.895,3.624
138.10754481798844,44.67,0.5198,4.348,5.716
143.53446736395148,180.0,0.8,5.9,4.885
142.4628846066997,-104.56,0.4277,2.59,5.888
139.28592786654005,-1.52,0.6114,3.565,5.69
136.70576052725968,42.34,0.5161,4.35,5.8329999999999975
139.62265969930237,158.48,0.5734,5.857,3.902
139.09440095665371,97.44,0.616,4.587,5.026
137.3003518550995,39.23,0.5195,4.439,5.871
132.7917030044317,-17.42,0.3039,4.5,5.875
135.64204055747592,-7.26,0.4214,4.452,5.731
138.57109359162752,96.06,0.4224,3.7230000000000003,4.97
138.12707192352008,141.98,0.2023,5.879,5.797999999999999
135.6147029309016,131.08,0.3147,4.784,5.858
134.8548588680683,84.38,0.4216,5.072,5.567
135.22206650673442,80.05,0.4219,4.872,5.859
137.64844302408298,39.94,0.5203,4.448,5.881
137.1794446746625,78.48,0.5391,5.718999999999999,4.497
136.0242718332747,77.4,0.4218,4.795,5.771
135.06713529862586,81.46,0.4232,4.881,5.827000000000001
134.16261355484446,91.87,0.4217,5.396,5.436
146.3631495518679,-178.94,0.6718,5.756,3.54
134.2189791273546,91.87,0.422,5.374,5.449
135.50454418185734,92.34,0.4216,5.3870000000000005,5.435
141.94922559251702,126.41,0.7914,4.294,5.864
134.59325346293838,-77.5,0.3497,4.957,5.874
134.8830114071737,83.92,0.4218,5.3889999999999985,5.49
133.64568241594878,88.4,0.4249,5.401,5.476
145.02182795215253,106.73,0.7738,4.7410000000000005,2.841
141.02152320358553,-149.63,0.3629,5.678,3.5380000000000003
135.64246008067528,37.34,0.2972,5.101,5.851
140.09453665566718,49.25,0.613,5.391,5.6339999999999995
138.27760744464334,40.5,0.5192,3.93,5.6320000000000014
168.15771097142462,-179.23,0.6749,2.471,2.5639999999999996
133.85150838804137,91.24,0.4227,5.274,5.888
137.75693349229715,29.07,0.6171,3.497,5.369
142.40929471891252,-87.79,0.6593,3.841,4.289
140.80006764625253,-46.39,0.4489,5.896,3.005
134.2856624048906,88.55,0.4276,5.301,5.893
137.27232061720986,39.75,0.5196,4.468999999999999,5.867999999999999
137.67103881594338,39.85,0.52,4.459,5.872000000000001
137.8407739609257,-173.18,0.4814,4.029,5.8820000000000014
141.2293083944556,179.75,0.5974,5.739,5.4
135.74001863639214,91.31,0.4224,5.267,5.874
137.86074462987582,39.78,0.5194,4.468,5.869
137.48757538534585,39.92,0.5201,4.453,5.874
157.63803910702418,-72.61,0.2142,5.6370000000000005,1.107
163.93004236783034,109.37,0.7518,0.461,5.8020000000000005
181.33318176930646,-178.68,0.7995,5.767,0.13
164.12417999262394,178.91,0.2009,0.833,5.897
154.2715097752065,-3.39,0.4976,2.99,3.091
146.12734444415042,180.0,0.7879999999999999,5.9,5.9
134.32673364990208,116.56,0.2917,5.9,5.9
135.57033981817028,-64.11,0.2014,5.787999999999999,5.891
135.56116318315156,133.56,0.3176,5.9,5.9
134.66197482947192,116.28,0.2983,5.9,5.8770000000000024
134.54628592577697,115.42,0.2981,5.896,5.898
134.62626053920542,116.28,0.2976,5.896,5.898
152.41221144704366,-179.68,0.7986,2.262,5.87
147.08519678382322,-149.55,0.7903,5.8329999999999975,5.858
134.92697931369628,121.19,0.28,5.815,5.898
134.03300849540608,116.41,0.2995,5.892,5.9
167.65506924261334,-171.67,0.2055,0.7290000000000001,5.8820000000000014
