fx,orientation,trans,win_e,win_w
162.56219408628706,178.74,0.6890000000000001,5.895,1.45
140.14702778498327,78.76,0.4979,4.0280000000000005,4.593999999999999
133.07748609111428,70.75,0.3002,5.897,5.9
134.09015364829142,-93.57,0.4282,5.89,4.165
133.2510477571968,76.41,0.297,5.8320000000000025,5.75
133.1126377588155,71.28,0.2985,5.859,5.9
133.0369323291286,71.03,0.299,5.8610000000000015,5.9
133.2062564402282,70.83,0.2988,5.858,5.896
138.56639112510257,-63.32,0.3316,4.427,5.824
135.29171358115244,-124.22,0.3449,4.883,4.775
134.02984496173696,82.94,0.3154,5.452000000000001,5.886
134.28221454875822,117.33,0.2952,5.816,5.255
143.80437388855373,-83.89,0.7868,4.637,5.851
133.13751821744805,72.99,0.2913,5.8870000000000005,5.893
145.2857081959813,-176.59,0.2058,5.892,3.503
132.8072383861566,73.69,0.2861,5.898,5.752999999999999
132.51700094645568,73.46,0.2861,5.9,5.751
133.57135515821741,62.07,0.2823,5.734,5.6560000000000015
132.9409157136256,72.34,0.2844,5.9,5.7620000000000005
139.86910782765975,6.02,0.3501,5.858,3.8760000000000003
141.13598767613902,-11.62,0.5014,5.752000000000002,5.885
132.94799059110082,72.75,0.2872,5.897,5.775
139.94901139653635,-170.78,0.6556,4.3610000000000015,5.647
135.98400209858394,112.02,0.4951,5.023,5.307
133.51730927514427,84.66,0.3643,5.473,5.586
133.09881964554478,71.78,0.3038,5.888,5.893
133.83917369813628,81.32,0.2928,5.892,5.42
132.98768054557436,71.89,0.2935,5.86,5.852
140.29172596295626,160.96,0.28600000000000003,4.5280000000000005,5.884
139.74741572916008,43.42,0.6067,5.816,3.957
137.16644745930105,-22.85,0.5616,3.737,4.393
148.59560643997048,-161.05,0.7602,5.7410000000000005,2.937
136.41618855518306,81.86,0.6071,5.098,5.088
135.26212204900494,118.52,0.4194,5.891,4.961
133.0430811027207,73.09,0.2884,5.9,5.749
139.1861629518857,39.75,0.46399999999999997,5.854,4.687
133.14777650594567,74.4,0.2899,5.896,5.825
135.0558434438842,-104.44,0.2642,5.893,5.045
133.13548686738255,70.73,0.2921,5.888,5.776
133.15914493845685,71.38,0.2976,5.872000000000001,5.899
143.596690494743,-44.58,0.7216,4.2780000000000005,4.59
134.10411261065062,-148.49,0.3521,5.183,5.882999999999999
133.2177939011385,70.72,0.2922,5.876,5.809
133.0467699013235,73.37,0.2866,5.9,5.75
133.24240010208135,70.49,0.2808,5.89,5.785
143.77200400076538,-142.91,0.6244,5.772,3.738
133.0524442519953,70.22,0.2975,5.89,5.872000000000001
133.0922735989089,72.54,0.2853,5.888999999999999,5.7620000000000005
136.21726768487127,-72.59,0.3605,5.836,4.863
133.0580767448797,72.54,0.3147,5.8370000000000015,5.7970000000000015
132.95460615247816,71.94,0.287,5.898,5.766
133.1043551831479,69.89,0.3145,5.891,5.831
133.1341655590004,72.54,0.2852,5.888,5.7620000000000005
133.1575573075673,73.23,0.2858,5.897,5.754
172.03554496194354,83.23,0.7517,0.731,5.723
139.7928223869063,179.6,0.2077,5.891,5.7970000000000015
138.28821671697742,175.44,0.2014,5.855,5.893
135.53248550704487,99.08,0.2,5.9,5.9
141.19897993952713,-178.44,0.5663,5.899,5.825
140.0465167026227,-174.93,0.2144,5.843,5.857
133.95936132229244,-44.18,0.3838,5.875,5.881
138.60910322733037,-4.58,0.2865,5.897,5.893
131.15064598070825,-49.74,0.4262,5.895,5.895
136.68551029441485,-43.84,0.4708,5.9,5.9
136.11743319066449,-84.3,0.403,5.8729999999999976,5.879
138.11502450704768,-45.94,0.4159,5.898,5.891
136.01320800841646,-49.61,0.4281,5.9,5.9
137.15057736929748,-50.25,0.4258,5.9,5.894
136.42063518619477,117.45,0.4673,5.843,5.897
136.3166666863535,-41.88,0.381,5.875,5.898
135.139944605901,-47.98,0.4296,5.8729999999999976,4.94
145.451377289124,-13.26,0.7876,5.671,5.822
129.76025861815586,-48.44,0.3825,5.879,5.8889999999999985
131.0146563310782,-17.6,0.4366,3.6660000000000004,5.896
136.49136820500536,-52.29,0.3832,5.874,5.87
135.47241773222547,-88.47,0.4777,5.892,5.892
135.86463698530522,-48.13,0.3821,5.885,5.9
139.6736579365693,-48.5,0.38299999999999995,5.859,5.9
134.61470299166,-48.94,0.3825,5.881,5.888
178.95240680166089,179.05,0.2074,0.163,5.86
151.30361499206728,-173.37,0.7992,2.45,5.831
152.31397224783757,180.0,0.8,3.295,5.773
141.81563223874747,69.79,0.6256,5.884,2.84
141.81742067956267,-85.68,0.6706,5.898,3.9010000000000002
132.55719737027488,-85.2,0.3529,5.892,5.205
171.52300941916192,-70.5,0.8,2.016,3.202
137.13551194982705,-48.16,0.3804,5.872000000000001,5.879
134.60358410105025,-48.43,0.3828,5.874,5.891
134.42512164541108,42.18,0.4608,5.817,3.754
135.56277062560454,21.09,0.3242,5.879,4.442
135.06816830260698,-89.26,0.3491,5.896,5.189
137.3178812781459,9.47,0.2875,5.002,4.944
146.51210154218833,-174.34,0.4513,5.807,2.864
137.85521145906864,170.11,0.3644,5.8329999999999975,4.077
133.24153151341767,94.93,0.4014,5.893,4.685
135.5005170193607,-84.05,0.3535,5.888,5.143
144.69593260437134,169.86,0.5988,4.388,4.26
134.71243567649935,-84.79,0.2865,5.898,5.532
138.06676158231286,21.6,0.434,4.745,4.58
136.57197013640672,92.07,0.3622,4.6960000000000015,5.053
134.08135177679313,-85.59,0.355,5.898,5.245
134.24070065496866,-86.59,0.3521,5.891,5.3020000000000005
138.34925305468076,102.8,0.2442,5.721,4.204
135.96690428882619,-46.6,0.4397,5.872000000000001,5.7170000000000005
137.13550382129438,-48.34,0.3816,5.875,5.8820000000000014
151.66548597212994,-179.34,0.4158,2.821,3.8489999999999998
139.51502731527978,-176.66,0.4031,3.3160000000000003,5.809
135.48037259715431,-85.18,0.3523,5.881,5.282
142.82222547661374,-72.63,0.3821,5.029,3.263
137.4600940578078,159.4,0.512,5.801,4.737
136.92685621954564,-145.87,0.4927,4.798,5.311
134.27840996250077,-94.35,0.359,5.893,5.476
136.94081695243185,-48.21,0.3833,5.882999999999999,5.8820000000000014
134.98769630158742,-88.52,0.3559,5.896,5.285
136.40801679755648,-49.14,0.3825,5.881,5.888
168.32277503205228,168.86,0.7845,5.546,0.611
148.65545274992647,-39.78,0.265,2.674,5.466
143.80906314921654,166.64,0.7128,5.882999999999999,5.8870000000000005
136.50454137036635,173.99,0.3099,5.864,5.898
135.46246714950914,18.29,0.3885,5.9,5.9
149.89451823440928,-179.98,0.7987,5.877000000000002,5.8729999999999976
135.12938039805695,77.46,0.3689,5.9,5.892
133.56667444841807,56.97,0.3308,5.897,5.897
134.2860299691492,55.41,0.3284,5.886,5.899
133.3857973653759,62.08,0.3357,5.9,5.9
133.46652300449801,67.21,0.3314,5.9,5.892
133.20110917205392,66.58,0.3293,5.898,5.893
140.81412626952846,31.9,0.6063,5.89,3.575
143.86372996009192,-68.14,0.2615,5.893,2.602
133.76020622207534,66.04,0.3292,5.89,5.898
133.38409675343334,65.92,0.309,5.899,5.894
169.96875901760097,-169.86,0.7916,5.8260000000000005,0.141
139.54688628518886,51.34,0.3689,5.848,3.857
133.46663141898821,68.23,0.3195,5.895,5.898
133.58850826699492,67.51,0.3286,5.886,5.882999999999999
132.9610470936285,67.05,0.3289,5.892,5.888
133.27564511296384,67.0,0.3288,5.894,5.8889999999999985
136.93491429767212,94.56,0.5609,5.372000000000001,5.898
133.0326435701051,67.85,0.3122,5.8889999999999985,5.898
138.2876033863912,25.96,0.3579,4.369,5.831
133.2266491693918,68.68,0.3116,5.896,5.894
133.43287231730622,66.54,0.3288,5.874,5.899
133.32740130754615,67.17,0.329,5.897,5.885
144.40422598588978,-125.94,0.7416,5.827000000000001,3.198
133.23785603854438,73.58,0.3086,5.895,5.896
133.2171231549026,68.53,0.3114,5.849,5.9
142.96577982116787,174.44,0.6317,2.87,5.895
133.05746364938102,68.99,0.2948,5.8660000000000005,5.898
133.57875845512973,67.05,0.329,5.892,5.888
162.0671463303843,12.79,0.5529999999999999,0.893,5.727
133.02378998898192,69.56,0.3025,5.874,5.898
133.00869154877017,70.9,0.3313,5.688,5.9
133.37491695316194,68.07,0.3292,5.7970000000000015,5.9
133.33700602199147,65.77,0.3292,5.895,5.877999999999999
133.30374254815607,66.41,0.3291,5.893,5.882999999999999
133.45727608166672,66.73,0.32899999999999996,5.893,5.885
144.99154076360512,1.31,0.7974,5.845,5.152
133.0784935401771,74.36,0.3153,5.712999999999999,5.896
133.69053794605054,72.82,0.3291,5.678,5.899
155.09203724575292,-173.51,0.4932,5.848,1.57
135.74173682985665,-134.28,0.3621,4.793,5.684
132.03235346840935,81.23,0.2981,5.5520000000000005,5.898
145.9467462281945,-150.36,0.7997,3.112,5.823
141.19680539216156,-176.48,0.5487,5.899,4.0310000000000015
132.54339675078893,83.63,0.2968,5.5360000000000005,5.899
132.80815867818652,77.85,0.2956,5.572,5.899
167.05261857672338,-3.61,0.605,4.838,0.28600000000000003
133.80981760141051,86.58,0.449,4.791,5.742999999999999
132.45743827390046,83.44,0.2967,5.541,5.899
132.32269510630937,99.56,0.2963,5.432,5.898
138.31406839754766,-169.78,0.5158,4.162,5.729
137.12707758363155,127.12,0.46,5.8420000000000005,5.171
133.38136761011478,93.11,0.2915,5.475,5.894
132.72556540905055,108.68,0.3117,5.305,5.893
137.9360693353317,117.57,0.2003,5.895,4.075
135.28074590626622,-126.51,0.3763,5.845,5.843
134.50018462685722,120.22,0.2893,5.301,5.896
133.15531771211812,71.82,0.2918,5.602,5.897
133.01462609092047,81.63,0.298,5.55,5.9
137.4888974955255,-123.79,0.4832,4.952,4.812
132.8779700483195,85.34,0.2942,5.565,5.893
133.42912309192258,79.25,0.2904,5.483,5.7920000000000025
133.79640461250926,75.71,0.2941,5.562,5.896
138.51574403914734,89.48,0.6166,3.7889999999999997,5.8729999999999976
137.56778173623687,-14.54,0.4031,5.87,4.878
134.697410027436,112.22,0.3058,5.3660000000000005,5.896
133.96447783033304,101.57,0.2877,5.181,5.896
139.10516990988816,-112.85,0.6847,5.874,4.9060000000000015
135.0394201040522,-52.83,0.3407,5.05,5.8870000000000005
132.61054533481928,84.81,0.2939,5.528,5.9
133.9938848018597,93.95,0.2986,5.412000000000001,5.8820000000000014
133.43163312553745,80.66,0.2978,5.5360000000000005,5.9
149.76789316114642,0.05,0.7905,4.75,2.7310000000000003
137.05063690977036,68.69,0.285,5.7970000000000015,4.7
133.4771671501864,83.52,0.2946,5.53,5.898
136.48666545797454,119.38,0.3877,3.736,5.867000000000001
137.810905704626,-87.38,0.5834,4.715,5.886
132.9991600832038,88.08,0.297,5.5729999999999995,5.896
132.99620351181184,99.12,0.2962,5.4910000000000005,5.897
148.39754499622057,166.82,0.4319,3.145,3.549
139.5241480980431,28.36,0.2189,4.559,5.078
133.16922806436028,70.55,0.2952,5.7860000000000005,5.899
133.42426910378094,72.62,0.2656,5.622000000000001,5.891
132.94893473103906,81.15,0.2972,5.557,5.9
153.83990847237777,108.33,0.471,5.4620000000000015,1.561
137.19193167816013,13.09,0.4984,4.975,5.894
133.25065563695298,85.03,0.297,5.585,5.896
146.35696564825002,-75.63,0.5701,2.611,5.223
133.06862210083472,73.77,0.2873,5.711,5.897
134.32441435267796,108.96,0.3018,5.239,5.892
145.09484230195315,-71.75,0.5729,5.8610000000000015,2.497
133.38799586978377,85.49,0.2945,5.541,5.888
