fx,orientation,trans,win_e,win_w
141.84204854560303,-123.95,0.2872,3.462,5.676
163.53361602724743,-59.47,0.8,4.208,1.984
149.87108583011252,124.07,0.4713,4.556,3.377
135.13513425779743,-75.24,0.2993,5.899,5.862
133.5831072111533,-74.38,0.2955,5.874,5.8039999999999985
134.59032519234222,-74.17,0.2988,5.899,5.859
133.76741409328287,-73.36,0.2986,5.895,5.865
163.67323541313718,-58.48,0.6422,0.897,4.28
133.3605699362287,-62.17,0.4863,3.338,5.777
134.65676773406406,-72.97,0.2978,5.876,5.881
133.22857160293887,-73.91,0.2979,5.894,5.809
171.31532335401639,-52.99,0.42100000000000004,5.715,0.28600000000000003
140.5744104990283,-70.63,0.7416,5.77,3.946
134.3563199427409,-77.05,0.3031,5.761,5.7829999999999995
134.51765669539824,-73.75,0.3016,5.872000000000001,5.894
132.75502807274935,-72.94,0.2995,5.851,5.897
133.29044729306156,-72.81,0.3022,5.876,5.831
133.95167304387496,-73.24,0.2993,5.852,5.899
163.01075012421228,129.63,0.69,2.064,3.459
133.13280596157108,-73.95,0.306,5.827999999999999,5.852
133.2751945201142,-72.58,0.2987,5.848,5.89
133.44525268874636,-74.48,0.3086,5.854,5.8260000000000005
140.99990514341846,72.25,0.6999,5.279,5.638
139.51786676085518,23.93,0.4383,5.864,4.671
135.2514772357097,-39.18,0.3262,5.563,5.619
161.6049831286681,151.7,0.7876,5.869,1.8130000000000002
136.3736507949846,65.37,0.5285,4.457,5.088
133.14709411155113,-72.42,0.3023,5.794,5.894
133.18244707215788,-75.2,0.2887,5.84,5.876
133.49517988577327,-72.8,0.2995,5.852,5.9
133.9013700380211,-72.82,0.2993,5.852,5.892
144.78572373606104,115.0,0.7509999999999999,3.432,4.447
134.32205075966237,-97.53,0.2074,5.428,4.726
134.83584933693277,-29.65,0.307,5.749,5.292000000000002
155.58707233801627,-176.97,0.4021,3.077,3.944
139.00879149708055,101.98,0.3758,4.127,4.985
181.17445435977606,180.0,0.2,5.9,0.1
135.1423465653875,-0.5,0.6607,4.763999999999999,5.381
133.8690753759892,-73.25,0.3028,5.83,5.8889999999999985
133.7267434776411,-72.38,0.3008,5.789,5.891
133.8070644008506,-72.9,0.2993,5.846,5.897
133.50277791432188,-73.99,0.29,5.834,5.882999999999999
133.80508186900968,-74.36,0.2978,5.898,5.805
138.29777166235726,-62.77,0.2838,5.875,4.078
134.14373950976542,-112.77,0.2232,5.226,5.795
151.35215183480796,7.39,0.5075,1.963,5.192
138.65540211915814,-18.89,0.4616,5.809,5.892
133.34549859574514,-73.07,0.3018,5.85,5.892
133.48928940156782,-72.97,0.3001,5.851,5.896
155.90612685282218,-174.73,0.5489999999999999,4.673,2.043
138.84295687500722,86.47,0.2055,4.92,5.867000000000001
134.39181687861142,-74.42,0.3162,5.78,5.5310000000000015
133.6086600017618,-73.88,0.29600000000000004,5.894,5.885
141.48798399466048,84.07,0.7733,4.7330000000000005,3.9810000000000003
134.56391711866289,91.47,0.3643,5.212999999999999,5.171
251.5171884428498,-173.5,0.2,0.1,0.1
151.14235711489525,-84.69,0.3595,4.138,2.8280000000000003
133.8411999582441,-73.58,0.3194,5.757999999999999,5.456
133.47699282707558,-74.1,0.299,5.856,5.9
133.3087472104797,-73.6,0.2992,5.854,5.899
133.48646867460343,-73.27,0.2994,5.853,5.898
155.72206329427672,179.73,0.3118,5.093999999999999,2.191
136.59442454323832,122.97,0.2703,5.834,4.468
134.7266620701318,-74.15,0.3159,5.8329999999999975,5.489
134.14240889541054,-73.63,0.3177,5.779,5.511
133.48151644871584,-75.4,0.2887,5.846,5.871
190.5875112442516,-159.35,0.2583,3.652,0.846
146.26669884122794,156.33,0.6339,2.489,5.178
218.4958877800941,176.75,0.7999,0.113,0.38
139.1540653792743,14.09,0.5870000000000001,5.872000000000001,5.897
135.95195571983265,120.85,0.3,5.898,5.899
134.85310309993426,123.67,0.3019,5.896,5.897
166.13970466365208,63.43,0.204,1.208,5.881
137.4767409311456,-4.87,0.3325,5.899,5.899
161.78922205829898,180.0,0.2568,5.9,1.88
150.6895597914257,-178.33,0.7873,2.645,5.882999999999999
182.32889121184024,-180.0,0.2842,0.1,4.801
135.5179405876592,-63.25,0.3199,4.628,5.893
134.34050542920428,-63.73,0.3215,5.882999999999999,5.9
133.6945281417811,-63.97,0.3223,5.885,5.585
134.24065439320222,-63.51,0.3209,5.726,5.897
134.24401618928496,-63.19,0.3134,5.886,5.896
145.0545994301646,178.41,0.7969,5.45,5.864
133.4634601138496,-95.1,0.3042,5.772,5.895
134.8921955567632,-90.33,0.2825,5.431,5.553
145.00475190866655,10.9,0.7821,3.5460000000000003,5.888999999999999
142.47589933987788,-77.8,0.7997,5.877000000000002,5.19
