fx,orientation,trans,win_e,win_w
133.23468201138158,71.98,0.2486,5.7620000000000005,5.9
143.21703212386998,-15.35,0.4891,5.146,2.616
136.1546151833188,-60.95,0.6562,4.915,3.901
135.19056242073455,-124.3,0.34600000000000003,5.098,5.005
133.14866244601558,71.8,0.2487,5.7620000000000005,5.893
143.71751095896502,124.15,0.5663,2.057,5.879
134.66003225620977,71.84,0.2512,5.79,5.869
135.80856224916457,70.59,0.2532,5.8329999999999975,5.893
161.4455678143164,122.15,0.7877,4.221,3.98
127.32052848313043,47.04,0.5629,4.349,5.892
116.46846955834681,48.37,0.5644,4.352,5.896
131.35003925003156,-0.24,0.3688,4.455,5.657
135.64633080401686,48.48,0.5641,4.35,5.9
137.23092005031694,41.54,0.5965,4.765,5.513
135.7151946873692,-124.29,0.4595,5.522,3.878
136.27100306483658,44.39,0.5674,4.315,5.83
149.37368666590285,-67.32,0.6492,2.715,4.1530000000000005
135.88087562353712,-89.29,0.3446,5.4860000000000015,5.877999999999999
136.15222043348206,87.2,0.4656,4.883,5.898
135.57063214205772,9.43,0.4984,4.857,5.681
137.24890765588546,26.06,0.5143,4.448,5.769
138.03015672632708,48.2,0.5647,4.354,5.9
136.73222371822246,48.34,0.5647,4.347,5.893
144.6358250017089,-20.2,0.7829999999999999,5.6110000000000015,3.13
138.35691130271817,126.12,0.4419,5.8020000000000005,3.801
139.81405698844318,28.09,0.6203,4.385,5.755
141.12751627690315,112.48,0.5149,3.385,5.896
140.09169627284766,-179.09,0.4256,5.8210000000000015,4.697
135.35219779282446,89.14,0.4684,5.058,5.218
146.49586200999468,-45.18,0.7987,5.898,5.557
136.55611820394648,38.88,0.3818,5.9,5.877000000000002
140.7993246361956,95.46,0.6633,3.397,5.104
141.02536797676632,108.12,0.4478,2.642,5.267
137.4849402149554,47.8,0.5637,4.351,5.894
136.27714738648194,48.53,0.5643,4.356,5.893
137.73979940176383,42.59,0.5946,4.732,3.529
140.69485676424483,-135.26,0.6903,5.3679999999999986,4.222
135.1720131413104,84.56,0.4662,5.305,5.774
137.38839504291548,-5.24,0.5676,4.086,5.459
144.5269682006815,166.66,0.5253,4.351,3.78
138.4229184734956,-100.72,0.4821,3.85,5.1320000000000014
138.6006911132152,-179.88,0.3882,5.042,5.875
137.9799008677817,42.98,0.5589,4.263,5.846
136.63159597420514,72.29,0.4682,4.6080000000000005,5.4239999999999995
134.92910558172616,82.23,0.4661,5.287000000000001,5.896
135.54720516676215,82.49,0.4669,5.252999999999999,5.875
137.88464941214082,47.83,0.5637,4.352,5.893
142.8986009992602,-117.99,0.5642,4.583,3.219
138.83284680562173,83.98,0.5779,4.935,4.5539999999999985
138.13146797417124,-145.19,0.2652,5.704,4.968999999999999
136.8112009818194,84.77,0.4665,5.282,5.892
134.88995206926236,75.3,0.4673,5.292000000000002,5.872000000000001
138.39548096552775,-86.59,0.5434,4.801,5.504
134.436194677624,76.49,0.4667,5.278,5.801
136.84011600881792,48.45,0.565,4.3439999999999985,5.892
137.10460598312213,48.41,0.5647,4.348,5.894
150.59574510388995,-174.75,0.6991,2.007,5.787000000000001
137.61584506190243,63.91,0.4967,5.898,4.763999999999999
141.32688132147268,137.82,0.589,5.8329999999999975,5.871
134.430783260409,76.29,0.4667,5.307,5.865
137.7066646830773,48.2,0.5649,4.356,5.9
215.25499105427696,169.65,0.6729999999999999,1.8159999999999998,0.29600000000000004
144.19124218634894,-179.51,0.7874,5.862,5.859
134.94866283682163,-72.97,0.4056,5.76,5.888
145.8205987228617,179.59,0.7681,5.8279999999999985,5.872000000000001
149.79959744640198,10.31,0.2014,2.322,5.892
135.0859249458458,-73.65,0.3965,5.729,5.8820000000000014
140.22230978507937,-4.81,0.7195,3.65,5.859
137.12507418509614,-128.65,0.5827,4.316,5.791
135.01553281601818,-16.54,0.3008,5.892,4.928
135.60604353158877,-74.83,0.4004,5.7189999999999985,5.876
135.29731525127823,-73.13,0.3996,5.722,5.872000000000001
138.27598763731467,17.61,0.612,5.855,5.869
135.39082825171909,61.82,0.3677,5.774,5.857
136.3221011467161,-14.9,0.4576,5.164,5.899
167.39630344192497,152.82,0.2,5.9,0.5429999999999999
168.74856667074292,176.77,0.606,0.146,5.865
139.22217941922426,-178.74,0.5283,5.81,5.846
134.93213042363178,-97.44,0.3884,5.894,5.894
136.0773850945527,-115.06,0.4518,4.776,5.36
146.22299758661694,-179.9,0.2187,2.942,5.8820000000000014
143.5066194538573,-35.2,0.4482,2.623,5.761
133.88928766643136,-16.75,0.3892,5.899,5.9
135.76015221323394,-118.01,0.4235,5.162999999999999,5.319
134.42505377709006,-73.31,0.3998,5.723,5.8889999999999985
135.03735491275418,-73.82,0.3998,5.731,5.88
135.79390003363673,44.61,0.4804,5.85,4.655
136.48143891735566,-114.7,0.424,5.2010000000000005,5.895
134.65204067868186,-71.84,0.3987,5.755,5.9
137.8181328151955,163.59,0.3720000000000001,5.819,4.4
145.59200969737884,-25.45,0.2014,5.9,2.922
140.7148247994653,18.67,0.7918,5.88,3.352
140.4782373385477,-91.11,0.7212,5.824,4.345
140.533379931414,177.82,0.5479,5.899,5.843
133.94115918392635,105.12,0.4054,5.9,5.9
138.80703092889,79.08,0.204,4.248,5.836
136.5048566048221,92.94,0.2333,5.753,4.833
