f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"145,741277","164,97","5,817","5,835","0,7068","145,741277"
"222,806873","-14,7","0,295","1,125","0,2188","145,741277"
"153,181082",0,3,3,"0,5","145,741277"
"171,910016","-178,54","5,87","0,182","0,7947","145,741277"
"166,839202","-179,74","0,114","5,896","0,7945","145,741277"
"136,858088","-179,46","5,888","5,893","0,2032","136,858088"
"134,493385","-120,45","5,897","5,882","0,302","134,493385"
"139,240828","-175,58","5,893","5,898","0,4003","134,493385"
"136,923667","-43,15","5,9","5,9","0,3105","134,493385"
"138,988708","-89,47","4,295","5,859","0,7995","134,493385"
"142,357714","-11,83","5,849","4,283","0,5952","134,493385"
"137,120018","-114,15","5,889","5,865","0,6196","134,493385"
"134,879852","-123,66","5,892","5,895","0,2648","134,493385"
"134,596349","-113,14","5,895","5,899","0,3098","134,493385"
"134,702343","-125,13","5,9","5,9","0,2979","134,493385"
"165,774185","178,09","0,388","5,788","0,7831","134,493385"
"137,790556","175,55","5,805","5,881","0,2909","134,493385"
"134,127851","70,51","5,83","5,868","0,468","134,127851"
"137,0155","39,8","5,896","5,893","0,4353","134,127851"
"134,394881","88,88","5,899","5,898","0,4727","134,127851"
"134,276509","72,56","5,841","5,9","0,4807","134,127851"
"134,11154","70,96","5,786","5,9","0,4672","134,11154"
"134,242363","72,48","5,697","5,692","0,4714","134,11154"
"134,279317","66,67","5,827","5,896","0,4587","134,11154"
"134,110755","73,63","5,841","5,869","0,4656","134,110755"
"134,107941","70,85","5,813","5,846","0,4679","134,107941"
"170,474935","179,58","5,856","0,274","0,7985","134,107941"
"141,349067","-48,11","3,265","5,826","0,521","134,107941"
"139,972522","37,24","4,517","5,889","0,6632","134,107941"
"134,245784","77,83","5,709","5,839","0,4617","134,107941"
"134,102653","71,17","5,753","5,839","0,469","134,102653"
"134,092487","74,04","5,792","5,83","0,4669","134,092487"
"170,380519","165,65","5,85","0,241","0,2121","134,092487"
"140,767176","65,61","5,898","3,209","0,2543","134,092487"
"134,301012","63,24","5,895","5,267","0,2258","134,092487"
"134,324039","77,56","5,871","5,71","0,4603","134,092487"
"134,14904","72,86","5,782","5,863","0,4679","134,092487"
"135,497157","-101,39","5,9","4,992","0,2416","134,092487"
"166,890669","157,8","0,837","5,884","0,2218","134,092487"
"144,942599","174,64","5,818","2,889","0,5433","134,092487"
"138,033051","59,18","3,47","5,864","0,3144","134,092487"
"134,362936","69,31","5,787","5,806","0,47","134,092487"
"134,103013","71,44","5,822","5,875","0,466","134,092487"
"133,331919","63,01","5,9","5,9","0,2703","133,331919"
"135,505454","67,85","4,215","5,9","0,2605","133,331919"
"134,028723","84,61","5,9","5,9","0,2292","133,331919"
"134,67943","43,43","5,9","5,9","0,2508","133,331919"
"133,334489","63,02","5,9","5,898","0,2703","133,331919"
"133,354737","63,04","5,794","5,9","0,2704","133,331919"
"171,171749","-173,61","5,897","0,301","0,2938","133,331919"
"141,715036","178,48","3,552","5,853","0,5176","133,331919"
"139,82773","-1,31","4,586","4,234","0,3737","133,331919"
"133,315017","82,14","5,833","5,895","0,2891","133,315017"
"134,456261","55,48","4,901","5,895","0,3876","133,315017"
"134,317518","61,98","5,262","5,9","0,4468","133,315017"
"147,015802","-165,98","5,873","3,324","0,7922","133,315017"
"141,4119","-157,91","5,736","3,421","0,4991","133,315017"
"137,831034","133,09","5,094","4,228","0,3757","133,315017"
"133,674022","83,12","5,076","5,886","0,3198","133,315017"
"133,08772",73,"5,834","5,899","0,277","133,08772"
"133,12298","72,59","5,858","5,9","0,2762","133,08772"
"152,916721","-163,4","2,176","5,865","0,2051","133,08772"
"142,495637","-177,15","3,85","4,675","0,6211","133,08772"
"137,759653","-68,61","3,797","5,862","0,2651","133,08772"
"133,164317","72,69","5,716","5,889","0,2803","133,08772"
"133,107639","73,24","5,821","5,887","0,2777","133,08772"
"133,117413","72,79","5,826","5,893","0,2759","133,08772"
"133,091355","73,08","5,834","5,9","0,277","133,08772"
"133,097418","72,95","5,834","5,9","0,2771","133,08772"
"133,088311","73,04","5,839","5,896","0,277","133,08772"
"150,471253",153,"3,267","3,44","0,7975","133,08772"
"138,499401","-165,16","4,362","4,525","0,3418","133,08772"
"148,055464","-177,08","5,876","5,879","0,7957","133,08772"
"133,562704","77,33","5,766","5,79","0,2788","133,08772"
"132,995499","72,15","5,815","5,891","0,2814","132,995499"
"132,974346","72,13","5,833","5,896","0,2847","132,974346"
"155,920011","4,85","1,663","4,96","0,7765","132,974346"
"135,144643","-80,2","4,912","5,37","0,4573","132,974346"
"138,58069","89,29","4,491","4,147","0,573","132,974346"
"133,005749","70,41","5,792","5,898","0,2855","132,974346"
"133,211588","70,21","5,798","5,897","0,2846","132,974346"
"133,130806","72,63","5,828","5,895","0,2847","132,974346"
"163,036124","6,87","5,861","0,5","0,529","132,974346"
"145,899251","-20,83","4,152","3,37","0,7876","132,974346"
"140,017503","-16,36","4,888","5,105","0,219","132,974346"
"133,231448","70,34","5,751","5,9","0,3096","132,974346"
"133,010269","71,32","5,835","5,893","0,2818","132,974346"
"133,007515","71,63","5,834","5,896","0,2856","132,974346"
"132,9765","72,11","5,833","5,9","0,2846","132,974346"
"132,978119","72,24","5,845","5,898","0,2846","132,974346"
"132,989127","71,9","5,834","5,896","0,2842","132,974346"
"142,872669","105,92","5,694","3,337","0,7893","132,974346"
"136,431843","-102,6","5,69","4,182","0,3832","132,974346"
"137,091646","-77,47","4,535","4,89","0,6468","132,974346"
"133,199599","67,11","5,724","5,898","0,2964","132,974346"
"133,007463","71,31","5,833","5,898","0,2834","132,974346"
"133,011647","71,33","5,783","5,899","0,2885","132,974346"
"147,004363","-14,01","5,837","5,053","0,7997","132,974346"
"138,835079","-173,42","4,151","5,893","0,4542","132,974346"
"140,633746","179,36","5,416","4,985","0,5294","132,974346"
