f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"135,944241","-56,38","4,922","5,296","0,2726","132,963263"
"132,973298","70,45","5,887","5,893","0,2968","132,963263"
"132,971726","70,61","5,882","5,895","0,2979","132,963263"
"133,196547","70,28","5,885","5,885","0,2981","132,963263"
"133,005149","70,93","5,889","5,894","0,3002","132,963263"
"132,963678","70,89","5,884","5,897","0,2992","132,963263"
"132,965422","70,87","5,881","5,898","0,2987","132,963263"
"145,336425","164,71","4,205","5,884","0,7908","132,963263"
"136,543416","96,72","5,848","4,387","0,4967","132,963263"
"141,472503","9,05","4,715","5,214","0,5761","132,963263"
"133,198459","70,2","5,899","5,899","0,298","132,963263"
"133,006996","71,42","5,875","5,897","0,3015","132,963263"
"133,00601","71,3","5,882","5,896","0,3007","132,963263"
"154,233117","178,83","1,716","5,43","0,4584","132,963263"
"145,364085","-22,31","4,262","5,005","0,7823","132,963263"
"134,890298","-84,88","5,897","5,552","0,5192","132,963263"
"132,965968","70,86","5,878","5,899","0,2965","132,963263"
"132,976148","70,43","5,878","5,897","0,2976","132,963263"
"132,984978","70,52","5,874","5,9","0,2988","132,963263"
"143,633612","-2,8","5,779","2,735","0,4402","132,963263"
"138,141363","179,7","5,797","4,533","0,3713","132,963263"
"136,524914","-146,48","4,742","5,878","0,3707","132,963263"
"133,002277","71,29","5,888","5,899","0,2985","132,963263"
"133,013106","71,11","5,872","5,893","0,2989","132,963263"
"133,128031","72,49","5,876","5,893","0,2986","132,963263"
"133,210995","70,17","5,861","5,893","0,299","132,963263"
"132,985376","70,51","5,87","5,897","0,2986","132,963263"
"132,973212","70,68","5,874","5,898","0,2984","132,963263"
"158,014301","15,49","1,338","5,741","0,4904","132,963263"
"136,479893","90,12","4,621","4,88","0,2762","132,963263"
"139,197786","22,39","4,552","5,857","0,2051","132,963263"
"133,005046","71,19","5,883","5,891","0,296","132,963263"
"133,000423","71,26","5,89","5,899","0,2971","132,963263"
"133,016092","71,67","5,882","5,893","0,2987","132,963263"
"143,670912","165,1","3,652","3,884","0,4965","132,963263"
"142,005229","179,48","4,352","5,78","0,591","132,963263"
"135,500873","100,91","5,76","4,726","0,3555","132,963263"
"132,97373","70,71","5,872","5,897","0,2979","132,963263"
"133,119272","72,53","5,891","5,898","0,2977","132,963263"
"133,002829","71,33","5,877","5,892","0,3001","132,963263"
"150,463273","-101,94","4,858","2,187","0,6801","132,963263"
"137,923817","-136,78","4,611","5,443","0,5277","132,963263"
"134,501937","-62,8","5,882","5,75","0,383","132,963263"
"133,004178","71,25","5,883","5,897","0,3001","132,963263"
"133,000471","71,25","5,878","5,898","0,2943","132,963263"
"133,002784","71,66","5,881","5,898","0,2995","132,963263"
"132,999741","71,32","5,871","5,9","0,2991","132,963263"
"133,001959","71,09","5,875","5,9","0,2987","132,963263"
"133,001686","70,97","5,877","5,9","0,2984","132,963263"
"139,392637","-134,22","5,813","5,171","0,6654","132,963263"
"137,085511","98,44","4,361","4,762","0,5078","132,963263"
"134,290078","72,6","4,591","5,659","0,3655","132,963263"
"132,985503","71,78","5,88","5,897","0,2985","132,963263"
"133,002043","71,24","5,898","5,887","0,2955","132,963263"
"132,968777","70,59","5,883","5,898","0,2945","132,963263"
"138,81344","-148,83","4,95","4,768","0,2012","132,963263"
"141,79367","-32,33","5,847","4,632","0,635","132,963263"
"139,106374","-0,21","4,561","5,845","0,3279","132,963263"
"133,126035","72,52","5,872","5,899","0,3028","132,963263"
"133,09368","72,17","5,881","5,897","0,3371","132,963263"
"132,970644","70,61","5,884","5,897","0,2974","132,963263"
"143,815156","-82,48","5,084","3,104","0,3165","132,963263"
"143,038852","-142,42",4,"5,736","0,7747","132,963263"
"136,341223","-51,52","5,091","4,65","0,3999","132,963263"
"132,990606","70,61","5,881","5,879","0,2926","132,963263"
"133,209672","69,43","5,899","5,879","0,2905","132,963263"
"132,969295","70,53","5,884","5,899","0,2963","132,963263"
"133,203846","70,09","5,882","5,9","0,2987","132,963263"
"132,972007","70,47","5,88","5,9","0,2984","132,963263"
"132,970679","70,66","5,879","5,9","0,2983","132,963263"
"144,052509","-37,19","3,258","5,774","0,6199","132,963263"
"137,593299","166,88","4,677","5,855","0,2903","132,963263"
"135,731647","75,34","5,758","4,765","0,2091","132,963263"
"132,981132","70,57","5,873","5,895","0,2976","132,963263"
"133,194549","68,94","5,891","5,898","0,2926","132,963263"
"133,100722","71,9","5,882","5,899","0,3373","132,963263"
"146,424368","-178,84","5,511","3,483","0,7422","132,963263"
"142,550285","164,49","5,894","5,837","0,5624","132,963263"
"134,467866","75,14","5,195","5,286","0,4653","132,963263"
"133,003903","71,3","5,88","5,896","0,3003","132,963263"
"133,006604","71,17","5,883","5,889","0,2924","132,963263"
"132,973277","70,86","5,896","5,888","0,294","132,963263"
"140,928884","-68,63","3,278","4,71","0,3865","132,963263"
"135,724271","-94,78","5,763","4,638","0,2881","132,963263"
"135,837647","36,08","5,515","4,74","0,3073","132,963263"
"133,016086","71,3","5,862","5,88","0,3009","132,963263"
"132,978432","70,38","5,876","5,885","0,2934","132,963263"
"132,965037","70,8","5,878","5,9","0,2983","132,963263"
"132,981898","70,48","5,867","5,9","0,2974","132,963263"
"132,970888","70,66","5,873","5,9","0,2978","132,963263"
"132,967615","70,76","5,875","5,9","0,298","132,963263"
"138,991653","92,96","4,626","4,437","0,7895","132,963263"
"137,376485","47,32","4,928","3,94","0,4391","132,963263"
"135,219544","-96,46","5,131","5,49","0,3494","132,963263"
"133,220281","70,35","5,871","5,892","0,3077","132,963263"
"133,002879","71,03","5,885","5,894","0,299","132,963263"
"132,995887","71,64","5,892","5,889","0,2928","132,963263"
"172,0118","131,94","0,248","5,754","0,5086","132,963263"
"162,009332","-175,73","4,975","1,812","0,2354","132,963263"
"172,289939","-177,42","5,893","0,143","0,7977","132,963263"
"172,376409","175,87","5,845","0,124","0,2048","132,963263"
"152,71858","-6,99","3,002","3,101","0,4946","132,963263"
"152,975733","-8,1","3,002","3,084","0,4933","132,963263"
"141,454996","27,57","3,957","4,053","0,5857","132,963263"
"144,492524","-11,21","5,9","5,9","0,5843","132,963263"
"137,326138","-176,31","5,801","5,787","0,2717","132,963263"
"139,766859","-140,48","3,577","5,883","0,5072","132,963263"
"139,547757","-155,08","5,766","5,883","0,4939","132,963263"
"137,798453","-172,64","5,51","5,899","0,3537","132,963263"
"136,921726","-179,98","5,896","5,9","0,2025","132,963263"
"136,852489",-180,"5,9","5,9","0,2252","132,963263"
"137,325872","179,98","5,88","5,011","0,2026","132,963263"
"138,832188","13,22","4,324","5,843","0,2799","132,963263"
"137,768991","146,74","4,784","5,381","0,4571","132,963263"
"135,182342","-122,27","5,891","5,896","0,2145","132,963263"
"134,407585","-64,57","5,899","5,895","0,2029","132,963263"
"138,76644","-30,18","5,9","5,9","0,2","132,963263"
"134,408633","-64,57","5,9","5,886","0,2029","132,963263"
"134,404477","-64,57","5,9","5,896","0,2029","132,963263"
"134,414476","-64,65","5,9","5,896","0,2016","132,963263"
"134,382011","-64,74","5,9","5,896","0,2029","132,963263"
"134,466169","-69,43","5,9","5,9","0,2047","132,963263"
"161,772242","179,05","5,899","1,138","0,7993","132,963263"
"138,839545","39,64","5,885","3,388","0,3444","132,963263"
"139,631082","177,09","5,887","3,582","0,3804","132,963263"
"134,306104","-67,11","5,899","5,824","0,2032","132,963263"
"134,333703","-68,83","5,895","5,805","0,202","132,963263"
"134,317569","-67,86","5,897","5,8","0,203","132,963263"
"145,313284","-163,06","4,844","3,736","0,7984","132,963263"
"146,149073","156,27","5,865","4,645","0,7969","132,963263"
"134,456857","-70,55","5,839","4,554","0,3869","132,963263"
"134,424957","-86,9","5,899","4,915","0,2753","132,963263"
"134,367885","-81,02","5,899","5,347","0,2288","132,963263"
"134,181336","-71,65","5,9","4,713","0,3458","132,963263"
"143,781938","-55,74","3,51","5,895","0,7953","132,963263"
"133,652714","86,01","5,894","5,809","0,3092","132,963263"
"136,396733","38,04","5,121","4,855","0,4284","132,963263"
"137,244647","145,28","5,899","5,65","0,3469","132,963263"
"137,239739","26,86","5,898","5,529","0,2333","132,963263"
"135,384723","-75,23","5,716","5,105","0,2","132,963263"
"133,636223","85,73","5,9","5,819","0,3098","132,963263"
"133,586516","86,28","5,769","5,9","0,3073","132,963263"
"133,4638","76,74","5,735","5,653","0,3378","132,963263"
"133,263349","74,55","5,892","5,847","0,3048","132,963263"
"133,27458","66,06","5,889","5,9","0,305","132,963263"
"148,378889","166,65","2,509","5,884","0,7897","132,963263"
"143,932209","-176,74","5,883","3,321","0,5525","132,963263"
"142,171341","-0,4","3,526","5,881","0,4928","132,963263"
"133,594129","61,03","5,78","5,758","0,3277","132,963263"
"133,006998","70,71","5,837","5,87","0,3118","132,963263"
"133,025327","72,1","5,749","5,9","0,3183","132,963263"
"166,772126","-179,47","0,214","5,704","0,7956","132,963263"
"139,745052","116,95","5,756","3,808","0,5882","132,963263"
"135,015417","-75,97","4,649","5,898","0,4084","132,963263"
"133,127987","74,14","5,794","5,831","0,3165","132,963263"
"133,042435","71,11","5,825","5,892","0,3162","132,963263"
"133,2441","69,96","5,755","5,9","0,3105","132,963263"
"153,761179","175,31","3,36","2,879","0,7462","132,963263"
"147,255296","-26,02","5,892","2,101","0,7041","132,963263"
"138,039137","-93,6","4,587","4,299","0,5497","132,963263"
"133,426124","80,15","5,574","5,866","0,3352","132,963263"
"133,167518","72,64","5,785","5,879","0,3208","132,963263"
"133,008501","70,8","5,844","5,888","0,3182","132,963263"
"133,169499","72,34","5,9","5,887","0,3105","132,963263"
"133,029668","71,9","5,831","5,838","0,3128","132,963263"
"133,23713","69,6","5,836","5,863","0,3121","132,963263"
"133,036611","71,14","5,843","5,873","0,3116","132,963263"
"144,71544","-156,89","3,124","5,864","0,2099","132,963263"
"142,003938","-15,23","5,894","3,359","0,5392","132,963263"
"138,13449","-32,99","5,587","5,845","0,3375","132,963263"
"133,15605","72,47","5,824","5,875","0,3136","132,963263"
"133,022737","71,92","5,832","5,891","0,3179","132,963263"
"133,042002","71,1","5,838","5,89","0,3178","132,963263"
"136,410298","96,1","4,425","5,872","0,6771","132,963263"
"140,128458","-127,75","5,748","5,844","0,7434","132,963263"
"134,841971","-101,89","5,432","5,643","0,3448","132,963263"
"133,058789","71,25","5,868","5,877","0,3183","132,963263"
"133,045662","71,19","5,842","5,883","0,3175","132,963263"
"133,048367","71,58","5,844","5,888","0,3189","132,963263"
"144,871265","-21,91","5,605","4,267","0,7986","132,963263"
"140,6377","93,3","4,531","4,243","0,2372","132,963263"
"135,654329","91,16","5,742","4,389","0,3321","132,963263"
"133,223687","69,95","5,848","5,888","0,3197","132,963263"
"133,042204","71,26","5,848","5,888","0,3168","132,963263"
"133,021072","72,22","5,822","5,888","0,3186","132,963263"
"133,044308",71,"5,823","5,869","0,3094","132,963263"
"133,00522","70,46","5,835","5,883","0,3119","132,963263"
"133,047372","70,93","5,833","5,87","0,3122","132,963263"
"141,919067","-161,71","3,989","4,012","0,3398","132,963263"
"137,479339","-147,01","4,694","4,95","0,4387","132,963263"
"136,457313","-80,67","4,576","4,678","0,3582","132,963263"
"133,038651","71,4","5,847","5,859","0,3117","132,963263"
"133,120099","73,06","5,838","5,884","0,3181","132,963263"
"133,02528","71,55","5,855","5,881","0,3126","132,963263"
"135,338387","91,48","5,879","5,508","0,5579","132,963263"
"135,090194","98,98","5,868","4,994","0,4403","132,963263"
"138,884","7,75","5,871","4,793","0,345","132,963263"
"133,057428","71,56","5,743","5,885","0,3204","132,963263"
"133,755509","70,35","5,328","5,354","0,3022","132,963263"
"138,883967","21,21","5,9","4,914","0,2","132,963263"
"144,389941","168,43","5,61","5,82","0,6668","132,963263"
"136,332457","109,56","5,887","5,06","0,2242","132,963263"
"134,025036","74,5","5,204","5,733","0,4469","132,963263"
"133,132247","73,13","5,826","5,829","0,3137","132,963263"
"136,87427","127,46","4,976","5,854","0,2144","132,963263"
"137,069387","129,47","4,884","4,927","0,2691","132,963263"
"133,007088","70,66","5,824","5,882","0,3098","132,963263"
"133,222534","69,83","5,839","5,881","0,3115","132,963263"
"133,014409","70,54","5,832","5,883","0,3114","132,963263"
"144,149113","-11,58","4,455","5,374","0,6719","132,963263"
"136,653079","-88,26","4,445","5,746","0,2377","132,963263"
"135,240485","110,92","5,289","5,099","0,3672","132,963263"
"133,003269","72,04","5,838","5,893","0,3117","132,963263"
"133,695409","74,99","5,898","5,249","0,2963","132,963263"
"138,421495","164,46","5,714","5,434","0,389","132,963263"
"136,711841","-139,33","4,98","5,019","0,2638","132,963263"
"138,078413","-44,16","5,014","4,948","0,4716","132,963263"
"134,809963","-84,93","5,286","5,02","0,3172","132,963263"
"133,389137","76,12","5,598","5,573","0,3068","132,963263"
"134,823352","49,79","5,88","5,669","0,2217","132,963263"
"138,473824","145,46","4,381","5,503","0,2","132,963263"
"136,1668","80,45","4,65","4,871","0,5422","132,963263"
"136,121847","-142,84","5,851","4,8","0,3483","132,963263"
"134,065159","78,68","5,523","5,326","0,3989","132,963263"
"133,11928","74,07","5,725","5,85","0,3169","132,963263"
"134,786984","97,98","4,887","5,471","0,4048","132,963263"
"236,566486",180,"0,1","0,1","0,8","132,963263"
"133,000891","72,11","5,823","5,897","0,3139","132,963263"
"132,999249","71,97","5,838","5,9","0,3116","132,963263"
"133,1523","72,31","5,831","5,9","0,3111","132,963263"
"133,021038","71,62","5,835","5,899","0,3115","132,963263"
"166,194307","17,26","0,929","5,899","0,2125","132,963263"
"142,127055","-177,76","4,508","5,228","0,6462","132,963263"
"136,485179","63,05","5,678","4,006","0,4954","132,963263"
"133,053142","71,41","5,764","5,847","0,3168","132,963263"
"133,054718","71,51","5,842","5,84","0,3124","132,963263"
"133,026731","71,69","5,842","5,9","0,3129","132,963263"
"143,829213","149,5","2,693","5,867","0,5458","132,963263"
"137,976112","-134,69","3,884","5,87","0,3405","132,963263"
"135,789673","-103,14","5,842","4,714","0,5208","132,963263"
"133,049539","71,57","5,776","5,883","0,3166","132,963263"
"133,054485","71,59","5,745","5,898","0,3186","132,963263"
"133,046878","71,63","5,828","5,846","0,3124","132,963263"
"133,01537","71,73","5,858","5,898","0,3105","132,963263"
"133,004789","71,85","5,848","5,899","0,3111","132,963263"
"133,001542","71,9","5,84","5,9","0,3122","132,963263"
"148,169398","-54,2","4,99","2,954","0,2095","132,963263"
"142,724146","177,29","4,161","4,412","0,6419","132,963263"
"135,046306","-94,09","5,576","5,284","0,4385","132,963263"
"133,150325","72,74","5,773","5,895","0,3175","132,963263"
"133,140008","73,24","5,743","5,891","0,3195","132,963263"
"133,046532","71,4","5,763","5,854","0,3152","132,963263"
"133,01537","71,73","5,858","5,898","0,3105","132,963263"
"133,004789","71,85","5,848","5,899","0,3111","132,963263"
"133,000526","71,91","5,843","5,9","0,3114","132,963263"
"170,019536","-171,62","5,688","0,492","0,7868","132,963263"
"159,097027","99,49","1,818","5,062","0,2663","132,963263"
"168,107211","179,42","0,137","5,63","0,7992","132,963263"
"234,724912","89,08","0,235","0,111","0,2006","132,963263"
"143,395298","-142,5","5,867","5,891","0,7918","132,963263"
"136,472298","-83,17","5,757","5,897","0,6935","132,963263"
"136,508609","-81,82","5,77","5,892","0,6917","132,963263"
"136,627004","-80,61","5,762","5,892","0,6921","132,963263"
"136,782452","-179,67","4,523","5,886","0,2057","132,963263"
"166,278851","-177,23","0,129","5,896","0,7082","132,963263"
"140,302287","-178,9","5,721","5,872","0,4644","132,963263"
"136,681652","-95,2","4,804","5,605","0,5951","132,963263"
"138,643959","-64,52","5,887","4,943","0,7906","132,963263"
"236,199951","102,03","0,1","0,1","0,8","132,963263"
"140,615614","175,37","5,885","5,874","0,4513","132,963263"
"139,257972","0,03","5,876","5,887","0,2802","132,963263"
"138,817225","109,24","3,709","5,842","0,7395","132,963263"
"143,367566","-23,99","5,417","5,892","0,5947","132,963263"
"137,135834","-116,28","5,891","5,096","0,6433","132,963263"
"148,337251",180,"5,9","5,9","0,8","132,963263"
"136,466873","-83,28","5,755","5,9","0,6931","132,963263"
"136,462189","-83,39","5,763","5,9","0,6936","132,963263"
"136,565042","-90,05","5,786","5,829","0,688","132,963263"
"136,292866","-86,72","5,774","5,865","0,6908","132,963263"
"136,600247","-90,87","5,787","5,858","0,6889","132,963263"
"172,121487","-176,63","5,874","0,394","0,2119","132,963263"
"140,923388","-74,93","5,875","2,93","0,3781","132,963263"
"142,021702","-57,57","2,893","5,796","0,3657","132,963263"
"136,669626","-104,44","5,197","4,931","0,6095","132,963263"
"137,03347","-107,92","4,822","5,31","0,5962","132,963263"
"136,326451","-90,61","5,9","4,448","0,6242","132,963263"
"159,104971","131,07","5,891","1,025","0,7858","132,963263"
"155,216651","178,12","5,795","2,057","0,2129","132,963263"
"139,27598","85,5","5,85","3,46","0,5776","132,963263"
"136,054261","-81,92","5,534","4,908","0,6626","132,963263"
"136,073732","-82,91","5,703","4,673","0,6563","132,963263"
"135,659177","-140,13","5,683","5,9","0,2","132,963263"
"146,561174","-60,56","2,474","5,898","0,799","132,963263"
"138,561823","145,45","4,907","4,766","0,2021","132,963263"
"137,873586","83,69","3,645","5,192","0,4689","132,963263"
"136,322972","-151,68","5,248","5,893","0,2002","132,963263"
"136,177429","-163,17","5,896","5,891","0,2001","132,963263"
"135,492109","-116,48","5,9","5,9","0,2","132,963263"
"135,287349","-116,39","5,9","5,9","0,212","132,963263"
"135,258212","-116,33","5,9","5,9","0,2132","132,963263"
"136,089629","-115,65","5,881","5,092","0,2133","132,963263"
"135,466237","-115,99","5,891","5,496","0,2133","132,963263"
"135,524032","-109,98","5,726","5,9","0,2145","132,963263"
"138,529485","-33,32","4,682","4,642","0,4176","132,963263"
"137,317523","65,2","5,796","3,598","0,3412","132,963263"
"134,132465","70,59","5,569","5,159","0,4428","132,963263"
"135,080679","56,6","5,889","4,638","0,4058","132,963263"
"134,320071","70,08","5,552","5,142","0,4412","132,963263"
"134,160212","70,79","5,596","5,149","0,4454","132,963263"
"144,553776","-179,79","2,542","5,884","0,5398","132,963263"
"142,703736","13,27","3,874","4,467","0,653","132,963263"
"136,581936",107,"5,46","5,811","0,6331","132,963263"
"134,110115","70,81","5,594","5,168","0,4411","132,963263"
"134,108348","70,85","5,62","5,169","0,4423","132,963263"
"134,116294","70,41","5,605","5,186","0,4415","132,963263"
"181,635681","-175,98","2,299","2,599","0,215","132,963263"
"136,722405","56,79","3,973","5,807","0,2678","132,963263"
"134,066343","116,46","5,893","5,88","0,2903","132,963263"
"133,721997","76,48","4,954","5,882","0,3527","132,963263"
"133,839374","78,07","5,002","5,852","0,3526","132,963263"
"133,870068","77,8","4,972","5,893","0,3551","132,963263"
"133,414891","71,62","4,984","5,9","0,3505","132,963263"
"136,38633","33,95","4,853","5,752","0,3285","132,963263"
"133,854717","77,13","5,02","5,9","0,3231","132,963263"
"133,871498","62,22","4,948","5,836","0,3502","132,963263"
"133,38209","71,85","4,989","5,9","0,343","132,963263"
"164,041226","37,16","0,87","5,857","0,5778","132,963263"
"138,791296","73,17","5,854","4,296","0,7987","132,963263"
"146,478933","6,58","4,619","5,835","0,7901","132,963263"
"134,0028","94,52","5,595","5,639","0,3386","132,963263"
"133,369406","72,17","4,99","5,893","0,3436","132,963263"
"133,426595","73,16","5,019","5,898","0,344","132,963263"
"147,062837","-27,96","5,881","2,178","0,7392","132,963263"
"139,364144","-170,89","4,659","4,094","0,3588","132,963263"
"135,652181","-110,75","5,893","4,636","0,405","132,963263"
"133,72533","85,62","5,346","5,898","0,3395","132,963263"
"133,453338","73,86","5,004","5,883","0,3453","132,963263"
"133,583021","76,88","5,098","5,878","0,3393","132,963263"
"153,739553","-176,01","3,218","3,057","0,7982","132,963263"
"136,900178","-123,68","4,245","5,621","0,4124","132,963263"
"141,649707","-10,11","5,74","3,939","0,5309","132,963263"
"133,906705","79,35","5,355","5,472","0,3906","132,963263"
"133,387515","71,9","4,997","5,881","0,3481","132,963263"
"133,438839","72,6","5,044","5,884","0,3433","132,963263"
"133,400903","71,1","4,999","5,866","0,3424","132,963263"
"133,414454","71,5","4,992","5,895","0,345","132,963263"
"133,485915","72,49","4,983","5,891","0,3434","132,963263"
"148,715879","-177,93","5,89","3,156","0,7987","132,963263"
"139,94353","177,24","4,86","3,823","0,4415","132,963263"
"144,454951","-156,82","3,843","5,144","0,7906","132,963263"
"134,209845","86,12","5,213","5,486","0,3487","132,963263"
"133,366107","70,82","5,006","5,857","0,3446","132,963263"
"133,350609","71,63","5,034","5,882","0,3421","132,963263"
"161,380886","49,28","5,799","0,174","0,4368","132,963263"
"139,291689","-57,72","4,044","5,878","0,2058","132,963263"
"137,612893","142,95","5,797","4,432","0,3271","132,963263"
"133,578714","70,06","4,995","5,88","0,3465","132,963263"
"133,348647","71,15","5,037","5,887","0,3414","132,963263"
"133,349562","70,56","5,022","5,883","0,3446","132,963263"
"145,232501","179,73","4,271","3,637","0,7135","132,963263"
"141,611333","178,13","4,009","5,804","0,5693","132,963263"
"134,366009","-62,37","4,957","5,875","0,335","132,963263"
"133,438061","73,11","5,042","5,846","0,3473","132,963263"
"133,40217","71,39","5,009","5,861","0,3442","132,963263"
"133,420578","72,74","5,068","5,879","0,3432","132,963263"
"133,350387","70,43","5,053","5,86","0,3415","132,963263"
"133,376281","70,9","5,025","5,881","0,3405","132,963263"
"133,32833","70,82","5,035","5,888","0,342","132,963263"
"150,392817",-139,"4,366","2,5","0,5667","132,963263"
"141,813389","-22,31","5,892","3,841","0,2023","132,963263"
"137,509133","117,02","4,781","4,595","0,544","132,963263"
"133,550112","69,8","5,09","5,862","0,3479","132,963263"
"133,363437","71,89","5,025","5,876","0,3445","132,963263"
"133,37026","71,72","5,019","5,881","0,347","132,963263"
"165,751462","-147,23","0,575","5,871","0,2008","132,963263"
"144,762252","-21,69","3,014","5,887","0,5598","132,963263"
"134,862422","-67,33","5,859","5,849","0,4634","132,963263"
"133,750012","78,32","5,298","5,735","0,3679","132,963263"
"133,250068","72,18","5,137","5,851","0,3433","132,963263"
"133,380771","72,43","5,132","5,847","0,3413","132,963263"
"142,711202","-179,07","5,899","3,511","0,5261","132,963263"
"139,173148","177,01","3,859","5,899","0,3667","132,963263"
"136,492559","-153,82","5,516","5,609","0,3286","132,963263"
"133,412436","72,78","5,092","5,848","0,3414","132,963263"
"133,316517","74,18","5,158","5,856","0,345","132,963263"
"133,359317","72,64","5,167","5,86","0,3449","132,963263"
"133,289117","71,87","5,137","5,815","0,3448","132,963263"
"133,256424","72,07","5,124","5,857","0,3446","132,963263"
"133,280723","71,59","5,139","5,852","0,3433","132,963263"
"141,161339","-74,71","4,432","3,412","0,7611","132,963263"
"143,986797","173,44","5,883","4,442","0,6782","132,963263"
"139,651837","22,14","4,591","5,825","0,4829","132,963263"
"133,284322","71,31","5,133","5,849","0,3424","132,963263"
"133,350713","72,99","5,143","5,848","0,3434","132,963263"
