f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"215,812147","-175,91","0,237","2,088","0,2358","215,812147"
"142,902539","94,6","3,906","4,807","0,6921","142,902539"
"153,181082",0,3,3,"0,5","142,902539"
"174,29725","177,23","5,868","0,103","0,2059","142,902539"
"171,230978","163,68","5,878","0,136","0,7995","142,902539"
"137,591064","-177,97","5,882","5,898","0,2001","137,591064"
"134,093211","-116,76","5,892","5,896","0,2989","134,093211"
"134,391474","-175,99","5,89","5,89","0,3958","134,093211"
"147,999307","8,84","5,9","5,9","0,8","134,093211"
"146,162883","-179,67","3,385","5,854","0,7929","134,093211"
"142,780045","-177,43","3,328","5,891","0,2009","134,093211"
"137,288638","178,51","5,847","5,873","0,444","134,093211"
"133,32696","-175,68","5,887","5,893","0,2629","133,32696"
"138,97625","-57,92","5,899","5,898","0,2458","133,32696"
"133,243205",180,"5,9","5,9","0,2777","133,243205"
"142,543136","24,62","5,895","4,116","0,7507","133,243205"
"143,612739","-119,77","3,955","5,837","0,6093","133,243205"
"144,123352","-21,35","5,867","5,874","0,6149","133,243205"
"133,429888","-107,49","5,895","5,894","0,3312","133,243205"
"136,456463","-109,11","4,945","4,964","0,2243","133,243205"
"136,834481","-114,34","4,076","5,9","0,2386","133,243205"
"133,625068","-116,71","5,9","5,38","0,2773","133,243205"
"133,169733","-139,64","5,9","5,9","0,2771","133,169733"
"133,232166","-112,12","5,9","5,9","0,2763","133,169733"
"133,431561","-116,78","5,9","5,9","0,2641","133,169733"
"133,277654","-116,78","5,9","5,764","0,2771","133,169733"
"165,120155","-178,31","0,101","5,893","0,5023","133,169733"
"140,50425","177,75","5,889","5,709","0,6376","133,169733"
"138,210367","-2,53","4,381","5,832","0,3938","133,169733"
"133,101097","-112,24","5,554","5,898","0,3075","133,101097"
"133,113708","-115,4","5,747","5,899","0,2941","133,101097"
"133,02438","-114,15","5,626","5,9","0,2976","133,02438"
"171,194615","175,47","5,898","0,237","0,7928","133,02438"
"140,512816","165,44","5,892","3,383","0,4573","133,02438"
"141,242199","109,55","5,867","5,037","0,4863","133,02438"
"133,219618","-115,36","5,613","5,9","0,2702","133,02438"
"132,981158","-120,91","5,61","5,885","0,2946","132,981158"
"133,070956","-118,38","5,614","5,886","0,2946","132,981158"
"142,700698","-114,02","5,84","3,573","0,2051","132,981158"
"136,54794","19,68","4,906","5,883","0,2204","132,981158"
"135,406528","69,84","5,89","4,367","0,2981","132,981158"
"133,107265","-134,83","5,892","5,88","0,3175","132,981158"
"133,117597","-56,43","5,609","5,857","0,2957","132,981158"
"132,976665","-102,28","5,607","5,9","0,2938","132,976665"
"133,03521","-115,37","5,65","5,893","0,2908","132,976665"
"133,175111","-111,62","5,613","5,9","0,2949","132,976665"
"132,98092","-115,31","5,6","5,895","0,2929","132,976665"
"132,975259","-115,93","5,612","5,899","0,2934","132,975259"
"141,951743","-115,77","5,74","3,31","0,4615","132,975259"
"141,931726","149,54","3,736","4,175","0,4172","132,975259"
"137,706262","84,63","5,863","5,136","0,2915","132,975259"
"133,386068","105,29","5,747","5,879","0,3091","132,975259"
"134,544103","48,35","5,655","5,531","0,2764","132,975259"
"133,863869","100,52","5,256","5,9","0,3322","132,975259"
"142,528548","98,34","3,098","5,859","0,4876","132,975259"
"137,070516","-100,25","4,396","4,503","0,4812","132,975259"
"136,959744","-137,79","5,839","4,81","0,421","132,975259"
"133,157931","-21,59","5,722","5,881","0,2823","132,975259"
"133,058433","84,38","5,587","5,882","0,2892","132,975259"
"132,965845","95,87","5,606","5,894","0,2934","132,965845"
"169,032367","85,25","0,531","5,303","0,7895","132,965845"
"138,264442","-171,93","5,446","4,125","0,5597","132,965845"
"137,44382","-176,92","4,29","5,809","0,3528","132,965845"
"133,127115","61,47","5,604","5,891","0,2921","132,965845"
"139,179029","80,69","4,65","5,074","0,2018","132,965845"
"174,889316","73,14","0,1","4,506","0,5473","132,965845"
"132,989219","80,06","5,611","5,875","0,2945","132,965845"
"132,967285","80,55","5,608","5,884","0,2939","132,965845"
"133,112464","95,68","5,609","5,896","0,2937","132,965845"
"139,808858","61,51","4,752","4,306","0,345","132,965845"
"137,364824",82,"4,392","5,72","0,5526","132,965845"
"136,367771","80,35","4,904","4,742","0,4089","132,965845"
"133,131768","-152,89","5,726","5,89","0,3124","132,965845"
"136,576724","-114,5","5,899","5,895","0,3029","132,965845"
"139,022422","-59,09","5,72","4,039","0,2","132,965845"
"158,011816","64,85","1,356","5,886","0,4055","132,965845"
"135,225205","58,56","5,537","5,763","0,5776","132,965845"
"137,905426","73,35","4,669","5,897","0,4721","132,965845"
"133,353329","141,84","5,674","5,761","0,2876","132,965845"
"132,980814","176,51","5,63","5,876","0,2935","132,965845"
"132,974148","93,95","5,632","5,871","0,2912","132,965845"
"145,412526","72,9","4,413","3,568","0,7012","132,965845"
"137,734565","71,73","5,301","5,806","0,7912","132,965845"
"135,841687","72,44","4,316","5,753","0,4161","132,965845"
"133,133845","27,96","5,664","5,896","0,2947","132,965845"
"133,236267","83,37","5,574","5,858","0,2838","132,965845"
"132,97498","-95,76","5,605","5,89","0,2934","132,965845"
"133,116984","71,7","5,585","5,891","0,2941","132,965845"
"133,132546","70,96","5,595","5,893","0,2937","132,965845"
"133,128","70,09","5,607","5,891","0,2929","132,965845"
"142,020164","71,75","4,482","3,911","0,6022","132,965845"
"139,664133","71,93","4,164","5,26","0,6441","132,965845"
"133,87423","71,53","5,491","5,732","0,3458","132,965845"
"133,302014","1,07","5,673","5,869","0,2905","132,965845"
"133,241596","-179,09","5,807","5,893","0,3281","132,965845"
"132,968272","41,59","5,609","5,885","0,294","132,965845"
"212,149957","71,65","1,07","1,154","0,7998","132,965845"
"137,2431","72,93","5,873","3,979","0,5744","132,965845"
"134,464209","72,02","5,274","4,805","0,3711","132,965845"
"133,031461","176,9","5,663","5,9","0,307","132,965845"
"132,983232","-145,49","5,624","5,893","0,2879","132,965845"
"132,959811","9,49","5,606","5,894","0,2934","132,959811"
"168,476247","71,71","5,884","0,278","0,2157","132,959811"
"147,511276","71,87","4,796","5,878","0,7916","132,959811"
"134,829998","71,88","5,219","5,331","0,4757","132,959811"
"133,126698","-114,31","5,609","5,881","0,3035","132,959811"
"132,982189","32,3","5,616","5,888","0,2897","132,959811"
"132,96898","158,1","5,604","5,899","0,286","132,959811"
"132,969833","71,64","5,583","5,896","0,2938","132,959811"
"132,964749","65,64","5,594","5,895","0,2936","132,959811"
"132,961858","71,11","5,6","5,895","0,2935","132,959811"
"143,273009","71,28","5,829","2,696","0,787","132,959811"
"137,273066","72,49","5,88","4,603","0,7804","132,959811"
"137,874679","71,76",5,"5,122","0,2622","132,959811"
"133,653138","171,98","5,573","5,522","0,3336","132,959811"
"133,296057","70,75","5,149","5,895","0,2919","132,959811"
"133,090047","81,9","5,663","5,9","0,3014","132,959811"
"153,386389","72,09","5,883","1,282","0,6413","132,959811"
"141,604763","72,96","5,773","4,602","0,6998","132,959811"
"136,449873","71,73","5,284","5,88","0,3222","132,959811"
"133,583206","-20,52","5,364","5,874","0,2937","132,959811"
"133,14802","-69,41","5,415","5,896","0,2924","132,959811"
"133,078267","-56,2","5,606","5,835","0,2961","132,959811"
"144,41565","70,89","2,542","5,793","0,4233","132,959811"
"141,667154","70,39","5,853","3,301","0,4002","132,959811"
"137,714826","72,56","5,851","3,764","0,6527","132,959811"
"132,998585","64,66","5,578","5,896","0,2955","132,959811"
"133,021039","-116,95","5,521","5,888","0,2895","132,959811"
"132,993557","-130,88","5,58","5,9","0,293","132,959811"
"132,976071","71,58","5,604","5,9","0,292","132,959811"
"132,97711","71,11","5,604","5,898","0,2924","132,959811"
"132,961185","72,17","5,605","5,896","0,2929","132,959811"
"143,468192","71,18","3,457","4,725","0,2823","132,959811"
"137,221182","71,55","4,563","5,024","0,3516","132,959811"
"141,588175","71,89","5,669","5,551","0,6237","132,959811"
"132,988248","-19,7","5,591","5,898","0,2885","132,959811"
"133,577184","-11,27","5,896","5,791","0,2409","132,959811"
"133,079002","-106,1","5,571","5,9","0,287","132,959811"
"156,117872","71,19","5,812","1,761","0,2332","132,959811"
"140,440863","65,35","5,851","3,52","0,2457","132,959811"
"136,621632","74,07","5,878","4,311","0,3015","132,959811"
"133,225154","173,08","5,535","5,9","0,2984","132,959811"
"133,030501","172,78","5,692","5,891","0,3133","132,959811"
"132,938962","131,92","5,634","5,896","0,3047","132,938962"
"141,64139","73,55","5,86","2,766","0,3475","132,938962"
"139,475975","72,92","4,787","5,137","0,5018","132,938962"
"139,302061","75,1","5,813","4,886","0,3509","132,938962"
"132,939389","99,11","5,634","5,899","0,3044","132,938962"
"133,027586","-105,1","5,566","5,898","0,3239","132,938962"
"133,063439","-9,62","5,65","5,894","0,3182","132,938962"
"133,052849","75,32","5,646","5,883","0,3029","132,938962"
"132,969977","68,35","5,629","5,9","0,3051","132,938962"
"133,026468","71,01","5,64","5,898","0,3051","132,938962"
"142,50917","73,08","3,491","4,788","0,4828","132,938962"
"139,06726","72,5","4,891","4,49","0,2283","132,938962"
"135,195485","72,21","4,645","5,361","0,3739","132,938962"
"132,982566","-167,41","5,61","5,878","0,3115","132,938962"
"133,046565","168,85","5,635","5,872","0,2925","132,938962"
"132,984443","127,1","5,607","5,9","0,3127","132,938962"
"153,642173","72,02","5,89","1,759","0,5623","132,938962"
"140,219542","69,59","4,697","4,404","0,528","132,938962"
"135,574302","74,76","5,894","5,279","0,2328","132,938962"
"132,939729","173,47","5,626","5,9","0,3099","132,938962"
"132,978476","164,21","5,621","5,883","0,2936","132,938962"
"132,975382","-171,29","5,594","5,898","0,2935","132,938962"
"144,432751","71,66","2,397","5,869","0,6429","132,938962"
"136,957824","84,21","4,977","4,838","0,6516","132,938962"
"138,127268","101,84","5,402","5,863","0,3758","132,938962"
"132,990667","142,51","5,562","5,897","0,3183","132,938962"
"136,471245","-103,01","4,866","4,941","0,2715","132,938962"
"214,844054","-55,16","0,933","1,156","0,6743","132,938962"
"133,054813","71,01","5,645","5,888","0,3036","132,938962"
"132,943204","70,14","5,625","5,892","0,3042","132,938962"
"133,054128","70,72","5,636","5,893","0,3043","132,938962"
"154,210538","70,66","2,101","5,883","0,2159","132,938962"
"135,40272","70,72","5,586","5,384","0,5247","132,938962"
"137,079933","70,36","5,879","4,05","0,4404","132,938962"
"133,055821","71,19","5,652","5,885","0,3125","132,938962"
"133,551621","-12,09","5,163","5,771","0,313","132,938962"
"133,025021","67,98","5,547","5,871","0,2933","132,938962"
"149,877336","61,76","1,847","5,889","0,6508","132,938962"
"140,351859","70,56","4,879","4,861","0,6626","132,938962"
"140,406994","71,33","5,148","5,845","0,4871","132,938962"
"132,971136","70,88","5,632","5,89","0,3098","132,938962"
"135,135718","-28,81","4,722","5,813","0,3112","132,938962"
"135,091425","-179,72","5,44","5,037","0,2172","132,938962"
"150,303317","88,28","4,342","2,78","0,3523","132,938962"
"136,219394","71,53","5,809","4,094","0,4413","132,938962"
"136,232841","98,32","4,653","5,88","0,4246","132,938962"
"133,081829","68,23","5,638","5,867","0,3092","132,938962"
"132,978954","-55,44","5,592","5,878","0,3107","132,938962"
"132,93644","-20,83","5,626","5,9","0,3047","132,93644"
"133,106347","131,05","5,638","5,9","0,305","132,93644"
"133,058055","71,03","5,632","5,9","0,3049","132,93644"
"132,942701","43,44","5,623","5,9","0,3048","132,93644"
"147,790381",-180,"2,82","4,518","0,7837","132,93644"
"138,576197","69,86","3,267","5,837","0,5356","132,93644"
"139,065345","70,37","5,854","4,685","0,4227","132,93644"
"132,993122","71,22","5,593","5,895","0,3199","132,93644"
"132,974209","44,77","5,597","5,886","0,3125","132,93644"
"132,974313","125,21","5,627","5,893","0,3112","132,93644"
"143,439577","90,09","4,487","3,881","0,7919","132,93644"
"140,98693","71,67","3,777","4,274","0,5431","132,93644"
"137,068011","71,18","5,043","4,828","0,5788","132,93644"
"133,211826","70,83","5,613","5,896","0,3086","132,93644"
"132,987235","90,19","5,57","5,897","0,3184","132,93644"
"132,983232","25,34","5,625","5,894","0,31","132,93644"
"144,150397","26,56","2,744","5,812","0,351","132,93644"
"141,565667","70,64","3,756","5,838","0,2072","132,93644"
"135,507701","71,56","4,435","5,767","0,5552","132,93644"
"132,998398","70,13","5,595","5,897","0,3175","132,93644"
"133,007681","-172,84","5,566","5,884","0,3148","132,93644"
"133,033344","-114,04","5,643","5,899","0,3106","132,93644"
"133,126102","136,08","5,636","5,9","0,3058","132,93644"
"133,060319","72,96","5,631","5,9","0,3052","132,93644"
"133,07908","71,33","5,629","5,9","0,305","132,93644"
"143,929753","71,06","4,704","2,65","0,5086","132,93644"
"137,366314","70,28","4,85","4,391","0,4961","132,93644"
"135,111065","70,55","5,876","4,965","0,3652","132,93644"
"132,981374","70,69","5,612","5,884","0,3144","132,93644"
"133,409858","-42,71","5,889","5,693","0,3308","132,93644"
"132,939314","-116,52","5,626","5,9","0,3042","132,93644"
"148,219105","-126,09","5,819","2,341","0,7926","132,93644"
"138,137996","71,41","4,394","5,312","0,3154","132,93644"
"138,111502","71,57","5,25","3,902","0,4479","132,93644"
"133,082746","72,08","5,597","5,887","0,3167","132,93644"
"132,98037","-3,8","5,579","5,899","0,2933","132,93644"
"132,949474","87,63","5,628","5,898","0,3046","132,93644"
"142,50988","107,94","3,107","5,797","0,5513","132,93644"
