f(x),orientation,winE,winW,transmitance,Cálculo Gráfico,,
"144,440808","-22,2","4,7","5,892","0,6587","132,959035",,
"137,241826","55,48","4,032","4,614","0,4685","132,959035",,
"135,112099","83,25","4,586","5,161","0,3928","132,959035",,
"133,393866","74,51","5,837","5,698","0,333","132,959035",,
"133,044346","70,57","5,889","5,889","0,3263","132,959035",,
"133,176086","72,53","5,9","5,9","0,3232","132,959035",,
"169,003599","-20,41","0,198","5,61","0,7163","132,959035",,
"137,313979","-136,95","5,87","4,011","0,426","132,959035",,
"134,374674","94,15","5,008","5,859","0,4236","132,959035",,
"133,252017","69,28","5,89","5,829","0,3214","132,959035",,
"133,208498","68,06","5,899","5,887","0,3411","132,959035",,
"133,002444","71,8","5,861","5,897","0,3044","132,959035",,
"140,294119","-141,76","5,87","4,725","0,6769","132,959035",,
"138,492115","-80,38","4,666","3,804","0,4616","132,959035",,
"133,675449","71,44","5,544","5,172","0,2839","132,959035",,
"133,427046","75,45","5,698","5,504","0,2976","132,959035",,
"133,254801","73,51","5,89","5,647","0,3192","132,959035",,
"133,241795","69,37","5,827","5,873","0,3081","132,959035",,
"133,141467","72,55","5,879","5,886","0,3047","132,959035",,
"133,155172","72,32","5,87","5,893","0,3048","132,959035",,
"132,993315","72,13","5,863","5,9","0,3047","132,959035",,
"151,033602","153,29","1,9","5,576","0,7726","132,959035",,
"135,336809","57,17","5,829","4,421","0,4064","132,959035",,
"135,942019","101,06","4,936","4,926","0,3155","132,959035",,
"133,046037","71,03","5,892","5,848","0,3106","132,959035",,
"133,168277",74,"5,899","5,749","0,3059","132,959035",,
"133,272703","69,46","5,673","5,9","0,3027","132,959035",,
"146,680952","48,26","2,092","5,883","0,6026","132,959035",,
"138,627539",107,"3,719","5,893","0,7588","132,959035",,
"134,211949","78,98","5,881","5,171","0,396","132,959035",,
"133,104218","70,39","5,838","5,841","0,3356","132,959035",,
"133,324304","68,91","5,879","5,895","0,3293","132,959035",,
"133,211594","70,95","5,9","5,81","0,3497","132,959035",,
"143,181979","141,7","2,725","5,865","0,5071","132,959035",,
"143,600979","2,39","3,412","5,787","0,5776","132,959035",,
"134,095808","81,07","4,838","5,876","0,3637","132,959035",,
"133,046158","70,46","5,897","5,81","0,3109","132,959035",,
"133,087151","72,04","5,885","5,854","0,3292","132,959035",,
"133,075823","71,62","5,899","5,795","0,3133","132,959035",,
"133,00782","71,24","5,874","5,9","0,3052","132,959035",,
"133,01207","71,66","5,868","5,9","0,3051","132,959035",,
"132,994125",72,"5,86","5,9","0,3049","132,959035",,
"144,131747","171,98","3,645","4,005","0,6108","132,959035",,
"140,09196","-18,88","4,181","5,894","0,3362","132,959035",,
"135,781127","-109,84","4,997","5,684","0,2848","132,959035",,
"133,046477","71,14","5,881","5,868","0,3131","132,959035",,
"133,000276","70,56","5,884","5,895","0,3063","132,959035",,
"133,208542","70,04","5,9","5,9","0,308","132,959035",,
"143,609641","173,64","4,485","4,964","0,7135","132,959035",,
"136,355735","97,44","5,341","5,839","0,7017","132,959035",,
"135,238408","-113,89","5,669","5,844","0,416","132,959035",,
"132,976845","72,28","5,845","5,895","0,3019","132,959035",,
"133,232566","70,04","5,879","5,855","0,3058","132,959035",,
"132,987543","71,81","5,833","5,9","0,3015","132,959035",,
"141,77193","104,8","5,89","3,493","0,2347","132,959035",,
"138,278774","99,22","3,375","5,879","0,6138","132,959035",,
"135,388945","-83,12","5,348","4,381","0,4169","132,959035",,
"133,159159","73,96","5,855","5,78","0,315","132,959035",,
"133,047285","70,87","5,86","5,811","0,3143","132,959035",,
"133,002118","71,92","5,833","5,877","0,3019","132,959035",,
"133,082052","73,49","5,842","5,9","0,3015","132,959035",,
"132,988515","72,05","5,85","5,893","0,3009","132,959035",,
"132,984943","72,18","5,844","5,89","0,3021","132,959035",,
"139,028325","146,19","3,568","5,848","0,3368","132,959035",,
"137,862377","43,75","5,272","5,887","0,5774","132,959035",,
"137,060526","-40,7","5,884","4,85","0,3428","132,959035",,
"133,027085","71,98","5,864","5,863","0,3086","132,959035",,
"133,044007","72,15","5,864","5,814","0,3099","132,959035",,
"133,158635","72,67","5,887","5,828","0,3087","132,959035",,
"138,73421","49,18","5,88","3,414","0,5236","132,959035",,
"135,851416","64,1","5,842","4,498","0,5194","132,959035",,
"137,559006","132,26","5,857","4,463","0,4282","132,959035",,
"133,039481","71,71","5,857","5,835","0,3091","132,959035",,
"132,981726","72,05","5,844","5,898","0,3008","132,959035",,
"133,07967","71,92","5,837","5,736","0,31","132,959035",,
"133,083272","73,65","5,84","5,899","0,3016","132,959035",,
"133,079838","72,96","5,842","5,897","0,3017","132,959035",,
"132,985153",72,"5,846","5,898","0,3022","132,959035",,
"140,641237","-85,36","5,843","3,568","0,214","132,959035",,
"138,251579","116,73","3,815","5,012","0,5444","132,959035",,
"135,822874","100,4","4,149","5,792","0,3944","132,959035",,
"133,032854","71,23","5,861","5,878","0,3084","132,959035",,
"133,031954","71,79","5,856","5,848","0,3105","132,959035",,
"133,091966","71,28","5,867","5,786","0,3113","132,959035",,
"133,081675","73,07","5,842","5,9","0,3018","132,959035",,
"133,078202","72,93","5,843","5,899","0,3019","132,959035",,
"133,100066","72,61","5,844","5,897","0,3019","132,959035",,
"163,988225","66,87","0,964","5,73","0,7131","132,959035",,
"170,15709","-33,4","5,75","0,458","0,2655","132,959035",,
"234,92523","-179,77","0,122","0,221","0,7998","132,959035",,
"137,774876","179,96","5,848","5,818","0,2014","132,959035",,
"146,890044","179,44","5,815","5,879","0,7354","132,959035",,
"137,745039","179,93","5,896","5,894","0,2051","132,959035",,
"137,593128","179,91","4,945","5,899","0,2569","132,959035",,
"137,799591","168,88","4,716","5,9","0,2","132,959035",,
"137,329897","-176,37","5,848","5,871","0,2107","132,959035",,
"142,509807","-6,47","5,844","5,883","0,48","132,959035",,
"140,705912","-8,85","4,892","5,878","0,2002","132,959035",,
"135,373693","-116,99","5,899","5,899","0,2011","132,959035",,
"135,598562","-106,17","5,891","5,891","0,2019","132,959035",,
"135,492748","-122,79","5,9","5,9","0,2","132,959035",,
"175,373481","70,49","0,144","5,896","0,2027","132,959035",,
"144,742275","167,07","5,865","2,834","0,4848","132,959035",,
"135,212671","82,75","5,895","4,372","0,3359","132,959035",,
"134,842304","107,12","5,899","5,326","0,2847","132,959035",,
"134,836479","91,32","5,899","4,857","0,2969","132,959035",,
"134,633427","100,13","5,9","5,094","0,2966","132,959035",,
"134,885731","101,38","5,9","5,081","0,296","132,959035",,
"134,687662","98,73","5,9","5,109","0,2977","132,959035",,
"134,628405","100,06","5,9","5,094","0,2964","132,959035",,
"134,631141","100,13","5,828","5,094","0,2966","132,959035",,
"134,825023","101,14","5,9","5,125","0,2957","132,959035",,
"186,836796","178,64","2,795","1,77","0,2045","132,959035",,
"139,456071","137,15","3,687","5,869","0,5307","132,959035",,
"141,006238","166,53","5,833","5,899","0,4849","132,959035",,
"134,370263","49,02","5,898","5,895","0,2728","132,959035",,
"134,001031","91,01","5,898","5,895","0,2025","132,959035",,
"133,961314","98,86","5,652","5,86","0,2495","132,959035",,
"148,701801","-175,73","5,892","3,145","0,7994","132,959035",,
"143,319704","-179,97","5,847","5,881","0,6069","132,959035",,
"142,845224","29,18","5,879","3,666","0,7223","132,959035",,
"133,484325","77,49","5,898","5,866","0,2667","132,959035",,
"133,584329","78,66","5,89","5,896","0,2447","132,959035",,
"133,279657","82,68","5,9","5,898","0,2621","132,959035",,
"140,484941","-120,13","5,84","3,091","0,4265","132,959035",,
"145,1862","-37,66","3,838","5,9","0,7394","132,959035",,
"135,822854","-53,21","5,876","4,691","0,3391","132,959035",,
"133,89992","94,24","5,898","5,898","0,2505","132,959035",,
"133,779953","84,83","5,854","5,898","0,2696","132,959035",,
"133,422043","81,2","5,9","5,9","0,2591","132,959035",,
"133,595592","84,58","5,9","5,834","0,2614","132,959035",,
"133,28268","82,72","5,9","5,9","0,2622","132,959035",,
"133,400034","81,89","5,9","5,893","0,2634","132,959035",,
"133,283332","82,68","5,888","5,898","0,2621","132,959035",,
"133,296703","83,02","5,9","5,896","0,2619","132,959035",,
"147,838202","-170,94","2,118","5,89","0,4098","132,959035",,
"143,220744","-8,17","3,22","5,863","0,4125","132,959035",,
"137,024766","-144,72","4,414","5,855","0,3945","132,959035",,
"133,290695","82,66","5,898","5,891","0,2611","132,959035",,
"133,101921","70,68","5,791","5,779","0,2643","132,959035",,
"133,40667","68,42","5,698","5,688","0,2599","132,959035",,
"136,887069","-72,01","4,729","4,351","0,5791","132,959035",,
"136,443546","69,08","5,053","4,312","0,5403","132,959035",,
"136,607195","-131,97","5,849","4,851","0,4741","132,959035",,
"133,12957","70,69","5,794","5,759","0,2643","132,959035",,
"133,306377","69,67","5,784","5,822","0,2678","132,959035",,
"133,123634","70,7","5,795","5,788","0,2586","132,959035",,
"150,683858","-138,44","3,891","3,618","0,2049","132,959035",,
"134,416911","72,12","4,47","5,637","0,3994","132,959035",,
"140,699196","-15,98","5,82","4,24","0,4913","132,959035",,
"133,135808","71,64","5,787","5,779","0,2625","132,959035",,
"133,375305","67,16","5,837","5,761","0,2604","132,959035",,
"133,115398","70,7","5,781","5,811","0,2584","132,959035",,
"133,114506","71,51","5,828","5,785","0,2647","132,959035",,
"133,350985","69,79","5,79","5,792","0,2649","132,959035",,
"133,123152","71,08","5,788","5,779","0,2651","132,959035",,
"141,865545","38,73","5,77","5,848","0,7238","132,959035",,
"140,746819","26,18","4,069","5,688","0,5816","132,959035",,
"134,670889","-116,47","5,829","5,707","0,3502","132,959035",,
"133,211726","73,41","5,818","5,763","0,2624","132,959035",,
"133,135918","71,16","5,626","5,898","0,244","132,959035",,
"133,194713","72,31","5,746","5,9","0,2713","132,959035",,
"152,783992","174,75","3,08","3,289","0,7952","132,959035",,
"136,835255","-77,1","5,769",5,"0,7517","132,959035",,
"138,902567","-32,21","4,782","5,844","0,366","132,959035",,
"133,330145","75,45","5,672","5,847","0,2567","132,959035",,
"133,526212","67,46","5,743","5,75","0,2344","132,959035",,
"133,136752","71,15","5,801","5,776","0,2638","132,959035",,
"166,878827","146,28","5,877","0,187","0,7887","132,959035",,
"138,850589","174,4","4,481","4,292","0,3998","132,959035",,
"135,763122","132,81","5,194","5,199","0,4","132,959035",,
"133,26228","71,07","5,71","5,821","0,2526","132,959035",,
"133,453921","72,47","5,569","5,893","0,2374","132,959035",,
"133,504662","70,82","5,786","5,774","0,2638","132,959035",,"133,098983"
"133,036956","70,08","5,797","5,763","0,2655","132,959035",,
"132,994841","70,38","5,794","5,771","0,2649","132,959035",,"133,121322"
"133,124435","70,56","5,795","5,782","0,2646","132,959035",,
"148,514426","14,18","3,829","3,728","0,2604","132,959035",,"146,703051"
"140,373897","177,19","4,355","4,307","0,6499","132,959035",,
"138,411145","-160,4","5,861","4,303","0,2801","132,959035",,
"133,463205","71,72","5,796","5,771","0,2664","132,959035",,"133,113608"
"136,142955","42,14","5,653","5,081","0,261","132,959035",,"135,697899"
"133,678779","64,1","5,749","5,476","0,2546","132,959035",,
"133,009771","71,41","5,79","5,77","0,2665","132,959035",,
"133,176081","71,06","5,782","5,773","0,267","132,959035",,
"133,376516","71,62","5,794","5,767","0,2664","132,959035",,
"141,994764","-80,89","3,961","4,234","0,3919","132,959035",,
"138,571655","-63,76","5,647","5,749","0,6109","132,959035",,
"136,281049","33,19","5,543","5,111","0,4","132,959035",,"136,811472"
"134,865105","87,21","5,194","5,611","0,3404","132,959035",,
"133,924331","79,44","5,672","5,565","0,2346","132,959035",,
"133,325399","70,9","5,792","5,771","0,2664","132,959035",,
"142,095471","-168,77","3,395","5,879","0,6129","132,959035",,"136,723020"
"138,536853","-86,5","4,17","5,813","0,5353","132,959035",,"142,681493"
"139,955679","159,82","5,545","4,313","0,5247","132,959035",,
"133,131662","72,18","5,797","5,825","0,2601","132,959035",,"133,080283"
"134,598635","74,72","5,453","5,531","0,267","132,959035",,
"133,343574","71,13","5,85","5,789","0,2613","132,959035",,"133,129158"
"141,471151","108,49","3,705","5,806","0,7943","132,959035",,"139,191638"
"138,123405","-102,04","4,442","5,127","0,2522","132,959035",,
"136,21288","-89,01","4,962","5,012","0,4099","132,959035",,
"132,48785","73,51","5,733","5,897","0,2451","132,48785",,
"133,185842","78,45","5,737","5,885","0,2342","132,48785",,
"133,491317","73,18","5,728","5,9","0,243","132,48785",,
"133,453363","73,87","5,731","5,9","0,2456","132,48785",,"133,220921"
"132,931254","73,27","5,734","5,9","0,2453","132,48785",,
"133,577794","73,1","5,736","5,869","0,2454","132,48785",,"133,277440"
"133,694373","73,8","5,746","5,897","0,2448","132,48785",,
"133,492115","73,37","5,732","5,89","0,2453","132,48785",,"133,254667"
"152,325675","-2,52","5,834","1,334","0,5567","132,48785",,
"137,979211","116,02","4,888","5,57","0,6412","132,48785",,
"135,100742","-7,21","4,393","4,815","0,4693","132,48785",,"141,150529"
"132,864668","72,46","5,726","5,85","0,2599","132,48785",,
"134,353344","65,41","4,923","5,9","0,2818","132,48785",,"133,775178"
"134,083611","77,24","5,793","5,719","0,2393","132,48785",,
"132,738143","73,51","5,728","5,9","0,2442","132,48785",,"133,258925"
"133,248765","73,73","5,743","5,896","0,2446","132,48785",,
"133,261976","73,62","5,738","5,897","0,2449","132,48785",,
"146,304055","36,83","3,404","3,904","0,7247","132,48785",,
"140,73523","-148,69","5,805","4,078","0,651","132,48785",,"137,629581"
"138,945858","79,51","4,546","4,185","0,401","132,48785",,"141,341911"
"133,182994","72,18","5,734","5,864","0,2633","132,48785",,
"133,315025","69,88","5,397","5,871","0,2569","132,48785",,"149,499132"
"133,109514","74,31","5,791","5,835","0,2384","132,48785",,"133,256649"
"133,940755","73,47","5,726","5,9","0,2443","132,48785",,"133,489056"
"150,494994","176,6","5,804","2,801","0,7853","132,48785",,"133,483406"
"139,183519","-0,97","4,884","4,799","0,6796","132,48785",,
"136,279011","109,37","4,737","5,444","0,5124","132,48785",,
"133,75159","72,77","5,724","5,844","0,2604","132,48785",,"133,218260"
"133,567839","50,35","5,489","5,9","0,246","132,48785",,
"133,530284","75,08","5,756","5,9","0,2397","132,48785",,"133,406546"
"147,536911","-39,3","5,788","2,815","0,2005","132,48785",,
"142,794997","111,75","5,141","4,506","0,7996","132,48785",,"140,050393"
"136,056648","-174,22","5,131","5,323","0,3077","132,48785",,"137,010006"
"132,780876","66,11","5,621","5,898","0,257","132,48785",,"133,343513"
"133,239118","68,54","5,515","5,88","0,2487","132,48785",,
"134,249945","21,94","5,458","5,9","0,2712","132,48785",,"141,204508"
"142,502762","52,4","5,813","2,785","0,4329","132,48785",,"141,039254"
"133,553085","73,51","5,733","5,897","0,2451","132,48785",,
"138,3763535","37,17","5,6355","4,3425","0,35205","132,48785",,
