f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"136,847002","-157,25","5,675","5,01","0,2177","136,847002"
"216,252833","162,7","0,872","1,2","0,5549","136,847002"
"153,181082",0,3,3,"0,5","136,847002"
"166,787037","-178,62","0,136","5,887","0,7982","136,847002"
"172,543913","-174,56","5,889","0,138","0,79","136,847002"
"148,313281","178,22","5,87","5,888","0,795","136,847002"
"134,809791","-97,99","5,894","5,899","0,3166","134,809791"
"138,082451","-156,97","5,899","5,895","0,4154","134,809791"
"136,096805","-46,86","5,9","5,9","0,2","134,809791"
"169,517097","-177,82","0,174","5,847","0,2011","134,809791"
"173,831916","-86,78","5,876","0,254","0,2105","134,809791"
"142,250654","-55,72","4,239","5,769","0,772","134,809791"
"138,361187","-39,24","5,74","5,588","0,4152","134,809791"
"134,689634","-116,63","5,9","5,897","0,2441","134,689634"
"134,743742","-100,8","5,9","5,9","0,2755","134,689634"
"143,212434","178,65","3,121","5,886","0,2673","134,689634"
"138,206374","149,8","5,897","5,844","0,4007","134,689634"
"145,378491","-179,09","5,807","5,885","0,6879","134,689634"
"136,947541","-171,1","5,895","5,9","0,2046","134,689634"
"134,83638","-113,94","5,895","5,9","0,2661","134,689634"
"135,109917","-112,25","5,9","5,9","0,2419","134,689634"
"134,689634","-116,63","5,9","5,897","0,2441","134,689634"
"134,688733","-116,63","5,9","5,895","0,2441","134,688733"
"134,799875","-118,4","5,9","5,893","0,2443","134,688733"
"134,772744","-116,24","5,899","5,896","0,248","134,688733"
"134,834945","-116,38","5,9","5,896","0,2437","134,688733"
"147,810246","-29,69","2,491","5,851","0,3075","134,688733"
"136,161363","70,57","3,986","5,882","0,57","134,688733"
"135,193102","53,16","4,418","5,845","0,2909","134,688733"
"134,352077","-59,01","5,891","5,896","0,2869","134,352077"
"139,766811","-1,91","4,988","5,895","0,3848","134,352077"
"213,35251","150,41","0,1","2,371","0,2","134,352077"
"146,766381","-148,51","5,808","2,443","0,509","134,352077"
"143,353115","-178,73","2,858","5,824","0,5363","134,352077"
"144,998542","0,33","5,806","5,871","0,629","134,352077"
"133,990187","-78,87","5,862","5,897","0,2843","133,990187"
"133,654732","-77,14","5,786","5,891","0,2516","133,654732"
"136,967058",-180,"5,543","5,044","0,2937","133,654732"
"142,97684","58,36","5,848","2,684","0,2993","133,654732"
"146,761566","60,77","5,898","1,968","0,7576","133,654732"
"138,14271","80,49","5,476","3,681","0,5556","133,654732"
"133,750928","-74,36","5,751","5,896","0,261","133,654732"
"133,685919","-76,29","5,81","5,881","0,2575","133,654732"
"134,168238","-78,03","5,806","5,898","0,2524","133,654732"
"134,188783","-78,91","5,756","5,817","0,2521","133,654732"
"133,727111","-74,82","5,795","5,88","0,25","133,654732"
"133,718771","-76,65","5,77","5,9","0,2522","133,654732"
"133,65172","-77,26","5,781","5,882","0,2516","133,65172"
"138,597844","-99,86","4,469","4,339","0,5683","133,65172"
"137,335369","-65,26","5,806","3,434","0,3662","133,65172"
"136,598076","32,86","5,89","4,565","0,2942","133,65172"
"133,487056","-73,14","5,793","5,873","0,2567","133,487056"
