f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"137,011565","-175,91","4,475","5,66","0,2604","137,011565"
"229,641754","94,6","0,268","0,58","0,6709","137,011565"
"153,181082",0,3,3,"0,5","137,011565"
"172,370506","177,23","5,893","0,135","0,2005","137,011565"
"147,890983","163,68","5,896","5,849","0,7985","137,011565"
"172,580616","-177,97","5,796","0,137","0,7917","137,011565"
"134,780191","-116,76","5,431","5,899","0,359","134,780191"
"137,424568","-175,99","5,893","5,896","0,2616","134,780191"
"139,689548","8,84","5,9","5,9","0,366","134,780191"
"173,63176","-179,67","5,855","0,172","0,2035","134,780191"
"146,983138","-177,43","5,898","4,721","0,7991","134,780191"
"170,354999","178,51","5,896","0,264","0,7914","134,780191"
"139,000055","-175,68","4,672","5,886","0,4575","134,780191"
"136,552367","-57,92","4,485","5,898","0,261","134,780191"
"218,528707",180,"1,861","0,1","0,2","134,780191"
"144,646077","24,62","5,885","2,973","0,7352","134,780191"
"142,397499","-119,77","5,89","2,804","0,4853","134,780191"
"144,017777","-21,35","4,59","5,663","0,6587","134,780191"
"135,561625","-107,49","4,962","5,679","0,3075","134,780191"
"135,15789","-109,11","5,899","5,898","0,4353","134,780191"
"135,39703","-114,34","5,069","5,9","0,3402","134,780191"
"134,784222","-116,71","5,431","5,9","0,3589","134,780191"
"135,556585","-139,64","5,534","5,777","0,3548","134,780191"
"135,163482","-112,12","5,413","5,77","0,373","134,780191"
"134,782028","-116,78","5,431","5,9","0,3591","134,780191"
"134,815871","-116,78","5,386","5,892","0,3567","134,780191"
"167,034132","-178,31","0,108","5,841","0,7763","134,780191"
"140,333724","177,75","5,848","3,867","0,4852","134,780191"
"141,369554","-2,53","5,882","4,148","0,5254","134,780191"
"134,96763","-112,24","5,895","5,898","0,3806","134,780191"
"134,816723","-115,4","5,454","5,898","0,3584","134,780191"
"134,934447","-114,15","5,517","5,899","0,3512","134,780191"
"141,947742","175,47","3,582","5,869","0,2082","134,780191"
"137,606942","165,44","5,893","5,893","0,2986","134,780191"
"136,458866","109,55","5,831","5,875","0,5643","134,780191"
"134,775734","-115,36","5,658","5,9","0,3747","134,775734"
"134,840425","-120,91","5,512","5,842","0,3623","134,775734"
"134,912963","-118,38","5,426","5,841","0,3582","134,775734"
"167,723398","-114,02","0,102","5,89","0,2155","134,775734"
"150,506232","19,68","5,751","2,58","0,2007","134,775734"
"138,307013","69,84","3,257","5,846","0,4464","134,775734"
"136,179455","-134,83","5,886","5,873","0,4111","134,775734"
"136,033075","-56,43","4,706","5,259","0,3251","134,775734"
"175,444819","-102,28","5,9","0,1","0,5119","134,775734"
"134,778132","-115,37","5,658","5,9","0,3747","134,775734"
"134,995747","-111,62","5,621","5,807","0,3799","134,775734"
"134,779092","-115,31","5,658","5,9","0,3746","134,775734"
"134,794827","-115,93","5,68","5,883","0,3735","134,775734"
"134,803736","-115,77","5,647","5,895","0,3738","134,775734"
"170,680508","149,54","0,123","5,899","0,7969","134,775734"
"138,607867","84,63","4,579","4,231","0,3066","134,775734"
"134,661709","105,29","4,853","5,88","0,4063","134,661709"
"135,323058","48,35","4,483","5,897","0,3489","134,661709"
"134,515365","100,52","4,876","5,898","0,399","134,515365"
"134,422713","98,34","4,889","5,893","0,3955","134,422713"
"148,566211","-100,25","1,824","5,882","0,5269","134,422713"
"139,787079","-137,79","5,843","5,868","0,6359","134,422713"
"141,177004","-21,59","4,706","5,831","0,4827","134,422713"
"134,321828","84,38","4,718","5,888","0,3363","134,321828"
"134,632562","95,87","4,666","5,889","0,3646","134,321828"
"134,348149","85,25","4,756","5,894","0,3343","134,321828"
"155,538424","-171,93","2,651","3,303","0,7411","134,321828"
