f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"164,736096","-138,03","0,633","5,691","0,2331","164,736096"
"158,901747","101,85","5,615","0,485","0,5907","158,901747"
"153,181082",0,3,3,"0,5","153,181082"
"236,152235","-176,51","0,117","0,12","0,799","153,181082"
"167,645956","179,04","0,129","5,886","0,7982","153,181082"
"147,527414","-171,28","5,862","5,897","0,795","147,527414"
"137,923911","-113,67","5,898","5,896","0,6964","137,923911"
"139,322434","-54,69","5,892","5,895","0,5982","137,923911"
"137,784685",180,"5,9","5,9","0,2","137,784685"
"148,170228","179,01","5,859","5,874","0,7908","137,784685"
"137,164267","-177,97","5,855","5,868","0,2021","137,164267"
"140,130001","0,7","5,894","3,781","0,2823","137,164267"
"134,631841","-119,58","5,881","5,898","0,2909","134,631841"
"134,658325","-60,25","5,894","5,9","0,2085","134,631841"
"134,595035","-95,39","5,9","5,9","0,2828","134,595035"
"167,082997","179,95","0,785","5,803","0,2044","134,595035"
"137,391464","122,07","3,964","5,866","0,4938","134,595035"
"133,59299","64,06","5,86","5,868","0,3745","133,59299"
"139,551566","5,02","5,894","5,9","0,3047","133,59299"
"136,548149","123,15","5,889","5,897","0,4241","133,59299"
"133,415925","75,08","5,619","5,9","0,3829","133,415925"
"134,766731","88,16","5,512","4,831","0,3467","133,415925"
"134,240309","58,55","5,548","5,716","0,4314","133,415925"
"133,294088","67,75","5,45","5,9","0,3668","133,294088"
"133,366254","70,33","5,424","5,9","0,3606","133,294088"
"133,422185","67,07","5,446","5,9","0,3673","133,294088"
"164,908219","177,4","5,854","1,091","0,2001","133,294088"
"140,1665","98,33","5,886","3,509","0,6383","133,294088"
"140,754704","16,08","5,814","4,345","0,5371","133,294088"
"133,475449","76,94","5,708","5,686","0,3524","133,294088"
"133,341387","74,59","5,596","5,869","0,3635","133,294088"
"133,405143","74,68","5,457","5,883","0,3712","133,294088"
"164,883025","-177,06","5,896","0,802","0,4874","133,294088"
"141,439486","-179,33","5,888","3,892","0,5008","133,294088"
"135,922072","95,63","5,881","5,852","0,6273","133,294088"
"133,534734","71,99","5,896","5,194","0,334","133,294088"
"133,712173","78,3","5,889","5,485","0,3382","133,294088"
