f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"173,105311","-160,21","4,682","0,649","0,6435","173,105311"
"164,016941","167,32","1,165","5,763","0,2082","164,016941"
"153,181082",0,3,3,"0,5","153,181082"
"236,235398","176,61","0,102","0,129","0,7975","153,181082"
"166,678082","-179,22","0,164","5,881","0,7982","153,181082"
"148,374076","178,92","5,883","5,877","0,7995","148,374076"
"139,582911","119,54","5,899","5,895","0,7014","139,582911"
"136,460816","60,63","5,888","5,881","0,6026","136,460816"
"136,944865",-180,"5,9","5,9","0,2","136,460816"
"133,924806","64,79","5,882","5,835","0,2015","133,924806"
"141,18959","-168,95","3,979","5,898","0,5832","133,924806"
"135,090652","-59,81","5,81","5,793","0,401","133,924806"
"139,34411","5,45","5,897","5,9","0,3002","133,924806"
"136,695915","123,08","5,898","4,974","0,2009","133,924806"
"135,770415","-97,48","5,9","5,9","0,5497","133,924806"
"169,201612","-178,94","0,212","5,881","0,2001","133,924806"
"156,820944","-79,29","5,899","1,79","0,2015","133,924806"
"138,601808","150,46","5,896","5,807","0,4284","133,924806"
"134,728782","101,88","5,892","5,897","0,2007","133,924806"
"133,912498","65,19","5,894","5,841","0,2015","133,912498"
"133,909063","65,12","5,899","5,852","0,201","133,909063"
"133,89875","65,07","5,9","5,853","0,2013","133,89875"
"133,905539","60,48","5,9","5,9","0,2185","133,89875"
"134,177617","61,92","5,9","5,816","0,2","133,89875"
"133,820848","66,75","5,873","5,9","0,2071","133,820848"
"133,693856","64,93","5,9","5,9","0,2114","133,693856"
"146,873486","-29,78","2,574","5,898","0,3155","133,693856"
"147,810214","-179,88","5,897","5,828","0,796","133,693856"
"137,207271","37,97","4,137","5,851","0,4516","133,693856"
"135,659689","123,98","5,897","5,693","0,2205","133,693856"
"134,963851","117,52","5,899","4,966","0,3081","133,693856"
"237,042291",-180,"0,1","0,1","0,2","133,693856"
"151,830071","161,85","5,874","1,971","0,5943","133,693856"
"141,547313","15,63","5,899","3,157","0,4681","133,693856"
"148,008579","-7,33","3,309","5,877","0,7761","133,693856"
"133,945098","85,28","5,898","5,7","0,2427","133,693856"
"133,317068",74,"5,889","5,883","0,2253","133,317068"
"133,475438","74,76","5,9","5,9","0,226","133,317068"
"142,175109","-175,28","5,096","3,345","0,4237","133,317068"
"143,667619","-31,92","5,866","3,691","0,7844","133,317068"
"140,379705","133,9","4,474","4,097","0,5617","133,317068"
"133,458671","73,04","5,76","5,768","0,2306","133,317068"
"133,507756","74,82","5,886","5,847","0,2278","133,317068"
"133,316768","74,19","5,884","5,894","0,2238","133,316768"
"133,304934","71,59","5,892","5,888","0,2221","133,304934"
"133,33306","73,81","5,872","5,9","0,2245","133,304934"
"133,347492","74,27","5,878","5,885","0,2233","133,304934"
"145,252623","-14,46","4,229","3,736","0,2499","133,304934"
"141,225635","-29,21","4,618","4,43","0,5992","133,304934"
"138,348614","-179,59","5,578","5,463","0,4049","133,304934"
"134,2057","84,24","5,439","5,253","0,2871","133,304934"
"138,223829","12,28","4,961","5,898","0,3181","133,304934"
"176,835988","67,3","0,1","5,599","0,4238","133,304934"
"164,498083","175,01","5,72","1,193","0,2016","133,304934"
"140,515969","176,88","3,441","5,771","0,3341","133,304934"
"137,452778","34,02","5,878","4,948","0,4516","133,304934"
"133,310113","70,93","5,845","5,852","0,2268","133,304934"
"136,464543","46,15","5,066","5,105","0,2148","133,304934"
"138,129298","14,66","5,788","5,012","0,2362","133,304934"
"137,094423","-104,76","5,651","4,262","0,2751","133,304934"
"143,584889","-41,91","5,453","5,833","0,7439","133,304934"
"135,646938","-85,53","5,876","4,162","0,4796","133,304934"
"133,274851","72,25","5,86","5,884","0,2235","133,274851"
"135,441393","37,49","5,494","5,837","0,2344","133,274851"
"133,69571","76,39","5,586","5,477","0,255","133,274851"
"133,288734","71,87","5,872","5,864","0,2265","133,274851"
"133,315072","71,47","5,846","5,882","0,2233","133,274851"
"133,434811","72,53","5,859","5,877","0,2231","133,274851"
"143,339482","-170,27","3,263","5,561","0,2204","133,274851"
"138,033903","-95,11","4,044","4,943","0,4237","133,274851"
"136,222466","-97,23","4,634","5,801","0,2787","133,274851"
"133,736206","79,14","5,491","5,797","0,2494","133,274851"
