f(x),orientation,winE,winW,transmitance,Cálculo Gráfico
"214,532176","138,24","0,357","2,047","0,3054","214,532176"
"144,502847",-159,"5,562","4,29","0,7836","144,502847"
"153,181082",0,3,3,"0,5","144,502847"
"174,145429","-174,22","5,894","0,152","0,2004","144,502847"
"137,508433","176,52","5,881","5,828","0,2015","137,508433"
"171,820904",180,"5,878","0,113","0,7964","137,508433"
"134,085735","117,15","5,896","5,891","0,3001","134,085735"
"134,021114","58,3","5,896","5,898","0,3976","134,021114"
"144,234233","16,03","5,9","5,9","0,649","134,021114"
"234,952719","-177,63","0,207","0,139","0,7873","134,021114"
"141,608911","-179,85","3,392","5,896","0,2039","134,021114"
"153,37531","53,01","2,041","5,882","0,2085","134,021114"
"138,596843","-1,08","5,891","4,942","0,3019","134,021114"
"135,955734","117,67","5,332","5,31","0,4828","134,021114"
"172,844336",-180,"5,738","0,1","0,8","134,021114"
"152,495846","-179,43","1,551","5,884","0,6395","134,021114"
"139,502979","-167,01","5,395","5,899","0,4787","134,021114"
"140,927688","-35,51","3,468","5,86","0,4248","134,021114"
"134,71051","116,76","5,897","5,897","0,3915","134,021114"
"133,443939","80,63","5,896","5,899","0,3379","133,443939"
"133,441347","80,41","5,898","5,898","0,3396","133,441347"
"133,440233","80,41","5,899","5,9","0,3396","133,440233"
"133,441454","80,39","5,9","5,897","0,3395","133,440233"
"133,419885","80,81","5,9","5,899","0,3397","133,419885"
"133,43768","82,06","5,9","5,9","0,3402","133,419885"
"162,375469","159,95","5,876","0,974","0,3096","133,419885"
"139,262236","-75,33","5,89","2,997","0,5255","133,419885"
"142,771154","91,81","5,786","2,944","0,6939","133,419885"
"134,823998","84,64","5,896","5,024","0,4215","133,419885"
"133,413137","80,92","5,893","5,9","0,3349","133,413137"
"133,350031","82,94","5,899","5,886","0,3364","133,350031"
"149,967712","130,66","1,855","5,859","0,7984","133,350031"
"142,335209","-179,76","5,849","3,539","0,2071","133,350031"
"145,960368","-41,94","3,286","5,843","0,7916","133,350031"
"133,818111","92,64","5,89","5,807","0,3021","133,350031"
"138,359543","140,72","5,887","4,938","0,4354","133,350031"
"148,337251",180,"5,9","5,9","0,8","133,350031"
"146,025454","172,14","2,41","5,87","0,4887","133,350031"
"138,7213","74,07","3,891","4,642","0,6766","133,350031"
"136,74467","-172,16","5,635","5,657","0,2358","133,350031"
"133,785204","93,29","5,874","5,897","0,327","133,350031"
"133,528497","85,02","5,894","5,859","0,3241","133,350031"
"133,590333","83,42","5,9","5,88","0,3339","133,350031"
"133,350419","83,12","5,86","5,878","0,3368","133,350031"
"133,344586","82,83","5,9","5,883","0,3364","133,344586"
"133,350713","82,83","5,9","5,887","0,3373","133,344586"
"146,98439","-177,15","3,39","3,631","0,4309","133,344586"
"136,539827","86,35","3,815","5,898","0,3627","133,344586"
"137,447452","-71,23","4,371","4,674","0,611","133,344586"
"134,43656","101,12","5,076","5,899","0,3065","133,344586"
"135,629557","72,23","4,943","4,931","0,2377","133,344586"
"236,73343",180,"0,1","0,1","0,5877","133,344586"
