fx,orientation,trans,win_e,win_w
142.66523424903613,5.55,0.6152,5.8439999999999985,4.364
170.52087564409302,-129.72,0.228,0.10800000000000001,5.269
162.86847460604298,142.29,0.5224,5.404,0.638
153.18108166841571,0.0,0.5,3.0,3.0
235.1708036236189,-178.99,0.7997,0.126,0.196
148.03649028308647,-177.42,0.7936,5.881,5.888
167.67233435568994,178.35,0.7985,0.156,5.8329999999999975
138.25861281549862,-118.38,0.6947,5.899,5.896
137.9527152916825,-59.21,0.596,5.898,5.888
137.78468533510573,180.0,0.2,5.9,5.9
147.94714476738818,179.43,0.7821,5.841,5.872000000000001
136.6390664515099,-179.82,0.2144,5.835,5.847
139.03333542005535,-0.58,0.2951,5.7570000000000014,5.895
135.3054766215183,-120.79,0.2041,5.893,5.897
135.5525932497968,-125.53,0.2003,5.899,5.899
135.2178594258089,-109.09,0.2154,5.9,5.9
168.49325518268574,173.66,0.2085,0.555,5.8320000000000025
154.27209777955576,12.76,0.2006,5.886,2.096
138.83070398088717,136.93,0.49,5.862,5.7920000000000025
135.63594750961198,-144.84,0.3142,5.896,5.897
135.26202127359744,-125.46,0.2515,5.34,5.899
135.25399317264458,-116.43,0.2246,5.7079999999999975,5.9
135.35231613934434,-108.18,0.214,5.886,5.627999999999999
135.55290890285582,-105.39,0.2058,5.822,5.9
135.26739523303058,-110.25,0.2207,5.9,5.9
135.22029945952534,-109.11,0.2154,5.9,5.9
135.22494872902158,-109.07,0.2154,5.9,5.882999999999999
150.62350091428974,-177.6,0.4967,5.875,2.123
140.04488264385316,20.11,0.4686,5.894,3.654
134.3053665316387,-77.78,0.4358,5.885,4.958
134.51476955219056,-89.25,0.3807,5.898,5.899
134.06149424541044,-82.06,0.4211,5.888,5.501
142.66523424903613,5.55,0.6152,5.8439999999999985,4.364
142.66523424903613,5.55,0.6152,5.843999999999999,4.364
145.38276341257412,177.55,0.7949,4.8580000000000005,5.047
224.79442420550103,-85.18,0.2562,0.284,0.856
153.18108166841571,0.0,0.5,3.0,3.0
147.97680327913974,-178.34,0.7944,5.891,5.8610000000000015
172.29046763309918,179.16,0.2044,5.894,0.142
170.61045151076374,178.65,0.2008,0.267,5.9
139.28274658131,119.05,0.6961,5.806,5.894
143.73761913994048,176.85,0.5982,5.897,5.8820000000000014
139.45531036303464,56.65,0.7716,5.9,5.9
135.84894668351257,-147.25,0.2068,5.885,5.897
134.49172966695272,99.89,0.2039,5.877999999999999,5.895
141.4828577362941,-21.84,0.4705,5.871,5.847
134.88652420508728,43.3,0.2205,5.892,5.897
133.82760052484286,69.79,0.2006,5.894,5.899
133.70132500095525,67.63,0.2,5.9,5.9
164.47149336351262,33.17,0.7999,0.835,5.885
153.05911218215724,42.6,0.7992,5.84,1.269
139.6464255773183,78.33,0.534,5.8660000000000005,3.2
138.86763015408448,9.26,0.2001,5.885,5.88
134.06947849728894,62.73,0.2001,5.898,5.881
133.8121891849227,67.3,0.2026,5.9,5.9
133.68749122149842,67.7,0.2,5.9,5.9
133.72788685132284,68.53,0.2,5.9,5.85
133.71250809508052,68.2,0.2,5.9,5.9
133.69427850693634,67.7,0.2,5.896,5.9
133.68749122149842,67.7,0.2,5.9,5.9
170.45724632543815,-155.16,0.2185,5.817,0.73
145.94798950624238,-160.5,0.5786,5.7379999999999995,2.6860000000000004
139.24222490473193,-53.31,0.682,5.892,4.299
133.7004143455333,79.53,0.2255,5.899,5.899
133.77435977442593,82.73,0.2725,5.502999999999999,5.396
133.41775122669725,74.05,0.23800000000000002,5.72,5.626
143.58370332145032,-178.72,0.4695,2.685,5.84
142.93983883699062,127.97,0.4707,2.717,5.891
139.29880092095505,-179.29,0.4644,5.367000000000001,5.118
133.7156478433301,91.09,0.2573,5.524,5.83
133.47011730265706,71.74,0.2291,5.78,5.675
133.8835524397765,78.04,0.2461,5.7479999999999976,5.657
149.0487114559075,-31.17,0.2308,2.662,5.8279999999999985
139.65586258549058,-60.64,0.3079,5.8,3.236
139.61023669544005,33.53,0.5986,4.088,4.972
134.85420134920105,69.07,0.2218,5.242000000000001,5.3
137.60144982927972,23.43,0.2314,5.894,5.355
136.469044131012,125.72,0.2,5.4270000000000005,5.9
134.26829403069829,83.99,0.2237,5.7079999999999975,5.511
133.37581559504542,72.22,0.2362,5.62,5.683
133.43067390436184,70.76,0.2389,5.716,5.599
133.6812596005095,74.54,0.23600000000000002,5.709,5.607
133.52591624464822,73.66,0.2374,5.728,5.635
146.69997085219484,-127.82,0.7968,2.77,4.555
