f(x),orientation,winE,winW,transmitance
132.990724,71.89,5.568,5.897,0.3132
133.022197,71.54,5.557,5.873,0.3139
133.101307,71.15,5.402,5.866,0.3364
132.973742,71.54,5.596,5.9,0.3105
133.110339,72.45,5.579,5.9,0.3072
132.974722,72.0,5.587,5.9,0.3089
132.978575,71.77,5.592,5.9,0.3097
132.982058,71.73,5.599,5.9,0.3106
154.98366,26.5,2.291,3.342,0.7819
139.977067,-38.3,5.082,5.875,0.4811
135.13726,-108.37,5.24,5.88,0.2971
133.005258,71.37,5.573,5.884,0.3113
133.075649,73.57,5.588,5.871,0.3204
132.989778,72.23,5.553,5.868,0.3081
139.201801,-160.7,4.453,4.566,0.4812
140.273061,-119.11,5.89,3.426,0.2948
137.715368,139.21,5.842,4.854,0.3955
133.149421,72.48,5.549,5.873,0.3113
133.015133,71.46,5.563,5.898,0.3197
133.008321,71.19,5.571,5.899,0.3153
144.978277,0.63,3.25,4.145,0.6183
140.272898,-12.92,4.86,5.896,0.2012
134.807776,-84.42,5.859,4.791,0.2816
133.217932,69.48,5.585,5.872,0.3108
133.311931,69.16,5.376,5.883,0.337
133.155826,72.49,5.51,5.886,0.3214
132.934506,70.84,5.611,5.9,0.3092
132.980254,71.19,5.604,5.9,0.3098
132.982998,71.44,5.595,5.9,0.3106
144.776632,-78.84,4.282,3.874,0.2044
135.25347,51.22,5.337,4.731,0.3759
134.926541,-88.24,5.445,4.819,0.4004
133.096562,72.55,5.61,5.899,0.3126
133.093561,71.1,5.417,5.896,0.3404
133.271192,69.38,5.688,5.9,0.306
140.800121,-133.42,5.606,4.396,0.7782
137.612873,27.56,4.508,5.635,0.2936
136.588323,136.61,4.846,5.785,0.3599
133.11909,73.0,5.556,5.887,0.3328
133.069636,72.04,5.439,5.872,0.3362
132.941642,70.63,5.622,5.9,0.3081
141.454417,-164.6,5.831,4.448,0.5886
139.488525,25.79,4.305,5.46,0.512
134.069429,86.37,5.407,5.873,0.43
132.979787,71.47,5.608,5.892,0.3094
133.076694,72.13,5.438,5.862,0.3372
133.069131,72.12,5.45,5.884,0.3355
133.203707,69.99,5.598,5.89,0.3083
132.97985,70.42,5.605,5.895,0.3087
132.966253,70.91,5.614,5.9,0.3089
140.856872,64.16,3.239,4.914,0.7339
136.895056,79.56,5.874,4.509,0.2014
134.962983,85.31,5.249,4.945,0.3961
132.976175,70.5,5.603,5.896,0.3103
132.998291,71.99,5.544,5.893,0.3187
133.199534,69.85,5.634,5.9,0.3094
144.731373,-58.5,5.764,2.188,0.6602
136.429196,99.92,5.323,4.63,0.2648
134.36626,58.75,4.653,5.409,0.361
133.843792,69.88,4.968,5.578,0.3481
133.436431,77.37,5.815,5.889,0.3066
133.122273,73.19,5.691,5.9,0.3081
139.109079,79.7,5.899,3.641,0.6694
138.796716,-95.07,4.208,4.471,0.5733
136.065274,90.14,5.865,4.615,0.5386
133.273528,74.58,5.484,5.894,0.3289
133.080153,73.57,5.52,5.865,0.3047
133.085509,71.61,5.459,5.89,0.3372
133.187831,70.02,5.613,5.9,0.3099
132.975088,70.43,5.612,5.9,0.3095
132.948704,70.75,5.608,5.896,0.3089
136.017405,-91.15,5.748,5.434,0.6316
138.165304,-29.27,5.836,5.111,0.3039
134.883781,-79.96,5.868,5.274,0.5206
132.999632,72.08,5.533,5.889,0.3181
133.176771,72.95,5.489,5.892,0.3395
132.952053,70.68,5.608,5.9,0.3092
137.685091,99.31,3.528,5.883,0.3733
136.419335,-98.59,4.84,5.593,0.5232
134.552207,-84.83,5.506,5.443,0.4465
133.035068,71.95,5.644,5.894,0.3061
133.18202,72.65,5.44,5.87,0.3348
133.056702,74.09,5.589,5.89,0.3272
138.164608,-173.12,3.896,5.5,0.3015
140.094276,-17.73,5.09,4.867,0.4461
136.768383,-128.61,4.361,5.86,0.2786
133.079615,73.25,5.607,5.892,0.324
133.110082,71.5,5.422,5.86,0.3427
133.123195,72.68,5.586,5.87,0.3193
132.983369,71.71,5.61,5.89,0.3107
132.971234,71.27,5.611,5.895,0.3099
132.994116,71.06,5.611,5.897,0.3096
144.157777,28.9,5.797,2.534,0.3681
138.180726,146.0,4.133,4.935,0.4158
133.769109,64.37,5.587,5.14,0.3164
132.978047,71.27,5.623,5.893,0.3081
132.996473,71.96,5.556,5.9,0.319
133.211303,73.37,5.412,5.823,0.3426
140.183474,67.01,4.357,3.496,0.524
139.198941,-107.96,4.448,4.788,0.248
137.3737,-116.54,5.868,3.801,0.47
133.198816,75.1,5.596,5.89,0.3225
133.022966,71.47,5.552,5.9,0.3202
133.003452,71.6,5.553,5.896,0.3138
144.311192,172.26,3.087,5.854,0.2331
138.219147,-174.98,4.271,5.263,0.402
134.181807,62.03,5.865,5.265,0.4006
133.504218,75.48,5.691,5.458,0.3262
133.125506,72.77,5.602,5.847,0.3235
133.010521,70.94,5.585,5.88,0.3111
133.203752,69.89,5.625,5.891,0.3099
133.173448,70.37,5.618,5.896,0.3095
132.953305,70.6,5.615,5.898,0.3094
142.703393,139.27,3.91,4.408,0.6927
137.336641,-95.82,4.586,5.597,0.6446
133.869108,-69.47,5.602,5.745,0.2863
133.667879,77.18,5.662,5.668,0.3349
133.015237,71.34,5.597,5.891,0.3244
133.285432,70.05,5.666,5.855,0.3106
132.948427,70.76,5.616,5.9,0.3101
132.944532,70.8,5.614,5.9,0.3096
132.988566,70.96,5.61,5.9,0.3092
147.310621,114.73,2.048,5.876,0.6067
138.733426,108.89,3.632,5.885,0.7137
134.227864,76.01,5.87,5.513,0.4667
133.125853,72.41,5.583,5.881,0.3145
133.146639,72.58,5.55,5.869,0.3271
132.984547,71.14,5.62,5.9,0.311
166.321673,151.93,5.239,0.401,0.5411
166.606775,-164.78,0.747,4.636,0.4968
137.827866,179.57,5.794,5.889,0.2018
167.668542,178.62,0.128,5.894,0.7902
147.998499,-177.55,5.849,5.838,0.7994
135.668242,120.18,5.899,5.891,0.201
134.086941,61.53,5.896,5.899,0.2031
137.089915,-42.61,5.9,5.9,0.2
142.461973,132.99,5.883,5.885,0.718
142.700233,-19.07,5.899,5.826,0.5154
138.140447,135.55,5.884,5.839,0.4556
135.019234,50.26,5.897,5.894,0.2004
133.682302,78.9,5.871,5.892,0.2333
133.618916,76.31,5.9,5.9,0.2191
164.794338,-179.33,5.887,1.215,0.204
162.692566,106.09,1.247,5.883,0.2033
139.487269,8.31,5.879,5.874,0.3517
133.518559,76.4,5.899,5.898,0.2271
133.256614,73.35,5.895,5.892,0.2367
133.293862,69.54,5.9,5.9,0.2521
133.263199,73.34,5.9,5.881,0.2367
133.217818,71.21,5.843,5.872,0.2354
133.297178,72.37,5.9,5.897,0.237
133.239712,73.48,5.89,5.891,0.2383
133.238505,73.71,5.889,5.891,0.2367
145.166932,125.71,5.899,2.751,0.3113
136.513422,133.74,5.882,4.591,0.3241
135.93625,127.13,5.899,5.775,0.3322
133.426507,69.37,5.891,5.811,0.2441
133.328623,70.34,5.779,5.9,0.254
133.278168,72.84,5.846,5.879,0.2382
149.439102,-22.86,2.734,5.881,0.7781
140.113149,7.07,5.873,3.847,0.2604
135.556635,75.89,5.885,4.575,0.2332
133.381169,69.49,5.828,5.894,0.2455
133.108749,72.88,5.882,5.896,0.2723
133.108983,73.14,5.874,5.894,0.2694
133.341591,73.11,5.882,5.9,0.2723
145.968135,95.16,5.533,2.509,0.7939
153.181082,0.0,3.0,3.0,0.5
172.70517,179.9,5.88,0.112,0.2033
235.558834,178.8,0.185,0.106,0.7985
137.791362,179.37,5.83,5.893,0.2032
134.69361,119.97,5.888,5.864,0.3018
134.056016,61.08,5.893,5.899,0.4003
147.999307,-180.0,5.9,5.9,0.8
143.982047,-177.05,5.869,3.414,0.2054
137.105964,-99.25,5.887,4.015,0.5248
142.326691,40.57,5.81,5.81,0.7665
140.727507,2.94,5.9,5.043,0.4509
135.954014,120.01,5.895,5.898,0.42
133.99598,53.79,5.9,5.9,0.2709
172.16908,-173.59,5.884,0.175,0.7899
134.710586,-128.35,5.815,5.886,0.2906
138.839503,-40.21,5.899,4.297,0.2039
133.48029,78.21,5.897,5.889,0.33
137.10517,135.09,4.943,5.879,0.4285
166.972717,-180.0,0.1,5.9,0.8
133.481274,78.2,5.9,5.887,0.33
133.478276,78.22,5.9,5.893,0.33
133.27753,76.79,5.896,5.9,0.3336
133.77459,60.49,5.891,5.9,0.3594
133.612958,84.98,5.894,5.899,0.3466
165.313046,80.43,1.0,5.889,0.2064
141.253879,-115.38,3.038,5.895,0.5028
141.826297,-178.87,5.884,5.894,0.5222
133.399132,58.52,5.895,5.894,0.3122
133.159172,73.71,5.897,5.898,0.3372
133.086319,70.89,5.895,5.9,0.3393
141.383807,-44.78,3.461,5.786,0.2466
137.693714,-64.94,4.858,5.884,0.6303
135.297286,-71.0,4.609,5.815,0.4199
138.510432,11.93,5.889,5.898,0.3045
134.038235,54.95,5.694,5.899,0.3365
133.899735,56.56,5.9,5.9,0.333
155.766347,148.57,1.334,5.892,0.7644
144.385745,136.77,5.864,2.809,0.4792
138.254723,76.14,3.445,5.773,0.6349
133.422817,77.83,5.892,5.898,0.2848
133.297203,69.87,5.887,5.897,0.3362
133.123662,72.1,5.9,5.9,0.3431
133.086319,70.89,5.895,5.9,0.3393
133.086319,70.89,5.895,5.9,0.3393
133.118092,71.51,5.896,5.9,0.3387
174.015705,-56.25,5.859,0.102,0.3919
143.489472,170.88,5.578,4.582,0.6701
141.830469,21.64,4.766,3.916,0.6416
133.136089,71.01,5.9,5.894,0.3419
133.328289,74.69,5.86,5.9,0.3435
133.241205,66.16,5.849,5.899,0.2946
153.852655,-168.33,2.945,3.236,0.7909
145.514847,-66.03,2.508,5.658,0.7774
137.63688,38.91,4.037,5.818,0.4598
133.260133,66.38,5.895,5.896,0.3061
133.319231,69.93,5.889,5.895,0.3405
133.120072,71.34,5.9,5.9,0.34
153.497659,118.8,3.773,3.365,0.2101
137.86275,-69.84,5.888,4.3,0.7823
135.048467,82.71,5.276,5.764,0.596
133.069504,74.22,5.893,5.899,0.2991
133.073694,72.94,5.899,5.898,0.2955
133.071622,73.15,5.9,5.9,0.2983
133.071936,74.24,5.893,5.9,0.2991
133.223198,74.39,5.9,5.893,0.2991
133.06988,74.08,5.887,5.9,0.2992
133.218896,74.44,5.89,5.897,0.298
142.891649,-168.15,3.883,3.841,0.3804
142.456934,-177.61,4.179,4.443,0.6238
136.437801,-131.53,5.257,4.696,0.3901
132.983497,70.58,5.877,5.892,0.2981
133.044112,68.74,5.899,5.898,0.2985
132.963263,70.85,5.878,5.9,0.2982
137.98753,85.55,5.891,3.714,0.2903
140.782767,4.81,4.355,4.192,0.3279
138.324245,-57.64,4.288,4.456,0.5314
132.996213,71.02,5.888,5.895,0.2987
133.002485,71.18,5.877,5.897,0.2981
133.000395,70.9,5.879,5.9,0.2981
141.754388,109.77,3.423,5.897,0.2334
138.011405,-171.73,3.862,5.819,0.2805
135.944241,-56.38,4.922,5.296,0.2726
132.973298,70.45,5.887,5.893,0.2968
132.971726,70.61,5.882,5.895,0.2979
133.196547,70.28,5.885,5.885,0.2981
133.005149,70.93,5.889,5.894,0.3002
132.963678,70.89,5.884,5.897,0.2992
132.965422,70.87,5.881,5.898,0.2987
145.336425,164.71,4.205,5.884,0.7908
136.543416,96.72,5.848,4.387,0.4967
141.472503,9.05,4.715,5.214,0.5761
133.198459,70.2,5.899,5.899,0.298
133.006996,71.42,5.875,5.897,0.3015
133.00601,71.3,5.882,5.896,0.3007
154.233117,178.83,1.716,5.43,0.4584
145.364085,-22.31,4.262,5.005,0.7823
134.890298,-84.88,5.897,5.552,0.5192
132.965968,70.86,5.878,5.899,0.2965
132.976148,70.43,5.878,5.897,0.2976
132.984978,70.52,5.874,5.9,0.2988
143.633612,-2.8,5.779,2.735,0.4402
138.141363,179.7,5.797,4.533,0.3713
136.524914,-146.48,4.742,5.878,0.3707
133.002277,71.29,5.888,5.899,0.2985
133.013106,71.11,5.872,5.893,0.2989
133.128031,72.49,5.876,5.893,0.2986
133.210995,70.17,5.861,5.893,0.299
132.985376,70.51,5.87,5.897,0.2986
132.973212,70.68,5.874,5.898,0.2984
158.014301,15.49,1.338,5.741,0.4904
136.479893,90.12,4.621,4.88,0.2762
139.197786,22.39,4.552,5.857,0.2051
133.005046,71.19,5.883,5.891,0.296
133.000423,71.26,5.89,5.899,0.2971
133.016092,71.67,5.882,5.893,0.2987
143.670912,165.1,3.652,3.884,0.4965
142.005229,179.48,4.352,5.78,0.591
135.500873,100.91,5.76,4.726,0.3555
132.97373,70.71,5.872,5.897,0.2979
133.119272,72.53,5.891,5.898,0.2977
133.002829,71.33,5.877,5.892,0.3001
150.463273,-101.94,4.858,2.187,0.6801
137.923817,-136.78,4.611,5.443,0.5277
134.501937,-62.8,5.882,5.75,0.383
133.004178,71.25,5.883,5.897,0.3001
133.000471,71.25,5.878,5.898,0.2943
133.002784,71.66,5.881,5.898,0.2995
132.999741,71.32,5.871,5.9,0.2991
133.001959,71.09,5.875,5.9,0.2987
133.001686,70.97,5.877,5.9,0.2984
139.392637,-134.22,5.813,5.171,0.6654
137.085511,98.44,4.361,4.762,0.5078
134.290078,72.6,4.591,5.659,0.3655
132.985503,71.78,5.88,5.897,0.2985
133.002043,71.24,5.898,5.887,0.2955
132.968777,70.59,5.883,5.898,0.2945
138.81344,-148.83,4.95,4.768,0.2012
141.79367,-32.33,5.847,4.632,0.635
139.106374,-0.21,4.561,5.845,0.3279
133.126035,72.52,5.872,5.899,0.3028
133.09368,72.17,5.881,5.897,0.3371
132.970644,70.61,5.884,5.897,0.2974
143.815156,-82.48,5.084,3.104,0.3165
143.038852,-142.42,4.0,5.736,0.7747
136.341223,-51.52,5.091,4.65,0.3999
132.990606,70.61,5.881,5.879,0.2926
133.209672,69.43,5.899,5.879,0.2905
132.969295,70.53,5.884,5.899,0.2963
133.203846,70.09,5.882,5.9,0.2987
132.972007,70.47,5.88,5.9,0.2984
132.970679,70.66,5.879,5.9,0.2983
144.052509,-37.19,3.258,5.774,0.6199
137.593299,166.88,4.677,5.855,0.2903
135.731647,75.34,5.758,4.765,0.2091
132.981132,70.57,5.873,5.895,0.2976
133.194549,68.94,5.891,5.898,0.2926
133.100722,71.9,5.882,5.899,0.3373
146.424368,-178.84,5.511,3.483,0.7422
142.550285,164.49,5.894,5.837,0.5624
134.467866,75.14,5.195,5.286,0.4653
133.003903,71.3,5.88,5.896,0.3003
133.006604,71.17,5.883,5.889,0.2924
132.973277,70.86,5.896,5.888,0.294
140.928884,-68.63,3.278,4.71,0.3865
135.724271,-94.78,5.763,4.638,0.2881
135.837647,36.08,5.515,4.74,0.3073
133.016086,71.3,5.862,5.88,0.3009
132.978432,70.38,5.876,5.885,0.2934
132.965037,70.8,5.878,5.9,0.2983
132.981898,70.48,5.867,5.9,0.2974
132.970888,70.66,5.873,5.9,0.2978
132.967615,70.76,5.875,5.9,0.298
138.991653,92.96,4.626,4.437,0.7895
137.376485,47.32,4.928,3.94,0.4391
135.219544,-96.46,5.131,5.49,0.3494
133.220281,70.35,5.871,5.892,0.3077
133.002879,71.03,5.885,5.894,0.299
132.995887,71.64,5.892,5.889,0.2928
172.0118,131.94,0.248,5.754,0.5086
162.009332,-175.73,4.975,1.812,0.2354
172.289939,-177.42,5.893,0.143,0.7977
172.376409,175.87,5.845,0.124,0.2048
152.71858,-6.99,3.002,3.101,0.4946
152.975733,-8.1,3.002,3.084,0.4933
141.454996,27.57,3.957,4.053,0.5857
144.492524,-11.21,5.9,5.9,0.5843
137.326138,-176.31,5.801,5.787,0.2717
139.766859,-140.48,3.577,5.883,0.5072
139.547757,-155.08,5.766,5.883,0.4939
137.798453,-172.64,5.51,5.899,0.3537
136.921726,-179.98,5.896,5.9,0.2025
136.852489,-180.0,5.9,5.9,0.2252
137.325872,179.98,5.88,5.011,0.2026
138.832188,13.22,4.324,5.843,0.2799
137.768991,146.74,4.784,5.381,0.4571
135.182342,-122.27,5.891,5.896,0.2145
134.407585,-64.57,5.899,5.895,0.2029
138.76644,-30.18,5.9,5.9,0.2
134.408633,-64.57,5.9,5.886,0.2029
134.404477,-64.57,5.9,5.896,0.2029
134.414476,-64.65,5.9,5.896,0.2016
134.382011,-64.74,5.9,5.896,0.2029
134.466169,-69.43,5.9,5.9,0.2047
161.772242,179.05,5.899,1.138,0.7993
138.839545,39.64,5.885,3.388,0.3444
139.631082,177.09,5.887,3.582,0.3804
134.306104,-67.11,5.899,5.824,0.2032
134.333703,-68.83,5.895,5.805,0.202
134.317569,-67.86,5.897,5.8,0.203
145.313284,-163.06,4.844,3.736,0.7984
146.149073,156.27,5.865,4.645,0.7969
134.456857,-70.55,5.839,4.554,0.3869
134.424957,-86.9,5.899,4.915,0.2753
134.367885,-81.02,5.899,5.347,0.2288
134.181336,-71.65,5.9,4.713,0.3458
143.781938,-55.74,3.51,5.895,0.7953
133.652714,86.01,5.894,5.809,0.3092
136.396733,38.04,5.121,4.855,0.4284
137.244647,145.28,5.899,5.65,0.3469
137.239739,26.86,5.898,5.529,0.2333
135.384723,-75.23,5.716,5.105,0.2
133.636223,85.73,5.9,5.819,0.3098
133.586516,86.28,5.769,5.9,0.3073
133.4638,76.74,5.735,5.653,0.3378
133.263349,74.55,5.892,5.847,0.3048
133.27458,66.06,5.889,5.9,0.305
148.378889,166.65,2.509,5.884,0.7897
143.932209,-176.74,5.883,3.321,0.5525
142.171341,-0.4,3.526,5.881,0.4928
133.594129,61.03,5.78,5.758,0.3277
133.006998,70.71,5.837,5.87,0.3118
133.025327,72.1,5.749,5.9,0.3183
166.772126,-179.47,0.214,5.704,0.7956
139.745052,116.95,5.756,3.808,0.5882
135.015417,-75.97,4.649,5.898,0.4084
133.127987,74.14,5.794,5.831,0.3165
133.042435,71.11,5.825,5.892,0.3162
133.2441,69.96,5.755,5.9,0.3105
153.761179,175.31,3.36,2.879,0.7462
147.255296,-26.02,5.892,2.101,0.7041
138.039137,-93.6,4.587,4.299,0.5497
133.426124,80.15,5.574,5.866,0.3352
133.167518,72.64,5.785,5.879,0.3208
133.008501,70.8,5.844,5.888,0.3182
133.169499,72.34,5.9,5.887,0.3105
133.029668,71.9,5.831,5.838,0.3128
133.23713,69.6,5.836,5.863,0.3121
133.036611,71.14,5.843,5.873,0.3116
144.71544,-156.89,3.124,5.864,0.2099
142.003938,-15.23,5.894,3.359,0.5392
138.13449,-32.99,5.587,5.845,0.3375
133.15605,72.47,5.824,5.875,0.3136
133.022737,71.92,5.832,5.891,0.3179
133.042002,71.1,5.838,5.89,0.3178
136.410298,96.1,4.425,5.872,0.6771
140.128458,-127.75,5.748,5.844,0.7434
134.841971,-101.89,5.432,5.643,0.3448
133.058789,71.25,5.868,5.877,0.3183
133.045662,71.19,5.842,5.883,0.3175
133.048367,71.58,5.844,5.888,0.3189
144.871265,-21.91,5.605,4.267,0.7986
140.6377,93.3,4.531,4.243,0.2372
135.654329,91.16,5.742,4.389,0.3321
133.223687,69.95,5.848,5.888,0.3197
133.042204,71.26,5.848,5.888,0.3168
133.021072,72.22,5.822,5.888,0.3186
133.044308,71.0,5.823,5.869,0.3094
133.00522,70.46,5.835,5.883,0.3119
133.047372,70.93,5.833,5.87,0.3122
141.919067,-161.71,3.989,4.012,0.3398
137.479339,-147.01,4.694,4.95,0.4387
136.457313,-80.67,4.576,4.678,0.3582
133.038651,71.4,5.847,5.859,0.3117
133.120099,73.06,5.838,5.884,0.3181
133.02528,71.55,5.855,5.881,0.3126
135.338387,91.48,5.879,5.508,0.5579
135.090194,98.98,5.868,4.994,0.4403
138.884,7.75,5.871,4.793,0.345
133.057428,71.56,5.743,5.885,0.3204
133.755509,70.35,5.328,5.354,0.3022
138.883967,21.21,5.9,4.914,0.2
144.389941,168.43,5.61,5.82,0.6668
136.332457,109.56,5.887,5.06,0.2242
134.025036,74.5,5.204,5.733,0.4469
133.132247,73.13,5.826,5.829,0.3137
136.87427,127.46,4.976,5.854,0.2144
137.069387,129.47,4.884,4.927,0.2691
133.007088,70.66,5.824,5.882,0.3098
133.222534,69.83,5.839,5.881,0.3115
133.014409,70.54,5.832,5.883,0.3114
144.149113,-11.58,4.455,5.374,0.6719
136.653079,-88.26,4.445,5.746,0.2377
135.240485,110.92,5.289,5.099,0.3672
133.003269,72.04,5.838,5.893,0.3117
133.695409,74.99,5.898,5.249,0.2963
138.421495,164.46,5.714,5.434,0.389
136.711841,-139.33,4.98,5.019,0.2638
138.078413,-44.16,5.014,4.948,0.4716
134.809963,-84.93,5.286,5.02,0.3172
133.389137,76.12,5.598,5.573,0.3068
134.823352,49.79,5.88,5.669,0.2217
138.473824,145.46,4.381,5.503,0.2
136.1668,80.45,4.65,4.871,0.5422
136.121847,-142.84,5.851,4.8,0.3483
134.065159,78.68,5.523,5.326,0.3989
133.11928,74.07,5.725,5.85,0.3169
134.786984,97.98,4.887,5.471,0.4048
236.566486,180.0,0.1,0.1,0.8
133.000891,72.11,5.823,5.897,0.3139
132.999249,71.97,5.838,5.9,0.3116
133.1523,72.31,5.831,5.9,0.3111
133.021038,71.62,5.835,5.899,0.3115
166.194307,17.26,0.929,5.899,0.2125
142.127055,-177.76,4.508,5.228,0.6462
136.485179,63.05,5.678,4.006,0.4954
133.053142,71.41,5.764,5.847,0.3168
133.054718,71.51,5.842,5.84,0.3124
133.026731,71.69,5.842,5.9,0.3129
143.829213,149.5,2.693,5.867,0.5458
137.976112,-134.69,3.884,5.87,0.3405
135.789673,-103.14,5.842,4.714,0.5208
133.049539,71.57,5.776,5.883,0.3166
133.054485,71.59,5.745,5.898,0.3186
133.046878,71.63,5.828,5.846,0.3124
133.01537,71.73,5.858,5.898,0.3105
133.004789,71.85,5.848,5.899,0.3111
133.001542,71.9,5.84,5.9,0.3122
148.169398,-54.2,4.99,2.954,0.2095
142.724146,177.29,4.161,4.412,0.6419
135.046306,-94.09,5.576,5.284,0.4385
133.150325,72.74,5.773,5.895,0.3175
133.140008,73.24,5.743,5.891,0.3195
133.046532,71.4,5.763,5.854,0.3152
133.01537,71.73,5.858,5.898,0.3105
133.004789,71.85,5.848,5.899,0.3111
133.000526,71.91,5.843,5.9,0.3114
170.019536,-171.62,5.688,0.492,0.7868
159.097027,99.49,1.818,5.062,0.2663
168.107211,179.42,0.137,5.63,0.7992
234.724912,89.08,0.235,0.111,0.2006
143.395298,-142.5,5.867,5.891,0.7918
136.472298,-83.17,5.757,5.897,0.6935
136.508609,-81.82,5.77,5.892,0.6917
136.627004,-80.61,5.762,5.892,0.6921
136.782452,-179.67,4.523,5.886,0.2057
166.278851,-177.23,0.129,5.896,0.7082
140.302287,-178.9,5.721,5.872,0.4644
136.681652,-95.2,4.804,5.605,0.5951
138.643959,-64.52,5.887,4.943,0.7906
236.199951,102.03,0.1,0.1,0.8
140.615614,175.37,5.885,5.874,0.4513
139.257972,0.03,5.876,5.887,0.2802
138.817225,109.24,3.709,5.842,0.7395
143.367566,-23.99,5.417,5.892,0.5947
137.135834,-116.28,5.891,5.096,0.6433
148.337251,180.0,5.9,5.9,0.8
136.466873,-83.28,5.755,5.9,0.6931
136.462189,-83.39,5.763,5.9,0.6936
136.565042,-90.05,5.786,5.829,0.688
136.292866,-86.72,5.774,5.865,0.6908
136.600247,-90.87,5.787,5.858,0.6889
172.121487,-176.63,5.874,0.394,0.2119
140.923388,-74.93,5.875,2.93,0.3781
142.021702,-57.57,2.893,5.796,0.3657
136.669626,-104.44,5.197,4.931,0.6095
137.03347,-107.92,4.822,5.31,0.5962
136.326451,-90.61,5.9,4.448,0.6242
159.104971,131.07,5.891,1.025,0.7858
155.216651,178.12,5.795,2.057,0.2129
139.27598,85.5,5.85,3.46,0.5776
136.054261,-81.92,5.534,4.908,0.6626
136.073732,-82.91,5.703,4.673,0.6563
135.659177,-140.13,5.683,5.9,0.2
146.561174,-60.56,2.474,5.898,0.799
138.561823,145.45,4.907,4.766,0.2021
137.873586,83.69,3.645,5.192,0.4689
136.322972,-151.68,5.248,5.893,0.2002
136.177429,-163.17,5.896,5.891,0.2001
135.492109,-116.48,5.9,5.9,0.2
135.287349,-116.39,5.9,5.9,0.212
135.258212,-116.33,5.9,5.9,0.2132
136.089629,-115.65,5.881,5.092,0.2133
135.466237,-115.99,5.891,5.496,0.2133
135.524032,-109.98,5.726,5.9,0.2145
138.529485,-33.32,4.682,4.642,0.4176
137.317523,65.2,5.796,3.598,0.3412
134.132465,70.59,5.569,5.159,0.4428
135.080679,56.6,5.889,4.638,0.4058
134.320071,70.08,5.552,5.142,0.4412
134.160212,70.79,5.596,5.149,0.4454
144.553776,-179.79,2.542,5.884,0.5398
142.703736,13.27,3.874,4.467,0.653
136.581936,107.0,5.46,5.811,0.6331
134.110115,70.81,5.594,5.168,0.4411
134.108348,70.85,5.62,5.169,0.4423
134.116294,70.41,5.605,5.186,0.4415
181.635681,-175.98,2.299,2.599,0.215
136.722405,56.79,3.973,5.807,0.2678
134.066343,116.46,5.893,5.88,0.2903
133.721997,76.48,4.954,5.882,0.3527
133.839374,78.07,5.002,5.852,0.3526
133.870068,77.8,4.972,5.893,0.3551
133.414891,71.62,4.984,5.9,0.3505
136.38633,33.95,4.853,5.752,0.3285
133.854717,77.13,5.02,5.9,0.3231
133.871498,62.22,4.948,5.836,0.3502
133.38209,71.85,4.989,5.9,0.343
164.041226,37.16,0.87,5.857,0.5778
138.791296,73.17,5.854,4.296,0.7987
146.478933,6.58,4.619,5.835,0.7901
134.0028,94.52,5.595,5.639,0.3386
133.369406,72.17,4.99,5.893,0.3436
133.426595,73.16,5.019,5.898,0.344
147.062837,-27.96,5.881,2.178,0.7392
139.364144,-170.89,4.659,4.094,0.3588
135.652181,-110.75,5.893,4.636,0.405
133.72533,85.62,5.346,5.898,0.3395
133.453338,73.86,5.004,5.883,0.3453
133.583021,76.88,5.098,5.878,0.3393
153.739553,-176.01,3.218,3.057,0.7982
136.900178,-123.68,4.245,5.621,0.4124
141.649707,-10.11,5.74,3.939,0.5309
133.906705,79.35,5.355,5.472,0.3906
133.387515,71.9,4.997,5.881,0.3481
133.438839,72.6,5.044,5.884,0.3433
133.400903,71.1,4.999,5.866,0.3424
133.414454,71.5,4.992,5.895,0.345
133.485915,72.49,4.983,5.891,0.3434
148.715879,-177.93,5.89,3.156,0.7987
139.94353,177.24,4.86,3.823,0.4415
144.454951,-156.82,3.843,5.144,0.7906
134.209845,86.12,5.213,5.486,0.3487
133.366107,70.82,5.006,5.857,0.3446
133.350609,71.63,5.034,5.882,0.3421
161.380886,49.28,5.799,0.174,0.4368
139.291689,-57.72,4.044,5.878,0.2058
137.612893,142.95,5.797,4.432,0.3271
133.578714,70.06,4.995,5.88,0.3465
133.348647,71.15,5.037,5.887,0.3414
133.349562,70.56,5.022,5.883,0.3446
145.232501,179.73,4.271,3.637,0.7135
141.611333,178.13,4.009,5.804,0.5693
134.366009,-62.37,4.957,5.875,0.335
133.438061,73.11,5.042,5.846,0.3473
133.40217,71.39,5.009,5.861,0.3442
133.420578,72.74,5.068,5.879,0.3432
133.350387,70.43,5.053,5.86,0.3415
133.376281,70.9,5.025,5.881,0.3405
133.32833,70.82,5.035,5.888,0.342
150.392817,-139.0,4.366,2.5,0.5667
141.813389,-22.31,5.892,3.841,0.2023
137.509133,117.02,4.781,4.595,0.544
133.550112,69.8,5.09,5.862,0.3479
133.363437,71.89,5.025,5.876,0.3445
133.37026,71.72,5.019,5.881,0.347
165.751462,-147.23,0.575,5.871,0.2008
144.762252,-21.69,3.014,5.887,0.5598
134.862422,-67.33,5.859,5.849,0.4634
133.750012,78.32,5.298,5.735,0.3679
133.250068,72.18,5.137,5.851,0.3433
133.380771,72.43,5.132,5.847,0.3413
142.711202,-179.07,5.899,3.511,0.5261
139.173148,177.01,3.859,5.899,0.3667
