f(x),orientation,winE,winW,transmitance
134.445669,97.35,5.365,5.89,0.4546
133.198483,72.57,5.581,5.851,0.343
133.119742,71.29,5.563,5.855,0.3509
133.111333,71.46,5.527,5.872,0.3453
133.067957,70.86,5.523,5.844,0.3442
133.083952,70.76,5.539,5.84,0.3463
133.074431,70.79,5.537,5.838,0.3449
139.144069,-32.89,4.204,5.201,0.2925
134.162493,-83.88,5.876,5.118,0.2683
133.947959,69.14,5.091,5.368,0.3669
133.09938,71.62,5.535,5.854,0.3442
133.091133,71.24,5.528,5.868,0.3409
133.048865,72.26,5.527,5.88,0.34
140.372674,-41.08,4.185,4.305,0.5674
135.997328,-123.6,5.465,5.058,0.4586
133.430203,72.09,5.163,5.857,0.3956
133.119707,71.49,5.528,5.849,0.3466
133.198527,72.43,5.494,5.896,0.3373
133.102435,71.13,5.524,5.854,0.3429
138.096625,-174.57,5.812,4.365,0.3
136.779095,110.54,5.856,4.922,0.539
133.629097,65.45,5.614,5.414,0.2654
133.089735,71.69,5.526,5.881,0.3414
133.081646,71.68,5.532,5.861,0.3373
133.189721,72.53,5.531,5.876,0.3388
133.209375,72.44,5.505,5.874,0.34
133.193635,72.74,5.529,5.874,0.3406
133.044617,72.26,5.521,5.879,0.3399
141.778864,170.12,5.313,5.873,0.5599
136.999869,-165.85,5.084,5.697,0.3626
134.396703,64.98,5.238,4.933,0.3047
133.286641,72.94,5.457,5.891,0.3714
133.044035,70.53,5.53,5.895,0.3377
133.090477,71.74,5.523,5.885,0.3398
141.159703,33.84,5.75,4.736,0.6851
135.929521,126.16,5.886,5.409,0.3425
133.65154,76.79,5.015,5.891,0.3121
133.468003,74.93,5.225,5.794,0.3313
133.042971,70.56,5.552,5.864,0.3316
133.256227,69.83,5.543,5.881,0.3349
138.620132,-117.84,4.291,4.382,0.4987
136.084185,-113.08,5.765,4.556,0.3253
134.368898,106.42,5.272,5.893,0.3108
133.262035,70.16,5.569,5.889,0.3412
133.056412,71.8,5.584,5.84,0.3264
133.066196,71.41,5.553,5.85,0.33
133.131636,68.63,5.556,5.825,0.3325
133.022948,70.89,5.576,5.864,0.3323
133.238135,70.18,5.557,5.869,0.3307
133.233875,70.31,5.553,5.859,0.3317
140.586023,-15.67,5.257,4.589,0.2059
134.786387,-67.11,5.01,4.892,0.3368
134.563233,-103.89,5.872,5.737,0.2971
133.036373,72.23,5.573,5.856,0.3319
133.042931,71.53,5.57,5.881,0.332
133.066284,71.44,5.55,5.869,0.3317
136.21424,69.02,4.895,5.89,0.6757
135.503808,-86.96,4.678,5.247,0.4483
134.069303,83.29,5.308,5.432,0.4136
133.12579,72.78,5.593,5.858,0.3281
133.082077,71.8,5.58,5.78,0.3283
133.062457,71.41,5.577,5.864,0.3324
144.464915,-177.8,2.971,5.877,0.6515
135.587454,-144.57,5.795,5.095,0.2848
134.442725,96.47,5.098,5.663,0.3743
133.06434,72.16,5.605,5.807,0.3345
133.062398,71.7,5.589,5.82,0.3309
133.023187,70.84,5.553,5.866,0.3316
133.025325,70.68,5.582,5.863,0.33
133.036121,70.66,5.566,5.861,0.3321
133.035219,70.6,5.578,5.867,0.3324
139.850889,-90.12,3.412,5.254,0.3993
134.022363,-62.82,5.628,5.458,0.3346
134.345597,-83.05,5.321,5.199,0.3126
133.181454,72.3,5.578,5.846,0.33
133.265807,69.22,5.595,5.799,0.3303
133.052315,71.06,5.566,5.864,0.3319
139.437669,-177.67,4.775,5.885,0.4817
139.231755,-4.59,4.86,5.766,0.3193
133.964223,75.51,5.376,5.145,0.339
133.085269,71.28,5.564,5.833,0.335
133.052817,71.02,5.607,5.85,0.3311
133.026161,71.94,5.592,5.844,0.324
139.572349,110.08,3.546,4.965,0.4551
138.24884,19.33,5.878,4.485,0.3244
134.456651,-90.26,5.896,5.33,0.3328
133.170129,72.62,5.577,5.84,0.3341
133.052713,71.46,5.592,5.867,0.3316
133.158699,72.32,5.605,5.839,0.3238
133.024579,70.66,5.586,5.854,0.3304
133.017772,70.78,5.581,5.859,0.3313
133.023626,70.8,5.576,5.859,0.3326
138.445762,-135.42,4.608,4.597,0.2782
136.406744,76.45,4.354,4.748,0.4657
133.715486,81.11,5.893,5.343,0.2883
133.014185,70.82,5.597,5.857,0.3312
133.116858,73.19,5.557,5.871,0.3255
133.046467,71.63,5.582,5.848,0.3242
139.444269,177.3,5.832,3.913,0.4371
135.887814,110.99,5.022,5.037,0.3046
133.593951,72.55,5.258,5.516,0.286
133.061001,70.94,5.587,5.847,0.3343
133.083649,71.41,5.564,5.795,0.3307
133.078492,71.02,5.575,5.81,0.3341
139.725987,44.6,3.248,5.798,0.5833
134.191599,-87.41,5.166,5.83,0.3364
134.526906,77.57,4.862,5.406,0.3199
133.003326,70.85,5.607,5.864,0.3312
133.053024,71.05,5.608,5.876,0.3315
133.061258,71.0,5.578,5.847,0.3332
133.041681,71.14,5.606,5.868,0.3289
133.050373,70.99,5.607,5.866,0.3301
133.019034,70.49,5.607,5.865,0.3313
136.061585,87.78,3.889,5.83,0.3846
134.742013,83.94,5.054,5.419,0.4775
133.223159,70.04,5.875,5.88,0.2835
133.207142,74.2,5.727,5.609,0.2855
133.218121,72.49,5.807,5.758,0.2853
133.007403,70.84,5.595,5.869,0.3306
136.450422,119.46,4.163,5.87,0.4711
137.240319,133.19,5.765,4.728,0.4088
134.005654,84.66,5.44,5.777,0.2663
133.109015,74.04,5.753,5.883,0.3051
133.096781,73.3,5.824,5.889,0.2967
133.050395,71.87,5.556,5.85,0.3312
140.178878,-56.89,5.743,5.83,0.7028
134.657815,96.74,5.881,5.225,0.3962
133.426318,58.1,5.456,5.873,0.2827
133.091528,68.78,5.614,5.827,0.2911
133.22576,70.33,5.717,5.884,0.2945
133.103943,73.24,5.815,5.88,0.3034
133.040161,71.33,5.62,5.849,0.3322
133.046059,71.09,5.613,5.857,0.3317
133.046554,70.94,5.604,5.868,0.3316
137.86756,-47.2,5.759,5.884,0.4616
138.425439,20.78,4.579,5.256,0.4015
135.045415,92.87,5.408,5.081,0.2625
133.362754,69.84,5.345,5.845,0.304
133.176943,67.54,5.588,5.762,0.289
133.254082,74.48,5.84,5.881,0.3
135.77462,-90.52,5.587,5.893,0.5685
135.097595,-89.59,5.505,5.544,0.476
133.690824,66.57,5.091,5.749,0.3633
132.988926,71.13,5.609,5.883,0.3042
133.207057,69.56,5.588,5.878,0.303
133.086103,72.51,5.625,5.896,0.3053
136.23784,119.04,4.334,5.15,0.3957
135.632915,-89.31,4.749,5.365,0.3656
134.569739,108.48,5.898,5.731,0.3013
133.243339,72.84,5.704,5.723,0.2998
132.990892,71.6,5.633,5.864,0.3008
132.990304,71.46,5.619,5.873,0.3036
133.107546,72.59,5.587,5.877,0.3034
133.004888,71.08,5.607,5.874,0.3056
132.949665,70.65,5.611,5.883,0.3039
133.192951,69.68,5.615,5.882,0.3034
132.949574,70.66,5.617,5.887,0.3043
137.601247,-96.85,5.401,3.914,0.5505
137.084651,-98.12,4.96,4.407,0.4357
133.600231,65.58,5.874,5.694,0.2364
133.051536,72.07,5.679,5.863,0.3132
132.991119,71.69,5.616,5.871,0.3024
133.18237,72.61,5.642,5.853,0.3006
138.137285,160.54,4.489,5.879,0.2111
135.420765,-127.73,4.929,5.896,0.2852
133.957949,85.69,5.45,5.895,0.4183
133.195352,70.02,5.605,5.891,0.3162
133.042105,70.96,5.587,5.866,0.3296
133.18012,70.21,5.617,5.883,0.3043
139.772999,128.36,4.745,3.848,0.4093
133.938387,-74.07,5.758,5.834,0.2248
133.8327,-77.77,5.651,5.584,0.2768
133.026704,72.26,5.721,5.883,0.3096
133.014211,72.14,5.734,5.899,0.3132
132.975091,70.99,5.616,5.89,0.3036
133.169967,70.35,5.606,5.9,0.3047
132.962025,70.46,5.61,5.895,0.3046
132.966348,70.93,5.615,5.886,0.3047
136.315835,59.07,5.311,4.969,0.6029
136.914402,-152.4,5.813,5.0,0.3812
135.573068,-109.12,5.797,5.403,0.2213
133.167051,71.5,5.677,5.729,0.2805
132.988768,71.36,5.623,5.876,0.3023
132.944894,70.71,5.612,5.891,0.3043
136.229896,69.16,4.245,5.642,0.6077
136.053145,84.73,5.155,4.607,0.4902
134.420773,52.27,5.508,5.345,0.3082
133.080169,72.74,5.719,5.865,0.3139
231.003635,131.65,0.543,0.164,0.3028
153.181082,0.0,3.0,3.0,0.5
172.66461,-175.64,5.886,0.122,0.7977
148.370223,179.33,5.898,5.883,0.7998
171.796829,175.28,5.896,0.176,0.2015
140.94672,-175.27,5.515,5.891,0.5152
137.606633,-57.15,5.533,5.894,0.5267
136.992061,-71.56,5.9,5.9,0.6662
137.410091,179.46,5.867,5.165,0.2051
143.042252,-40.54,5.883,3.369,0.2034
138.794738,107.41,5.892,3.798,0.5059
142.769722,-12.79,5.891,4.95,0.5727
137.321292,-105.93,5.895,5.897,0.6932
133.351807,69.12,5.9,5.9,0.2467
164.317572,-179.71,0.802,5.868,0.2171
139.390882,-109.29,3.95,5.847,0.233
140.191988,173.9,5.832,5.862,0.4393
138.469927,10.42,5.9,5.897,0.2678
134.865372,102.93,5.861,5.892,0.2004
134.041247,91.45,5.789,5.493,0.281
133.605499,86.79,5.9,5.9,0.2926
133.410601,69.88,5.9,5.798,0.2457
133.360943,57.74,5.9,5.9,0.2537
133.203337,68.75,5.9,5.9,0.2444
167.815778,176.36,0.117,5.896,0.7875
139.898955,91.51,3.056,5.892,0.6472
139.388845,27.55,3.616,5.883,0.402
133.425385,78.88,5.888,5.893,0.2685
138.60962,19.38,4.951,5.766,0.2005
181.359484,180.0,4.024,0.189,0.8
167.107942,-179.95,0.13,5.784,0.7935
143.867223,-147.12,5.87,2.764,0.4812
136.325642,-145.81,5.785,4.587,0.3203
133.251891,69.39,5.898,5.895,0.263
134.152743,61.25,5.898,5.883,0.201
133.544224,66.66,5.878,5.9,0.2318
148.946411,8.26,5.726,2.096,0.79
145.366311,-17.1,3.849,4.309,0.7958
141.545273,35.25,4.826,5.827,0.7292
133.408312,67.02,5.897,5.894,0.2417
134.73663,93.0,5.9,4.996,0.2921
133.682569,78.84,5.9,5.9,0.2309
133.367042,69.45,5.9,5.9,0.2431
133.214421,68.57,5.9,5.9,0.2443
133.207646,68.7,5.887,5.9,0.2443
133.206869,68.71,5.9,5.9,0.2443
147.219203,-169.75,5.752,3.366,0.7881
139.193374,-26.64,4.905,4.353,0.379
134.747781,77.4,4.944,5.892,0.5247
133.139681,68.6,5.898,5.892,0.2574
133.368979,65.71,5.853,5.87,0.2581
133.149651,68.01,5.9,5.893,0.2566
151.016239,-178.98,2.537,4.118,0.4405
146.668435,-63.14,2.055,5.886,0.5729
134.536755,-92.56,5.863,5.888,0.2491
133.36059,66.28,5.899,5.9,0.2517
133.308771,69.69,5.899,5.893,0.2554
133.145468,67.98,5.9,5.893,0.2582
171.337978,179.71,0.171,5.818,0.2071
137.713159,-105.77,3.96,5.729,0.4296
138.404644,24.85,5.238,5.824,0.403
133.132967,68.66,5.893,5.892,0.2573
133.8973,80.91,5.703,5.791,0.2201
136.045281,-149.74,5.9,5.833,0.2
133.160443,68.45,5.892,5.869,0.2573
133.349837,68.91,5.885,5.898,0.2575
133.14604,68.61,5.893,5.886,0.2573
141.802891,178.07,3.293,5.772,0.2755
141.902933,-0.42,3.947,4.637,0.5614
137.206264,-173.93,4.89,5.891,0.3444
133.173558,68.6,5.889,5.864,0.2557
133.25419,65.55,5.9,5.824,0.2601
133.163088,67.99,5.9,5.882,0.2573
147.656035,164.92,4.175,3.354,0.7513
136.776564,128.28,4.424,5.83,0.381
134.967551,-108.2,5.885,5.709,0.4166
133.339656,75.06,5.896,5.766,0.2598
133.123149,73.18,5.899,5.801,0.2896
133.24595,77.02,5.9,5.81,0.2768
155.519414,12.26,5.842,1.289,0.4309
138.590838,117.04,4.964,4.619,0.6563
134.833929,94.09,5.893,5.233,0.4389
133.048733,71.82,5.894,5.819,0.2804
133.225387,67.28,5.898,5.819,0.2828
133.023455,71.37,5.9,5.85,0.2783
133.030815,71.68,5.812,5.877,0.2791
133.004014,72.25,5.9,5.874,0.2819
133.135207,72.64,5.9,5.857,0.2775
133.027976,71.32,5.889,5.852,0.2783
149.553547,-179.87,2.66,4.246,0.7444
137.684752,-115.77,5.861,4.054,0.6244
136.041869,-93.07,5.88,4.145,0.4571
133.007988,71.94,5.885,5.853,0.2818
136.699207,131.42,5.428,4.931,0.3649
138.190329,127.98,5.01,4.923,0.2014
190.773966,-168.01,3.672,0.388,0.2059
141.021339,-173.98,4.408,4.119,0.5174
136.463093,-52.51,4.835,5.821,0.3342
133.018454,70.98,5.858,5.882,0.2802
133.004437,71.8,5.884,5.875,0.2832
132.979349,70.78,5.894,5.874,0.2801
145.792946,-7.78,5.89,4.149,0.7624
144.288728,-8.44,5.885,2.836,0.5653
135.806535,66.9,4.536,4.652,0.4433
133.143552,72.71,5.89,5.859,0.284
133.00512,72.11,5.89,5.878,0.282
133.021461,70.91,5.895,5.872,0.2816
132.967973,70.89,5.9,5.889,0.2791
133.019119,71.27,5.897,5.885,0.2778
132.966499,70.75,5.894,5.892,0.2791
143.977442,178.13,3.192,4.49,0.5167
145.256999,91.14,5.862,2.654,0.2796
141.035018,179.03,4.428,5.701,0.5498
133.202411,69.55,5.891,5.892,0.2804
133.020808,71.46,5.861,5.874,0.283
133.019,71.51,5.879,5.873,0.2809
142.373257,-105.2,3.265,5.881,0.798
144.471918,-179.66,4.596,5.105,0.7715
136.239175,-45.68,5.889,4.984,0.3214
133.088405,73.24,5.859,5.88,0.2836
133.023081,71.23,5.882,5.881,0.277
133.012707,71.46,5.89,5.882,0.2807
158.967536,4.78,1.671,5.873,0.2097
145.274262,-25.73,3.45,5.9,0.6709
136.438286,44.49,5.892,4.006,0.3885
133.019454,70.94,5.895,5.874,0.2797
133.004351,70.71,5.877,5.839,0.2793
133.014329,71.88,5.852,5.856,0.2802
133.214788,69.45,5.899,5.888,0.2783
133.205767,70.1,5.896,5.89,0.2787
133.000684,71.04,5.893,5.895,0.2794
152.948666,-96.05,3.997,2.405,0.6791
136.732602,-78.4,4.532,4.604,0.4999
137.803448,127.17,5.082,4.777,0.5173
133.147912,72.49,5.869,5.88,0.2784
133.041201,70.96,5.826,5.842,0.2807
133.023742,71.55,5.888,5.863,0.2811
173.594711,2.53,0.61,4.256,0.7872
138.894982,24.23,5.389,4.336,0.2458
136.539142,-119.98,5.499,4.987,0.5401
133.007577,71.0,5.897,5.884,0.2796
133.001945,70.65,5.863,5.86,0.2793
133.004968,70.73,5.879,5.855,0.2761
165.046824,80.76,0.93,5.89,0.4599
138.150849,103.25,3.475,5.665,0.4942
136.120209,-103.37,4.899,4.918,0.3848
133.030031,70.99,5.87,5.859,0.2807
133.274428,70.05,5.886,5.792,0.2764
132.983776,70.65,5.844,5.866,0.2789
133.019313,71.45,5.886,5.885,0.2773
133.014722,71.1,5.89,5.889,0.2782
132.967424,70.44,5.896,5.894,0.279
145.299351,169.5,3.816,5.423,0.796
141.886064,-179.01,3.274,5.845,0.5472
135.210217,70.04,4.495,5.353,0.292
133.039895,70.98,5.863,5.856,0.2779
133.28642,77.05,5.89,5.732,0.3076
132.961533,70.66,5.9,5.9,0.279
159.262432,163.45,5.834,1.231,0.5657
139.078988,-89.22,4.952,4.587,0.2025
137.170508,168.15,5.12,5.808,0.2945
133.229022,68.94,5.849,5.848,0.2823
133.866197,91.5,5.894,5.759,0.2611
133.255445,66.82,5.9,5.876,0.2721
143.218424,154.82,5.882,5.848,0.6304
138.97183,-64.46,4.459,3.89,0.6619
133.943243,87.36,5.177,5.705,0.3787
133.013089,71.75,5.892,5.876,0.2832
133.306289,74.85,5.897,5.739,0.295
133.792307,89.87,5.87,5.635,0.3405
132.966623,70.88,5.898,5.9,0.2766
132.960068,70.77,5.899,5.9,0.2778
132.959035,70.72,5.899,5.9,0.2784
147.861024,174.0,4.201,3.005,0.3657
139.828828,174.97,5.899,3.521,0.3639
140.948425,-25.96,4.371,5.708,0.4758
133.008077,72.06,5.833,5.872,0.2801
133.423773,64.77,5.847,5.827,0.2425
133.133642,73.11,5.879,5.79,0.2877
145.10147,78.27,4.366,2.797,0.5977
137.597767,-82.07,4.999,4.879,0.788
135.136421,48.88,5.273,4.843,0.3511
132.981355,70.88,5.832,5.88,0.2783
133.276737,74.34,5.804,5.832,0.2891
133.247189,69.79,5.869,5.856,0.2737
149.480443,-50.78,2.593,4.397,0.3332
139.632671,28.83,5.122,3.913,0.5415
136.084317,-136.68,5.051,5.281,0.2585
133.005005,72.17,5.826,5.869,0.2775
133.263672,75.38,5.885,5.786,0.2893
133.012876,71.56,5.898,5.859,0.2804
132.964342,70.47,5.882,5.9,0.2785
132.966932,70.78,5.883,5.9,0.2787
132.96831,70.53,5.882,5.898,0.278
145.752454,172.52,5.898,3.211,0.6677
139.665371,-179.87,5.867,4.446,0.455
135.363571,-135.28,5.644,5.858,0.3211
133.206908,70.11,5.883,5.881,0.2889
133.217269,70.3,5.895,5.844,0.2789
132.973342,70.69,5.873,5.9,0.2768
152.892412,-125.26,4.118,2.826,0.3236
142.301695,-112.13,3.271,4.73,0.5987
139.971376,133.17,4.017,4.385,0.3336
133.108377,73.74,5.856,5.844,0.2826
133.268608,65.13,5.895,5.77,0.3048
133.131288,73.28,5.846,5.816,0.2792
142.357235,90.86,3.344,4.275,0.6081
136.484828,68.12,4.276,5.135,0.6031
136.552719,-70.92,5.245,4.842,0.6438
133.015558,71.61,5.894,5.891,0.2789
133.100599,68.88,5.896,5.795,0.2887
133.260035,74.81,5.833,5.849,0.2827
149.64677,-130.63,1.998,5.849,0.3738
138.965611,104.43,5.05,3.825,0.3884
134.770635,-102.15,5.879,5.142,0.3086
133.799487,83.5,5.315,5.629,0.3187
133.048551,71.56,5.862,5.829,0.2814
132.964739,70.6,5.896,5.896,0.2791
143.252552,-53.95,5.172,2.757,0.4169
143.526473,-177.48,5.597,5.132,0.6532
135.522918,106.51,4.719,5.387,0.4582
132.986531,70.59,5.882,5.894,0.2749
133.033589,71.53,5.84,5.873,0.2785
133.008224,71.3,5.88,5.878,0.2833
140.566388,-179.75,3.36,5.163,0.327
142.086991,-9.58,3.924,4.887,0.267
138.947526,-35.32,5.878,5.855,0.4096
133.009271,71.46,5.885,5.887,0.2822
133.056001,70.94,5.895,5.79,0.2907
132.979388,70.74,5.848,5.868,0.2803
133.012734,71.52,5.9,5.885,0.2785
133.003338,71.2,5.898,5.895,0.2785
133.003456,71.05,5.9,5.894,0.2784
132.998592,71.04,5.896,5.9,0.2785
140.870847,86.68,5.324,3.556,0.7931
137.425574,87.66,5.864,5.106,0.7846
134.832914,71.65,4.28,5.7,0.4027
133.16096,72.36,5.888,5.886,0.2824
133.060593,71.13,5.898,5.802,0.2954
133.236527,69.36,5.886,5.812,0.2973
139.785623,83.49,3.972,4.507,0.7759
136.8241,58.61,5.795,5.858,0.6308
141.512758,27.87,4.65,4.158,0.6831
132.978766,70.69,5.851,5.893,0.2775
133.034206,71.44,5.893,5.847,0.2779
133.044121,70.44,5.896,5.764,0.2853
218.101979,-141.57,0.367,1.179,0.7952
140.217341,76.3,5.819,3.183,0.6433
135.570396,59.89,5.594,4.946,0.5397
133.030655,70.47,5.875,5.793,0.2855
133.023775,70.87,5.891,5.782,0.2885
133.210119,70.24,5.828,5.884,0.2788
132.998681,71.41,5.9,5.9,0.2784
132.998311,71.06,5.9,5.9,0.2782
132.99604,71.33,5.9,5.9,0.2788
151.874584,27.87,3.952,2.859,0.2913
141.567257,-121.57,3.625,4.362,0.4109
138.327178,-38.31,5.897,5.282,0.2043
133.041734,71.51,5.891,5.821,0.2844
133.299429,69.02,5.898,5.74,0.3207
133.143744,72.76,5.891,5.807,0.2949
132.975569,70.72,5.9,5.877,0.2784
133.186537,70.32,5.89,5.9,0.2784
132.960835,70.73,5.899,5.9,0.2784
203.788717,165.37,0.175,2.54,0.7278
136.097962,-69.87,5.187,5.269,0.2043
174.224529,-178.54,5.868,0.136,0.2012
146.830606,-179.71,5.898,5.874,0.7468
139.757072,-175.8,5.844,5.893,0.4284
134.902201,-92.01,5.558,5.899,0.2297
139.371713,-32.91,4.612,5.899,0.2049
138.534498,180.0,5.9,5.157,0.383
170.907082,173.26,5.89,0.13,0.7896
142.734286,5.11,5.895,4.716,0.5953
168.93672,161.97,5.782,0.503,0.2005
138.19921,-32.86,5.898,5.89,0.2017
135.175509,-121.88,5.869,5.899,0.2151
135.082186,-100.91,5.559,5.9,0.2337
167.548186,-176.14,0.114,5.886,0.3187
135.611603,45.05,5.889,5.863,0.4098
135.091827,107.42,5.854,5.892,0.217
136.120719,-47.15,5.9,5.891,0.3264
135.022804,-97.7,5.793,5.897,0.2344
134.898078,-91.25,5.577,5.9,0.2304
134.278692,-86.53,5.582,5.738,0.2208
135.352941,-78.94,5.587,5.383,0.2061
134.608687,-82.73,5.584,5.561,0.2134
134.748072,-87.71,5.624,5.77,0.2121
134.682735,-84.04,5.559,5.757,0.22
160.500469,164.92,1.473,5.816,0.2158
142.257255,29.7,5.9,2.927,0.3113
138.302876,15.33,5.894,4.534,0.3151
135.649555,-99.75,5.647,5.441,0.24
135.102358,-91.85,5.574,5.687,0.224
133.884711,-76.97,5.85,5.528,0.2347
147.843334,167.13,5.867,5.731,0.7995
139.158195,-77.14,3.277,5.895,0.4909
137.427608,52.77,3.561,5.896,0.3797
134.238592,-80.24,5.821,5.599,0.2325
136.806823,-52.97,4.895,4.572,0.3322
172.018637,-3.79,0.1,5.9,0.3152
170.466924,-165.91,5.81,0.436,0.7974
139.222389,135.47,4.566,5.825,0.5837
141.535122,-12.94,4.577,5.88,0.4669
133.600081,-73.57,5.899,5.461,0.2414
141.71352,-14.59,4.944,4.517,0.2004
158.028947,-154.93,5.9,1.495,0.4665
135.714371,-55.42,5.857,5.608,0.2391
133.598984,-73.61,5.9,5.459,0.2414
133.943979,-74.74,5.847,5.403,0.2436
133.605205,-73.4,5.9,5.461,0.2413
133.600005,-73.59,5.9,5.461,0.2415
146.749106,-28.81,3.797,5.884,0.7972
134.58988,117.14,4.833,5.851,0.357
135.993921,110.69,5.895,5.846,0.5186
133.886436,-74.4,5.892,5.458,0.2425
133.744097,-72.89,5.898,5.448,0.235
134.017973,-71.97,5.9,5.499,0.2397
140.171243,-178.76,3.304,5.868,0.284
146.419374,162.5,5.826,2.827,0.602
137.712534,93.4,5.044,4.016,0.4575
133.878338,-75.54,5.897,5.434,0.2376
134.410737,-64.23,5.546,5.11,0.2543
134.343472,-71.14,5.753,5.323,0.2388
141.607985,-144.23,4.492,3.744,0.608
137.832,-143.39,4.379,4.897,0.4386
134.750546,44.82,5.166,5.851,0.2861
134.047724,-74.58,5.856,5.454,0.2335
133.980569,-72.39,5.896,5.445,0.2415
133.589217,-73.7,5.9,5.465,0.2408
133.869233,-75.02,5.897,5.469,0.24
133.905311,-74.36,5.899,5.467,0.2404
133.755901,-74.03,5.899,5.466,0.2406
136.295658,-104.27,5.345,5.636,0.5917
136.545237,-101.3,4.306,5.833,0.3233
134.990847,-90.3,5.885,4.965,0.4459
133.967182,-76.3,5.788,5.434,0.2441
133.852173,-75.24,5.892,5.475,0.2405
133.896175,-75.87,5.845,5.466,0.2442
145.682035,159.39,4.443,3.622,0.2072
135.464093,103.33,5.73,4.822,0.3246
134.881064,93.64,5.3,5.16,0.4349
133.853844,-75.53,5.812,5.461,0.244
133.941709,-74.78,5.872,5.474,0.238
133.900828,-76.02,5.832,5.485,0.2429
141.537005,-179.79,5.807,3.331,0.2933
137.01804,-164.8,5.53,4.733,0.3281
134.733744,110.42,5.767,5.828,0.3871
134.730838,-95.27,5.766,5.221,0.3392
133.603994,-73.5,5.883,5.48,0.2416
133.682852,-74.29,5.855,5.492,0.2393
133.755565,-73.84,5.9,5.476,0.2419
133.582304,-73.77,5.9,5.47,0.2413
133.610021,-73.44,5.9,5.466,0.2407
145.341167,27.85,5.894,5.851,0.7977
140.111552,-2.03,5.265,4.3,0.4577
135.923157,-93.68,4.801,5.782,0.4619
133.772808,-75.46,5.823,5.472,0.2513
135.881194,-133.02,5.508,4.79,0.3317
135.662861,-107.38,5.54,4.911,0.2835
145.049791,-177.42,3.111,5.764,0.7029
136.981131,69.77,4.283,4.707,0.3196
133.685192,75.92,5.296,5.44,0.3517
133.626221,-73.34,5.845,5.449,0.2469
134.384415,-60.42,5.275,5.554,0.3037
133.803205,-68.55,5.624,5.453,0.2612
140.777232,-170.43,4.032,5.86,0.5619
136.99581,-169.78,4.708,5.528,0.232
135.871445,-101.78,4.91,5.087,0.3891
134.173047,-79.25,5.557,5.391,0.3025
134.91496,-80.42,5.897,5.39,0.2008
134.068231,-71.33,5.77,5.465,0.2494
133.767336,-73.84,5.9,5.473,0.241
139.840383,-46.62,4.094,4.651,0.5927
141.616876,-175.81,5.9,4.538,0.5373
134.445064,98.84,5.098,5.68,0.2734
133.823237,-75.24,5.661,5.387,0.2815
133.842807,-68.56,5.51,5.392,0.2731
134.023207,-72.04,5.843,5.491,0.2422
195.388748,-168.22,2.02,1.994,0.2021
136.045994,-152.15,5.317,5.891,0.3219
139.200088,-1.82,5.191,5.288,0.3773
133.835008,-74.99,5.75,5.404,0.2661
134.164828,-70.77,5.641,5.354,0.2672
133.574257,82.77,5.324,5.663,0.3354
146.714037,-23.83,5.83,2.446,0.7983
137.425717,-73.65,5.427,4.447,0.7764
139.387732,160.18,5.039,5.875,0.4671
133.592002,90.75,5.637,5.893,0.2991
133.386946,81.22,5.523,5.861,0.3232
133.416533,79.3,5.564,5.9,0.3233
133.892256,93.53,5.64,5.89,0.3436
133.391205,81.63,5.487,5.9,0.3228
133.521985,77.94,5.485,5.829,0.3209
133.285825,82.6,5.527,5.862,0.3264
133.511346,85.04,5.534,5.864,0.3331
140.760341,80.48,4.338,3.833,0.7574
138.454222,109.59,5.605,4.467,0.6461
137.773533,52.27,4.313,4.958,0.6251
133.913344,92.48,5.361,5.766,0.3164
133.271115,82.63,5.539,5.884,0.3269
133.525443,89.03,5.864,5.884,0.3094
144.292988,18.53,5.02,2.775,0.609
136.168206,-80.11,5.543,4.213,0.5797
137.531587,175.08,5.504,5.864,0.2803
133.514203,83.43,5.704,5.896,0.3131
133.364974,81.97,5.529,5.89,0.3269
133.596892,86.21,5.583,5.887,0.3232
140.014799,-81.22,5.886,3.031,0.4364
143.274399,5.52,4.951,4.045,0.6915
135.408466,74.54,4.19,5.859,0.4974
133.281607,82.54,5.532,5.864,0.327
133.149325,76.02,5.852,5.896,0.2845
133.450542,79.53,5.648,5.893,0.2807
133.147827,76.02,5.852,5.9,0.2845
133.232678,74.56,5.865,5.9,0.2845
133.420515,79.0,5.888,5.895,0.2787
133.172359,77.07,5.856,5.899,0.2883
133.154398,75.99,5.832,5.899,0.2845
139.252551,-121.64,4.282,5.04,0.6842
135.391498,59.23,5.601,4.823,0.2165
134.391237,57.51,4.583,5.882,0.4039
133.178676,75.83,5.754,5.9,0.2937
133.424462,78.78,5.808,5.862,0.2887
133.201306,76.82,5.848,5.89,0.2828
142.363319,176.93,3.587,5.728,0.2058
137.496821,174.96,5.843,4.485,0.2007
136.539624,-118.85,5.129,4.899,0.5127
133.071056,73.88,5.836,5.89,0.2931
133.016531,70.41,5.841,5.874,0.3076
133.005006,71.71,5.834,5.9,0.3036
141.745249,179.62,3.497,4.617,0.4038
137.829114,130.72,4.254,5.081,0.4302
137.813446,157.9,4.663,4.739,0.3002
133.078811,72.99,5.841,5.892,0.299
133.240891,66.58,5.787,5.893,0.308
133.093586,73.67,5.9,5.9,0.3174
133.27563,74.47,5.778,5.875,0.3054
132.987553,72.08,5.862,5.9,0.305
133.005197,71.3,5.868,5.9,0.305
133.153028,72.33,5.86,5.9,0.3056
