fx,orientation,trans,win_e,win_w
135.08284584727858,-103.59,0.4449,5.518,5.5710000000000015
135.08284584727858,-103.59,0.4449,5.518,5.5710000000000015
140.51845424715566,119.8,0.7601,5.805,5.148
225.7347409633868,-106.11,0.2154,1.329,0.10099999999999999
153.18108166841571,0.0,0.5,3.0,3.0
166.7417695030783,-179.86,0.7981,0.135,5.885
171.38618622588731,179.34,0.2022,0.147,5.8889999999999985
236.48207827856518,177.54,0.7994,0.10300000000000001,0.106
137.27850168422754,60.45,0.6623,5.897,5.9
143.7831060453868,1.34,0.5647,5.897,5.9
141.78965526407163,125.53,0.7504,5.9,5.9
172.17097299551983,-178.43,0.7996,5.8870000000000005,0.15
171.42811501143473,172.99,0.2004,5.851,0.224
141.16123913224527,-82.43,0.7967,3.4019999999999997,5.885
146.4077243644483,3.06,0.7608,5.891,4.945
136.8744935652679,119.65,0.5657,4.945,5.66
135.73783550149415,71.86,0.6423,4.699,5.9
138.13016406664505,173.64,0.2032,5.855,4.199
145.06177885412845,8.64,0.2022,3.267,5.87
148.59863719769768,133.81,0.5111,5.88,2.191
135.51208167603562,88.81,0.6257,5.393,5.705
135.53599155981942,79.27,0.636,5.165,5.774
137.78468533510573,180.0,0.2,5.9,5.9
137.35990766230088,106.84,0.6795,5.277,5.199
135.3327324710126,75.91,0.6023,5.363,5.459
135.25190444263245,81.73,0.6169,5.474,5.814
135.37318818362814,72.72,0.6111,5.581,5.8729999999999976
135.19042842050214,83.56,0.609,5.435,5.853
137.20702499087554,-179.36,0.2691,5.898,5.787000000000001
139.14274620758079,-16.37,0.2969,5.851,4.025
139.0679902594635,-137.84,0.4911,3.755,5.869
135.74340938747525,107.13,0.51,5.888999999999999,5.5489999999999995
141.80855498145138,27.05,0.7031,4.493,4.968
237.04229079924968,180.0,0.2,0.1,0.1
172.81864260820026,89.31,0.6464,0.3,5.857
144.90889618233481,-178.68,0.5808,5.815,3.1439999999999997
138.10102129092763,92.42,0.343,4.23,4.588
135.29138012858542,95.76,0.5595,5.596,5.569
136.8275877281603,99.38,0.6372,5.892,4.935
180.2106738955433,-180.0,0.2,4.8210000000000015,0.1
160.06390762981863,-178.23,0.2192,3.0660000000000003,3.392
146.32743141016815,-174.51,0.7239,5.885,5.89
136.40155839394131,38.63,0.2041,5.627000000000002,5.839
135.08041007774492,70.78,0.5826,4.9510000000000005,5.893
137.41714700126482,128.51,0.494,5.131,4.941
188.12969478971783,180.0,0.8,3.4939999999999998,0.1
135.30208890830244,69.09,0.5828,4.962,5.9
135.14866739894993,87.5,0.5734,4.868,5.819
135.11533787783674,70.92,0.5828,4.95,5.9
135.19138510907987,70.83,0.5889,4.916,5.8629999999999995
135.06845130739677,71.65,0.5843,4.9830000000000005,5.8889999999999985
151.7595669167387,-6.71,0.4621,1.909,5.8389999999999995
145.6795512677389,-170.96,0.2031,5.759,3.197
139.4801313598742,-28.21,0.3798,4.6160000000000005,5.803
