fx,orientation,trans,win_e,win_w
133.46413247428498,73.46,0.3105,4.989,5.897
220.8130952365456,-138.91,0.2766,1.173,0.685
144.0853325638596,147.15,0.7597,3.369,5.234
153.18108166841571,0.0,0.5,3.0,3.0
137.0072850078355,-174.4,0.2061,5.891,5.841
171.65844601986998,178.91,0.7891,5.864,0.12
171.63207915131312,178.37,0.2019,0.13,5.877999999999999
134.4657222551206,-115.18,0.3051,5.898,5.896
135.93686477023715,-57.95,0.4035,5.89,5.895
143.92296491936185,-144.11,0.8,5.9,5.9
137.48790494335222,176.69,0.2044,5.794,5.834
140.12295089188783,140.92,0.5397,5.867000000000001,5.897
144.49738544054452,0.44,0.6631,4.5360000000000005,5.882999999999999
135.22240707518426,-56.04,0.2921,5.897,5.882999999999999
135.30581895686973,-130.78,0.3427,5.898,5.896
134.58898079903426,-107.19,0.2792,5.9,5.9
150.67262310942712,157.46,0.3789,5.893,2.068
138.5303139637242,69.07,0.3533,3.322,5.8839999999999995
134.95448210748665,71.72,0.3533,5.695,4.376
133.73356377482142,-82.81,0.3349,5.899,5.896
134.32057561088763,-88.93,0.3313,5.9,5.851
135.1103874912838,104.15,0.3487,5.487,5.0569999999999995
133.73381478925631,-82.81,0.3349,5.9,5.896
133.734284784376,-82.82,0.3351,5.898,5.9
133.71697685331068,-82.21,0.3334,5.898,5.9
133.9575767569919,-78.57,0.3379,5.897,5.8870000000000005
133.97909456880456,-84.17,0.3324,5.897,5.9
148.20807230086197,-175.31,0.5655,5.897,2.47
145.50927580770133,26.22,0.7652,5.885,2.829
140.21481024646536,-37.62,0.529,5.845,3.668
134.92198948276717,-105.91,0.3036,5.89,5.278
134.53280506695006,-65.24,0.235,5.898,4.952
166.97271700439163,-180.0,0.8,0.1,5.9
150.8749646157697,-173.91,0.4031,1.847,5.865
140.49397788329358,-170.6,0.5587,4.36,4.98
137.78490073999347,-88.04,0.3983,3.67,5.82
133.89755855038754,-79.73,0.3293,5.898,5.899
135.7504643715715,-136.82,0.242,5.897,4.973
210.0889317656211,-180.0,0.8,2.043,0.1
164.57152580211618,14.47,0.6148,0.7909999999999999,5.794
142.75617896549764,144.47,0.5579999999999999,4.4030000000000005,3.596
137.58967778526866,38.39,0.2007,4.691,5.872000000000001
133.76494651735942,-81.35,0.3376,5.899,5.894
133.8391732608202,-80.51,0.3366,5.898,5.897
133.7129220786069,-82.32,0.3348,5.898,5.898
133.7774227747091,-80.93,0.3353,5.897,5.895
133.74640066149408,-81.63,0.3351,5.897,5.896
133.7097388332394,-82.32,0.3343,5.898,5.899
146.45100346805103,177.61,0.7971,5.874,4.119
146.16784444952694,177.82,0.2154,3.6,4.265
139.1761781817969,-29.53,0.3715,4.66,4.468
134.01435199392307,-84.89,0.3585,5.892,5.654
133.75270709534712,-82.83,0.3457,5.8820000000000014,5.83
133.76709056824228,-81.94,0.3407,5.894,5.815
164.73248005698375,-57.59,0.2047,5.839,1.0590000000000002
141.63694362109513,178.63,0.5225,3.532,5.72
136.16236020170595,57.27,0.5027,4.355,4.9830000000000005
133.75055949172696,-82.27,0.3394,5.882999999999999,5.859
133.75574549274478,-83.83,0.3465,5.8889999999999985,5.86
133.73387987411587,-83.75,0.3432,5.899,5.856
145.87500295394952,-85.27,0.7973,3.359,3.572
140.58269657589605,-119.04,0.7821,5.742999999999999,3.477
138.7758755574107,27.66,0.2073,5.874,4.487
133.75767065174176,-83.01,0.3418,5.894,5.8629999999999995
133.71855380428758,-82.29,0.3348,5.895,5.896
133.95207042672908,-85.22,0.3449,5.9,5.82
133.7097154025156,-82.31,0.3343,5.898,5.9
133.72901982562584,-82.94,0.3342,5.898,5.9
133.7393419091972,-82.67,0.3342,5.898,5.9
145.9677024951747,-136.23,0.7266,2.59,5.8320000000000025
142.29586706481962,31.51,0.6975,4.029,3.855
138.48638773983734,14.94,0.3601,4.842,5.876
133.87855359817124,-80.2,0.3455,5.896,5.813
136.90952496432718,-141.35,0.2377,4.9430000000000005,5.038
135.81341504681666,-140.97,0.236,4.981,5.871
137.02915382520942,76.09,0.6691,5.843999999999999,4.577
139.28193646525727,-153.82,0.452,5.869,4.099
137.54058135141605,70.15,0.521,5.6339999999999995,3.648
133.77054833610737,-83.24,0.3441,5.885,5.859
133.77413688295348,-81.88,0.3409,5.895,5.834
133.99083832909358,-79.74,0.3514,5.683,5.5820000000000025
135.79667788535124,-88.88,0.608,5.875,5.532
145.85164193495683,-22.84,0.7959999999999999,5.807,4.899
141.47104072889567,18.25,0.5439,5.825,5.6270000000000024
133.75221111249547,-82.26,0.3388,5.896,5.877000000000002
133.75348762997052,-81.77,0.3342,5.894,5.888
133.78735793475772,-81.93,0.3403,5.875,5.794
133.7401600914268,-82.02,0.3342,5.9,5.9
133.73059884426286,-82.19,0.3342,5.8870000000000005,5.897
133.7208699796816,-82.25,0.3342,5.892,5.899
138.05820432503893,171.8,0.3185,4.245,5.848
137.80277605701832,-72.05,0.6355,4.4910000000000005,4.294
141.49161259344928,-175.86,0.5068,5.876,5.8420000000000005
133.7660092098545,-82.57,0.341,5.827000000000001,5.84
133.7741644535113,-82.62,0.344,5.8210000000000015,5.829
133.75853537168283,-82.61,0.3455,5.854,5.8420000000000005
206.67129564154823,179.1,0.7815,0.919,1.649
135.50180439471856,-83.79,0.4933,4.8389999999999995,5.086
139.07516876812548,175.52,0.4626,4.882,4.881
133.75221152669974,-82.87,0.34299999999999997,5.871,5.843
133.81263240250507,-83.11,0.3459,5.79,5.846
133.7864801934727,-82.54,0.34600000000000003,5.8229999999999995,5.84
144.8202075078311,-38.7,0.5683,2.834,5.267
